Name,Wikipedia link (en),Redirected,Redirect link,Is it in Wikidata?
Balo's concentric sclerosis,https://en.wikipedia.org/wiki/Balo%27s_concentric_sclerosis,Yes,https://en.wikipedia.org/wiki/Balo_concentric_sclerosis,Yes
BANF acoustic neurinoma,https://en.wikipedia.org/wiki/BANF_acoustic_neurinoma,Yes,https://en.wikipedia.org/wiki/Neurofibromatosis_type_II,Yes
Bangstad syndrome,https://en.wikipedia.org/wiki/Bangstad_syndrome,No,https://en.wikipedia.org/wiki/Bangstad_syndrome
Banki syndrome,https://en.wikipedia.org/wiki/Banki_syndrome,No,https://en.wikipedia.org/wiki/Banki_syndrome,Yes
Bannayan–Zonana syndrome,https://en.wikipedia.org/wiki/Bannayan%E2%80%93Zonana_syndrome,Yes,https://en.wikipedia.org/wiki/Bannayan%E2%80%93Riley%E2%80%93Ruvalcaba_syndrome,Yes
Banti's syndrome,https://en.wikipedia.org/wiki/Banti%27s_syndrome,No,https://en.wikipedia.org/wiki/Banti%27s_syndrome,Yes
Bantu siderosis,https://en.wikipedia.org/wiki/Bantu_siderosis,Yes,https://en.wikipedia.org/wiki/African_iron_overload,Yes
Barber–Say syndrome,https://en.wikipedia.org/wiki/Barber%E2%80%93Say_syndrome,No,https://en.wikipedia.org/wiki/Barber%E2%80%93Say_syndrome,Yes
Barbiturate dependence,https://en.wikipedia.org/wiki/Barbiturate_dependence,No,https://en.wikipedia.org/wiki/Barbiturate_dependence,Yes
Barbiturate overdose,https://en.wikipedia.org/wiki/Barbiturate_overdose,No,https://en.wikipedia.org/wiki/Barbiturate_overdose
Bardet–Biedl syndrome,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,Yes
"Bardet–Biedl syndrome, type 1",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,Yes
"Bardet–Biedl syndrome, type 2",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,Yes
"Bardet–Biedl syndrome, type 3",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,Yes
"Bardet–Biedl syndrome, type 4",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,Yes
Bare lymphocyte syndrome 2,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome_2,Yes,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome_type_II,Yes
Bare lymphocyte syndrome,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome,No,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome,Yes
Baritosis,https://en.wikipedia.org/wiki/Baritosis,No,https://en.wikipedia.org/wiki/Baritosis,Yes
Barrett syndrome,https://en.wikipedia.org/wiki/Barrett_syndrome,Yes,https://en.wikipedia.org/wiki/Barrett%27s_esophagus,Yes
Barth syndrome,https://en.wikipedia.org/wiki/Barth_syndrome,No,https://en.wikipedia.org/wiki/Barth_syndrome,Yes
Bartonella infections,https://en.wikipedia.org/wiki/Bartonella_infections,Yes,https://en.wikipedia.org/wiki/Bartonella,Yes
Bartsocas–Papas syndrome,https://en.wikipedia.org/wiki/Bartsocas%E2%80%93Papas_syndrome,Yes,https://en.wikipedia.org/wiki/Autosomal_dominant_multiple_pterygium_syndrome,Yes
"Bartter syndrome, antenatal form",https://en.wikipedia.org/wiki/Bartter_syndrome,No,https://en.wikipedia.org/wiki/Bartter_syndrome,Yes
"Bartter syndrome, classic form",https://en.wikipedia.org/wiki/Bartter_syndrome,No,https://en.wikipedia.org/wiki/Bartter_syndrome,Yes
Basal cell carcinoma,https://en.wikipedia.org/wiki/Basal_cell_carcinoma,Yes,https://en.wikipedia.org/wiki/Basal-cell_carcinoma,Yes
Basal ganglia diseases,https://en.wikipedia.org/wiki/Basal_ganglia_diseases,Yes,https://en.wikipedia.org/wiki/Basal_ganglia_disease,Yes
Basilar artery migraines,https://en.wikipedia.org/wiki/Basilar_artery_migraines,Yes,https://en.wikipedia.org/wiki/Migraine#Basilar_type_migraine
Bathophobia,https://en.wikipedia.org/wiki/Bathophobia,No,https://en.wikipedia.org/wiki/Bathophobia
Batrachophobia,https://en.wikipedia.org/wiki/Batrachophobia,Yes,https://en.wikipedia.org/wiki/Fear_of_frogs,Yes
Batten disease,https://en.wikipedia.org/wiki/Batten_disease,No,https://en.wikipedia.org/wiki/Batten_disease,Yes
Bazex–Dupré–Christol syndrome,https://en.wikipedia.org/wiki/Bazex%E2%80%93Dupr%C3%A9%E2%80%93Christol_syndrome,No,https://en.wikipedia.org/wiki/Bazex%E2%80%93Dupr%C3%A9%E2%80%93Christol_syndrome,Yes
B-cell lymphomas,https://en.wikipedia.org/wiki/B-cell_lymphomas,Yes,https://en.wikipedia.org/wiki/Lymphoma#REAL.2FWHO_Classification
Beals syndrome,https://en.wikipedia.org/wiki/Beals_syndrome,Yes,https://en.wikipedia.org/wiki/Congenital_contractural_arachnodactyly,Yes
Becker disease,https://en.wikipedia.org/wiki/Becker_disease,Yes,https://en.wikipedia.org/wiki/Myotonia_congenita,Yes
Becker's muscular dystrophy,https://en.wikipedia.org/wiki/Becker%27s_muscular_dystrophy,Yes,https://en.wikipedia.org/wiki/Becker_muscular_dystrophy,Yes
Becker's nevus,https://en.wikipedia.org/wiki/Becker%27s_nevus,No,https://en.wikipedia.org/wiki/Becker%27s_nevus,Yes
Beemer–Langer syndrome,https://en.wikipedia.org/wiki/Beemer%E2%80%93Langer_syndrome,Yes,https://en.wikipedia.org/wiki/Short_rib%E2%80%93polydactyly_syndrome,Yes
Behcet syndrome,https://en.wikipedia.org/wiki/Behcet_syndrome,Yes,https://en.wikipedia.org/wiki/Beh%C3%A7et%27s_disease,Yes
Behr syndrome,https://en.wikipedia.org/wiki/Behr_syndrome,No,https://en.wikipedia.org/wiki/Behr_syndrome,Yes
Bejel,https://en.wikipedia.org/wiki/Bejel,Yes,https://en.wikipedia.org/wiki/Nonvenereal_endemic_syphilis,Yes
Bell's palsy,https://en.wikipedia.org/wiki/Bell%27s_palsy,No,https://en.wikipedia.org/wiki/Bell%27s_palsy,Yes
Benign astrocytoma,https://en.wikipedia.org/wiki/Benign_astrocytoma,Yes,https://en.wikipedia.org/wiki/Pilocytic_astrocytoma,Yes
Benign congenital hypotonia,https://en.wikipedia.org/wiki/Benign_congenital_hypotonia,Yes,https://en.wikipedia.org/wiki/Hypotonia
Benign essential blepharospasmass,https://en.wikipedia.org/wiki/Benign_essential_blepharospasm,Yes,https://en.wikipedia.org/wiki/Blepharospasm,Yes
Benign essential tremor syndrome,https://en.wikipedia.org/wiki/Benign_essential_tremor_syndrome,Yes,https://en.wikipedia.org/wiki/Essential_tremor,Yes
Benign familial hematuria,https://en.wikipedia.org/wiki/Benign_familial_hematuria,Yes,https://en.wikipedia.org/wiki/Thin_basement_membrane_disease,Yes
Benign familial infantile epilepsy,https://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy,No,https://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy,Yes
Benign fasciculation syndrome,https://en.wikipedia.org/wiki/Benign_fasciculation_syndrome,No,https://en.wikipedia.org/wiki/Benign_fasciculation_syndrome
Benign mucosal pemphigoid,https://en.wikipedia.org/wiki/Benign_mucosal_pemphigoid,Yes,https://en.wikipedia.org/wiki/Mucous_membrane_pemphigoid,Yes
Benign paroxysmal positional vertigo,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo,No,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo,Yes
Benzodiazepine dependence,https://en.wikipedia.org/wiki/Benzodiazepine_dependence,No,https://en.wikipedia.org/wiki/Benzodiazepine_dependence
Benzodiazepine overdose,https://en.wikipedia.org/wiki/Benzodiazepine_overdose,No,https://en.wikipedia.org/wiki/Benzodiazepine_overdose
Benzodiazepine withdrawal syndrome,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome,No,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome
Berardinelli–Seip congenital lipodystrophy,https://en.wikipedia.org/wiki/Berardinelli%E2%80%93Seip_congenital_lipodystrophy,Yes,https://en.wikipedia.org/wiki/Congenital_generalized_lipodystrophy,Yes
Berdon syndrome,https://en.wikipedia.org/wiki/Berdon_syndrome,No,https://en.wikipedia.org/wiki/Berdon_syndrome,Yes
Berger disease,https://en.wikipedia.org/wiki/Berger_disease,Yes,https://en.wikipedia.org/wiki/IgA_nephropathy,Yes
Beriberi,https://en.wikipedia.org/wiki/Beriberi,Yes,https://en.wikipedia.org/wiki/Thiamine_deficiency,Yes
Berlin breakage syndrome,https://en.wikipedia.org/wiki/Berlin_breakage_syndrome,Yes,https://en.wikipedia.org/wiki/Nijmegen_breakage_syndrome,Yes
Berylliosis,https://en.wikipedia.org/wiki/Berylliosis,No,https://en.wikipedia.org/wiki/Berylliosis,Yes
Beta ketothiolase deficiency,https://en.wikipedia.org/wiki/Beta_ketothiolase_deficiency,Yes,https://en.wikipedia.org/wiki/Beta-ketothiolase_deficiency,Yes
Beta-mannosidosis,https://en.wikipedia.org/wiki/Beta-mannosidosis,No,https://en.wikipedia.org/wiki/Beta-mannosidosis,Yes
Beta-thalassemia,https://en.wikipedia.org/wiki/Beta-thalassemia,Yes,https://en.wikipedia.org/wiki/Beta_thalassemia,Yes
Bethlem myopathy,https://en.wikipedia.org/wiki/Bethlem_myopathy,No,https://en.wikipedia.org/wiki/Bethlem_myopathy,Yes
Bhaskar Jagannathan syndrome,https://en.wikipedia.org/wiki/Bhaskar_Jagannathan_syndrome,Yes,https://en.wikipedia.org/wiki/Bhaskar%E2%80%93Jagannathan_syndrome
Bickel Fanconi glycogenosis,https://en.wikipedia.org/wiki/Bickel_Fanconi_glycogenosis,Yes,https://en.wikipedia.org/wiki/Fanconi%E2%80%93Bickel_syndrome,Yes
Bicuspid aortic valve,https://en.wikipedia.org/wiki/Bicuspid_aortic_valve,No,https://en.wikipedia.org/wiki/Bicuspid_aortic_valve,Yes
Biemond syndrome,https://en.wikipedia.org/wiki/Biemond_syndrome,No,https://en.wikipedia.org/wiki/Biemond_syndrome,Yes
Bilateral renal agenesis dominant type,https://en.wikipedia.org/wiki/Bilateral_renal_agenesis_dominant_type,Yes,https://en.wikipedia.org/wiki/Potter_sequence,Yes
Bilateral renal agenesis,https://en.wikipedia.org/wiki/Bilateral_renal_agenesis,Yes,https://en.wikipedia.org/wiki/Renal_agenesis,Yes
"Biliary atresia, extrahepatic","https://en.wikipedia.org/wiki/Biliary_atresia,_extrahepatic",Yes,https://en.wikipedia.org/wiki/Biliary_atresia,Yes
Biliary atresia,https://en.wikipedia.org/wiki/Biliary_atresia,No,https://en.wikipedia.org/wiki/Biliary_atresia,Yes
Biliary cirrhosis,https://en.wikipedia.org/wiki/Biliary_cirrhosis,Yes,https://en.wikipedia.org/wiki/Primary_biliary_cholangitis,Yes
Biliary tract cancer,https://en.wikipedia.org/wiki/Biliary_tract_cancer,Yes,https://en.wikipedia.org/wiki/Cholangiocarcinoma,Yes
Binswanger's disease,https://en.wikipedia.org/wiki/Binswanger%27s_disease,No,https://en.wikipedia.org/wiki/Binswanger%27s_disease,Yes
Bipolar disorder,https://en.wikipedia.org/wiki/Bipolar_disorder,No,https://en.wikipedia.org/wiki/Bipolar_disorder,Yes
Bipolar I disorder,https://en.wikipedia.org/wiki/Bipolar_I_disorder,No,https://en.wikipedia.org/wiki/Bipolar_I_disorder,Yes
Bipolar II disorder,https://en.wikipedia.org/wiki/Bipolar_II_disorder,No,https://en.wikipedia.org/wiki/Bipolar_II_disorder,Yes
Biotin deficiency,https://en.wikipedia.org/wiki/Biotin_deficiency,No,https://en.wikipedia.org/wiki/Biotin_deficiency,Yes
Biotinidase deficiency,https://en.wikipedia.org/wiki/Biotinidase_deficiency,No,https://en.wikipedia.org/wiki/Biotinidase_deficiency,Yes
Birdshot chorioretinopathy,https://en.wikipedia.org/wiki/Birdshot_chorioretinopathy,No,https://en.wikipedia.org/wiki/Birdshot_chorioretinopathy,Yes
Birt–Hogg–Dubé syndrome,https://en.wikipedia.org/wiki/Birt%E2%80%93Hogg%E2%80%93Dub%C3%A9_syndrome,No,https://en.wikipedia.org/wiki/Birt%E2%80%93Hogg%E2%80%93Dub%C3%A9_syndrome,Yes
Björnstad syndrome,https://en.wikipedia.org/wiki/Bj%C3%B6rnstad_syndrome,No,https://en.wikipedia.org/wiki/Bj%C3%B6rnstad_syndrome,Yes
BK virus nephritis,https://en.wikipedia.org/wiki/BK_virus,No,https://en.wikipedia.org/wiki/BK_virus
Black piedra,https://en.wikipedia.org/wiki/Black_piedra,Yes,https://en.wikipedia.org/wiki/Piedraia_hortae#Pathology,Yes
Bladder neoplasm,https://en.wikipedia.org/wiki/Bladder_neoplasm,Yes,https://en.wikipedia.org/wiki/Bladder_cancer,Yes
Blastoma,https://en.wikipedia.org/wiki/Blastoma,No,https://en.wikipedia.org/wiki/Blastoma,Yes
Blastomycosis,https://en.wikipedia.org/wiki/Blastomycosis,No,https://en.wikipedia.org/wiki/Blastomycosis,Yes
Blepharitis,https://en.wikipedia.org/wiki/Blepharitis,No,https://en.wikipedia.org/wiki/Blepharitis,Yes
Blepharo naso facial syndrome Van maldergem type,https://en.wikipedia.org/wiki/Blepharo_naso_facial_syndrome_Van_maldergem_type,Yes,https://en.wikipedia.org/wiki/Pashayan_syndrome,Yes
Blepharonasofacial malformation syndrome,https://en.wikipedia.org/wiki/Blepharonasofacial_malformation_syndrome,Yes,https://en.wikipedia.org/wiki/Pashayan_syndrome,Yes
"Blepharophimosis, ptosis, epicanthus inversus","https://en.wikipedia.org/wiki/Blepharophimosis,_ptosis,_epicanthus_inversus",Yes,https://en.wikipedia.org/wiki/Blepharophimosis,Yes
Blepharophimosis,https://en.wikipedia.org/wiki/Blepharophimosis,No,https://en.wikipedia.org/wiki/Blepharophimosis,Yes
Blepharospasm,https://en.wikipedia.org/wiki/Blepharospasm,No,https://en.wikipedia.org/wiki/Blepharospasm,Yes
Blood coagulation disorders,https://en.wikipedia.org/wiki/Blood_coagulation_disorders,Yes,https://en.wikipedia.org/wiki/Coagulopathy,Yes
Blood platelet disorders,https://en.wikipedia.org/wiki/Blood_platelet_disorders,Yes,https://en.wikipedia.org/wiki/Platelet
Blood vessel disorder,https://en.wikipedia.org/wiki/Blood_vessel_disorder,No,https://en.wikipedia.org/wiki/Blood_vessel_disorder
Bloom syndrome,https://en.wikipedia.org/wiki/Bloom_syndrome,No,https://en.wikipedia.org/wiki/Bloom_syndrome,Yes
Blount's disease,https://en.wikipedia.org/wiki/Blount%27s_disease,No,https://en.wikipedia.org/wiki/Blount%27s_disease,Yes
Blue cone monochromatism,https://en.wikipedia.org/wiki/Blue_cone_monochromatism,Yes,https://en.wikipedia.org/wiki/Monochromacy,Yes
Blue diaper syndrome,https://en.wikipedia.org/wiki/Blue_diaper_syndrome,No,https://en.wikipedia.org/wiki/Blue_diaper_syndrome
Blue rubber bleb nevus,https://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus,Yes,https://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome,Yes
Body dysmorphic disorder,https://en.wikipedia.org/wiki/Body_dysmorphic_disorder,No,https://en.wikipedia.org/wiki/Body_dysmorphic_disorder,Yes
Boil,https://en.wikipedia.org/wiki/Boil,No,https://en.wikipedia.org/wiki/Boil,Yes
Bolivian hemorrhagic fever,https://en.wikipedia.org/wiki/Bolivian_hemorrhagic_fever,No,https://en.wikipedia.org/wiki/Bolivian_hemorrhagic_fever,Yes
Bone fragility craniosynostosis proptosis hydrocephalus,https://en.wikipedia.org/wiki/Bone_fragility_craniosynostosis_proptosis_hydrocephalus,Yes,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta,Yes
Bone marrow failure,https://en.wikipedia.org/wiki/Bone_marrow_failure,No,https://en.wikipedia.org/wiki/Bone_marrow_failure
Bone neoplasms,https://en.wikipedia.org/wiki/Bone_neoplasms,Yes,https://en.wikipedia.org/wiki/Bone_tumor,Yes
Bone tumor (generic term),https://en.wikipedia.org/wiki/Bone_tumor_(generic_term),Yes,https://en.wikipedia.org/wiki/Bone_tumor,Yes
Bonnevie–Ullrich–Turner syndrome,https://en.wikipedia.org/wiki/Bonnevie%E2%80%93Ullrich%E2%80%93Turner_syndrome,Yes,https://en.wikipedia.org/wiki/Turner_syndrome,Yes
Boomerang dysplasia,https://en.wikipedia.org/wiki/Boomerang_dysplasia,No,https://en.wikipedia.org/wiki/Boomerang_dysplasia,Yes
Borderline personality disorder,https://en.wikipedia.org/wiki/Borderline_personality_disorder,No,https://en.wikipedia.org/wiki/Borderline_personality_disorder,Yes
Borreliosis,https://en.wikipedia.org/wiki/Borreliosis,Yes,https://en.wikipedia.org/wiki/Lyme_disease,Yes
Bothriocephalosis,https://en.wikipedia.org/wiki/Bothriocephalosis,Yes,https://en.wikipedia.org/wiki/Diphyllobothrium,Yes
Botulism,https://en.wikipedia.org/wiki/Botulism,No,https://en.wikipedia.org/wiki/Botulism,Yes
Bourneville's disease,https://en.wikipedia.org/wiki/Bourneville%27s_disease,Yes,https://en.wikipedia.org/wiki/Tuberous_sclerosis,Yes
Bowen–Conradi syndrome,https://en.wikipedia.org/wiki/Bowen%E2%80%93Conradi_syndrome,No,https://en.wikipedia.org/wiki/Bowen%E2%80%93Conradi_syndrome,Yes
Bowenoid papulosis,https://en.wikipedia.org/wiki/Bowenoid_papulosis,No,https://en.wikipedia.org/wiki/Bowenoid_papulosis,Yes
Bowen's disease,https://en.wikipedia.org/wiki/Bowen%27s_disease,Yes,https://en.wikipedia.org/wiki/Squamous_cell_skin_cancer,Yes
Brachman-de Lange syndrome,https://en.wikipedia.org/wiki/Brachman-de_Lange_syndrome,Yes,https://en.wikipedia.org/wiki/Cornelia_de_Lange_syndrome,Yes
Brachydactyly,https://en.wikipedia.org/wiki/Brachydactyly,No,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly clinodactyly,https://en.wikipedia.org/wiki/Brachydactyly_clinodactyly,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly Smorgasbord type,https://en.wikipedia.org/wiki/Brachydactyly_Smorgasbord_type,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type A1,https://en.wikipedia.org/wiki/Brachydactyly_type_A1,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type A2,https://en.wikipedia.org/wiki/Brachydactyly_type_A2,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type A3,https://en.wikipedia.org/wiki/Brachydactyly_type_A3,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type A5 nail dysplasia,https://en.wikipedia.org/wiki/Brachydactyly_type_A5_nail_dysplasia,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type A6,https://en.wikipedia.org/wiki/Brachydactyly_type_A6,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type A7,https://en.wikipedia.org/wiki/Brachydactyly_type_A7,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type B,https://en.wikipedia.org/wiki/Brachydactyly_type_B,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type C,https://en.wikipedia.org/wiki/Brachydactyly_type_C,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly type D,https://en.wikipedia.org/wiki/Brachydactyly_type_D,No,https://en.wikipedia.org/wiki/Brachydactyly_type_D,Yes
Brachydactyly type E,https://en.wikipedia.org/wiki/Brachydactyly_type_E,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachydactyly types B and E combined,https://en.wikipedia.org/wiki/Brachydactyly_types_B_and_E_combined,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Brachymesophalangy 2 and 5,https://en.wikipedia.org/wiki/Brachymesophalangy_2_and_5,Yes,https://en.wikipedia.org/wiki/Brachydactyly,Yes
Bradykinesia,https://en.wikipedia.org/wiki/Bradykinesia,Yes,https://en.wikipedia.org/wiki/Hypokinesia#Bradykinesia
Brain cavernous angioma,https://en.wikipedia.org/wiki/Cavernous_angioma,Yes,https://en.wikipedia.org/wiki/Cavernous_hemangioma,Yes
Brain neoplasms,https://en.wikipedia.org/wiki/Brain_neoplasms,Yes,https://en.wikipedia.org/wiki/Brain_tumor,Yes
Branchio-oculo-facial syndrome,https://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome,No,https://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome,Yes
Branchio-oto-renal syndrome,https://en.wikipedia.org/wiki/Branchio-oto-renal_syndrome,No,https://en.wikipedia.org/wiki/Branchio-oto-renal_syndrome,Yes
Brazilian hemorrhagic fever,https://en.wikipedia.org/wiki/Brazilian_hemorrhagic_fever,No,https://en.wikipedia.org/wiki/Brazilian_hemorrhagic_fever,Yes
Breast cancer,https://en.wikipedia.org/wiki/Breast_cancer,No,https://en.wikipedia.org/wiki/Breast_cancer,Yes
"Breast cancer, familial",https://en.wikipedia.org/wiki/Hereditary_breast%E2%80%94ovarian_cancer_syndrome,Yes,https://en.wikipedia.org/wiki/Hereditary_breast%E2%80%93ovarian_cancer_syndrome,Yes
Brief psychotic disorder,https://en.wikipedia.org/wiki/Brief_psychotic_disorder,No,https://en.wikipedia.org/wiki/Brief_psychotic_disorder
Bright's disease,https://en.wikipedia.org/wiki/Bright%27s_disease,No,https://en.wikipedia.org/wiki/Bright%27s_disease
Brittle bone disease,https://en.wikipedia.org/wiki/Brittle_bone_disease,Yes,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta,Yes
Brittle cornea syndrome,https://en.wikipedia.org/wiki/Brittle_cornea_syndrome,Yes,https://en.wikipedia.org/wiki/Ehlers%E2%80%93Danlos_syndromes,Yes
Broad beta disease,https://en.wikipedia.org/wiki/Broad_beta_disease,Yes,https://en.wikipedia.org/wiki/Familial_dysbetalipoproteinemia,Yes
Bromidrosiphobia,https://en.wikipedia.org/wiki/Bromidrosiphobia,Yes,https://en.wikipedia.org/wiki/Olfactory_reference_syndrome
Bronchiectasis,https://en.wikipedia.org/wiki/Bronchiectasis,No,https://en.wikipedia.org/wiki/Bronchiectasis,Yes
Bronchiolotis obliterans organizing pneumonia (BOOP),https://en.wikipedia.org/wiki/Bronchiolotis_obliterans_organizing_pneumonia_(BOOP),Yes,https://en.wikipedia.org/wiki/Cryptogenic_organizing_pneumonia,Yes
"Bronchitis, Chronic","https://en.wikipedia.org/wiki/Bronchitis,_Chronic",Yes,https://en.wikipedia.org/wiki/Bronchitis,Yes
Bronchogenic cyst,https://en.wikipedia.org/wiki/Bronchogenic_cyst,No,https://en.wikipedia.org/wiki/Bronchogenic_cyst,Yes
Bronchopulmonary dysplasia,https://en.wikipedia.org/wiki/Bronchopulmonary_dysplasia,No,https://en.wikipedia.org/wiki/Bronchopulmonary_dysplasia,Yes
Brown syndrome,https://en.wikipedia.org/wiki/Brown_syndrome,Yes,https://en.wikipedia.org/wiki/Brown%27s_syndrome,Yes
Brown-Séquard syndrome,https://en.wikipedia.org/wiki/Brown-S%C3%A9quard_syndrome,No,https://en.wikipedia.org/wiki/Brown-S%C3%A9quard_syndrome
Brucellosis,https://en.wikipedia.org/wiki/Brucellosis,No,https://en.wikipedia.org/wiki/Brucellosis
Bruck syndrome,https://en.wikipedia.org/wiki/Bruck_syndrome,No,https://en.wikipedia.org/wiki/Bruck_syndrome,Yes
Brugada syndrome,https://en.wikipedia.org/wiki/Brugada_syndrome,No,https://en.wikipedia.org/wiki/Brugada_syndrome,Yes
Bruton type agammaglobulinemia,https://en.wikipedia.org/wiki/Bruton_type_agammaglobulinemia,Yes,https://en.wikipedia.org/wiki/X-linked_agammaglobulinemia,Yes
Bubonic plague,https://en.wikipedia.org/wiki/Bubonic_plague,No,https://en.wikipedia.org/wiki/Bubonic_plague,Yes
Budd–Chiari syndrome,https://en.wikipedia.org/wiki/Budd%E2%80%93Chiari_syndrome,No,https://en.wikipedia.org/wiki/Budd%E2%80%93Chiari_syndrome,Yes
Buerger's disease,https://en.wikipedia.org/wiki/Buerger%27s_disease,Yes,https://en.wikipedia.org/wiki/Thromboangiitis_obliterans,Yes
Bulimia nervosa,https://en.wikipedia.org/wiki/Bulimia_nervosa,No,https://en.wikipedia.org/wiki/Bulimia_nervosa,Yes
Bullous pemphigoid,https://en.wikipedia.org/wiki/Bullous_pemphigoid,No,https://en.wikipedia.org/wiki/Bullous_pemphigoid,Yes
Burkitt's lymphoma,https://en.wikipedia.org/wiki/Burkitt%27s_lymphoma,Yes,https://en.wikipedia.org/wiki/Burkitt_lymphoma,Yes
Burning mouth syndrome,https://en.wikipedia.org/wiki/Burning_mouth_syndrome,No,https://en.wikipedia.org/wiki/Burning_mouth_syndrome,Yes
Buruli ulcer,https://en.wikipedia.org/wiki/Buruli_ulcer,No,https://en.wikipedia.org/wiki/Buruli_ulcer,Yes
Buschke–Ollendorff syndrome,https://en.wikipedia.org/wiki/Buschke%E2%80%93Ollendorff_syndrome,No,https://en.wikipedia.org/wiki/Buschke%E2%80%93Ollendorff_syndrome,Yes
Byssinosis,https://en.wikipedia.org/wiki/Byssinosis,No,https://en.wikipedia.org/wiki/Byssinosis,Yes
C syndrome,https://en.wikipedia.org/wiki/C_syndrome,Yes,https://en.wikipedia.org/wiki/Trigonocephaly,Yes
angioedema,https://en.wikipedia.org/wiki/Angioedema,No,https://en.wikipedia.org/wiki/Angioedema,Yes
Cacchi–Ricci disease,https://en.wikipedia.org/wiki/Cacchi%E2%80%93Ricci_disease,Yes,https://en.wikipedia.org/wiki/Medullary_sponge_kidney,Yes
Café au lait spots syndrome,https://en.wikipedia.org/wiki/Caf%C3%A9_au_lait_spot,No,https://en.wikipedia.org/wiki/Caf%C3%A9_au_lait_spot
Caffeine-induced sleep disorder,https://en.wikipedia.org/wiki/Caffeine-induced_sleep_disorder,No,https://en.wikipedia.org/wiki/Caffeine-induced_sleep_disorder
Caffey disease,https://en.wikipedia.org/wiki/Caffey_disease,Yes,https://en.wikipedia.org/wiki/Infantile_cortical_hyperostosis,Yes
Calcinosis cutis,https://en.wikipedia.org/wiki/Calcinosis_cutis,No,https://en.wikipedia.org/wiki/Calcinosis_cutis
Calciphylaxis,https://en.wikipedia.org/wiki/Calciphylaxis,No,https://en.wikipedia.org/wiki/Calciphylaxis,Yes
Calculi,https://en.wikipedia.org/wiki/Calculus_(medicine),No,https://en.wikipedia.org/wiki/Calculus_(medicine),Yes
Calpainopathy,https://en.wikipedia.org/wiki/Calpainopathy,No,https://en.wikipedia.org/wiki/Calpainopathy,Yes
Coronavirus,https://en.wikipedia.org/wiki/Coronavirus,No,https://en.wikipedia.org/wiki/Coronavirus
Camfak syndrome,https://en.wikipedia.org/wiki/Camfak_syndrome,Yes,https://en.wikipedia.org/wiki/CAMFAK_syndrome,Yes
Campylobacteriosis,https://en.wikipedia.org/wiki/Campylobacteriosis,No,https://en.wikipedia.org/wiki/Campylobacteriosis,Yes
Camurati–Engelmann disease,https://en.wikipedia.org/wiki/Camurati%E2%80%93Engelmann_disease,No,https://en.wikipedia.org/wiki/Camurati%E2%80%93Engelmann_disease,Yes
Canavan leukodystrophy,https://en.wikipedia.org/wiki/Canavan_leukodystrophy,Yes,https://en.wikipedia.org/wiki/Canavan_disease,Yes
