diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
serpiginous choroiditis,Q7455142, , , , , , , , , , , , ,363.8,H30.8,C0729842, , ,https://en.wikipedia.org/wiki/Serpiginous_choroiditis,medical condition,"Geographic choroiditis,Geographic helicoid peripapillary choroidopathy,Geographic helicoid peripapillary choroidopathy (GHPC),Geographic serpiginous choroiditis,Peripapillary choriopathy,Serpiginous choroidopathy"
trisomy,Q844903, , , , , , , , , , , , , , ,C0041107,D014314, ,https://en.wikipedia.org/wiki/Trisomy,Abnormal condition of three copies of a particular chromosome,chromosomal triplication
cinchonism,Q936656, , , , , , , , ,quinine,Q189522, , , , ,C0151555, , ,https://en.wikipedia.org/wiki/Cinchonism,pathological condition caused by an overdose of quinine or quinidine,quinism
Clonal hypereosinophilia,Q30314608, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Clonal_hypereosinophilia, ,"clonal eosinophilia,primary hypereosinophilia"
cocaine intoxication,Q5139133, , , , , , , , , , , , ,292.89,T40.5, , , ,https://en.wikipedia.org/wiki/Cocaine_intoxication,effects of cocaine on the body, 
Cold abscess,Q21503318, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Cold_abscess, , 
Cold agglutinin disease,Q3961632, , , , , , , , , , , , , ,D59.1,C0175816, , ,https://en.wikipedia.org/wiki/Cold_agglutinin_disease,Cold agglutinin disease is a type of autoimmune hemolytic anemia (see this term) defined by the presence of cold autoantibodies (autoantibodies which are active at temperatures below 30B0C),"CAD,CAS,Chronic cold agglutinin disease,Cold agglutinin syndrome,cold agglutinin disease"
Cold antibody hemolytic anemia,Q5142432, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Cold_antibody_hemolytic_anemia,Wikimedia disambiguation page, 
cold urticaria,Q3552503, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Cold_urticaria,allergic reaction to low temperatures,"Cold contact urticaria,Primary cold contact urticaria,Primary idiopathic cold urticaria,Urticaria idiopathic cold"
congenital afibrinogenemia,Q5160407, , , , , , , , , , , , , , ,C0001733,D000347,C98130,https://en.wikipedia.org/wiki/Congenital_afibrinogenemia,Human disease,"CLONE OF congenital afibrinogenemia,Factor I deficiency,Fibrinogen deficiency"
congenital amputation,Q5160408, , , , , , , , , , , , , , ,C1857583, , ,https://en.wikipedia.org/wiki/Congenital_amputation,human disease, 
antithrombin III deficiency,Q3704732, , , , , , , , , , , , ,286.9,"D68.5,D68.59",C0272375,D020152,C98815,https://en.wikipedia.org/wiki/Antithrombin_III_deficiency,inherited blood coagulation disease characterized by the tendency to form clots in the veins,"ANTITHROMBIN III DEFICIENCY,ANTITHROMBIN III DEFICIENCY, AT3D,AT III deficiency,AT3D,Hereditary thrombophilia due to congenital antithrombin 3 deficiency,Thrombophilia Due to Antithrombin 3 Deficiency,hereditary thrombophilia due to congenital antithrombin deficiency"
Use of cross-finger flap for treatment of congenital broad constricting bands of the fingers,Q57930638, , , , , , , , , , , , , , , , , , , , 
Congenital hepatic fibrosis,Q1395683, , , , , , , , , , , , ,777.8, ,C0009714,C562378,C97071,https://en.wikipedia.org/wiki/Congenital_hepatic_fibrosis,"A congenital disorder usually inherited in an autosomal recessive pattern. It affects the hepatobiliary system and the kidneys. It is characterized by liver fibrosis, portal hypertension, and renal cysts.","Congenital Fibrose Liver,Congenital Hepatic Fibrosis"
Cortes Lacassie syndrome,Q30314657, , , , , , , , , , , , , , ,CL495035, , ,https://en.wikipedia.org/wiki/Cortes_Lacassie_syndrome,human disease,cortes lacassie syndrome
William Cramp & Sons,Q846694, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/William_Cramp_%26_Sons,American shipbuilding company,"Cramp & Sons,Cramp & Sons Ship and Engine Building Co.,William Cramp & Sons Ship and Engine Building Co.,William Cramp & Sons Ship and Engine Building Company,William Cramp and Sons,William Cramp and Sons Ship and Engine Building Co."
Crandall syndrome,Q5181978, , , , , , , , , , , , ,704.8, ,C0432348, , ,https://en.wikipedia.org/wiki/Crandall_syndrome,medical condition,"Alopecia deafness hypogonadism,Alopecia-deafness-hypogonadism syndrome,Alopecia-sensorineural deafness-hypogonadism syndrome"
creatine transporter deficiency,Q17084842, , , , , , , , , , , , ,758.81,E72.8,C1845862,C535598,C125665,https://en.wikipedia.org/wiki/Creatine_transporter_defect,Human disease,"CCDS1,CEREBRAL CREATINE DEFICIENCY SYNDROME 1, CCDS1,Cerebral Creatine Deficiency Syndrome type 1,Creatine Deficiency Syndrome, X-Linked,Creatine Transporter Defect,Creatine transporter deficiency,Mental Retardation, X-Linked, With Creatine Transport Deficiency,Mental Retardation, X-Linked, With Seizures, Short Stature, and Midface Hypoplasia,SLC6A8 deficiency,X-linked creatine deficiency,X-linked creatine deficiency syndrome,X-linked creatine transporter deficiency,cerebral creatine deficiency syndrome 1"
nematode infection,Q2072680, , , , , , , , ,Nematoda,Q5185, , , , , ,D009349, ,https://en.wikipedia.org/wiki/Nematode_infection,human disease,"Nematoda infectious disease,Nematode infection,Roundworm,Roundworm infection,creeping eruption,larva migrans,nematode infections"
cyanide poisoning,Q883082,convulsion,Q852376, , , , , , ,cyanide,Q55076544, , ,989.0,T65.0, ,D003486, ,https://en.wikipedia.org/wiki/Cyanide_poisoning,broad-spectrum poisoning by inhibition of the aerobic respiration metabolism at the cellular level in mitochondria, 
Cytomegalovirus,Q6946, , , , ,human betaherpesvirus 5,Q6929, , , , , , , , , ,D003587, ,https://en.wikipedia.org/wiki/Cytomegalovirus,genus of viruses,"Cytomegalovirus group,cytomegalovirus"
Daentl Towsend Siegel syndrome,Q5208264, , , , , , , , , , , , , ,Q87.8,C2931014,C535768, ,https://en.wikipedia.org/wiki/Daentl_Townsend_Siegel_syndrome,human disease,"Daentl-Townsend-Siegel syndrome,Familial nephrosis, hydrocephalus, thin skin, blue sclerae syndrome,Hydrocephalus blue sclera nephropathy"
delayed ejaculation,Q1142563, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Delayed_ejaculation,"man's inability for or persistent difficulty in achieving orgasm, despite typical sexual desire and sexual stimulation", 
Alcohol dementia,Q4713264, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Alcohol-related_dementia,medical condition, 
depressive personality disorder,Q5260921, , , , ,schizoid personality disorder,Q498237, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Depressive_personality_disorder,Personality disorder,melancholic personality disorder
T Cell Assays and MIATA: The Essential Minimum for Maximum Impact,Q58025436, , , , , , , , , , , , , , , , , , , , 
Dermatophytid,Q5262708, , , , , , , , ,dermatophytosis,Q1909343, , , , ,C0343041, , ,https://en.wikipedia.org/wiki/Dermatophytid,medical condition, 
Diencephalic syndrome,Q9390543,"Cachexia,failure to thrive","Q1497481,Q6003455", , , , , , ,diencephalic neoplasm,Q18556087, , ,253.8,C72.8,"C0271889,C0342436", ,C116955,https://en.wikipedia.org/wiki/Diencephalic_syndrome,"Diencephalic syndrome (DS) is a rare condition characterized by profound emaciation and failure to thrive (with normal caloric intake and normal linear growth), hyperalertness, hyperkinesias and euphoria, in the presence of hypothalamic tumors","Diencephalic Syndrome of Infancy,Diencephalic cachexia,Diencephalic syndrome of childhood,Diencephalic syndrome of emaciation,Russell diencephalic cachexia,Russell syndrome"
Dieterich disease,Q55790152, , , , , , , , , , , , , , ,C2931124,C536172, ,https://en.wikipedia.org/wiki/Dieterich%27s_disease,human disease,"Avascular necrosis of the metacarpal head,Dieterich's disease"
Diffuse neonatal hemangiomatosis,Q5275418, , , , , , , , , , , , , ,Q82.8,C0474965, , ,https://en.wikipedia.org/wiki/Diffuse_neonatal_hemangiomatosis,medical condition, 
diffuse panbronchiolitis,Q3085380, , , , , , , , , , , , ,491.8,J44.8,C0878555,C536174, ,https://en.wikipedia.org/wiki/Diffuse_panbronchiolitis,inflammatory lung disease,"Diffusive panbronchiolitis,Dpb,PANBRONCHIOLITIS, DIFFUSE,Pblt"
Digoxin toxicity,Q151350, , , , , , , , , , , , , ,T46.0, , , ,https://en.wikipedia.org/wiki/Digoxin_toxicity,medical condition,digitalis poisoning
diplopia,Q775940, , , , , , , , , , , , , , ,C0012569,D004172,C37941,https://en.wikipedia.org/wiki/Diplopia,human disease,"diplopia (disorder),double vision"
polyopia,Q11699966, , , , , , , , , , , , , , ,C0271190, ,C118719,https://en.wikipedia.org/wiki/Cerebral_polyopia, ,"Cerebral polyopia,Monocular Diplopia"
discoid lupus erythematosus,Q1228801, , , , , , , , , , , , , ,L93.0,C0024138,D008179,C26820,https://en.wikipedia.org/wiki/Discoid_lupus_erythematosus,autoimmune skin condition,DLE
disinhibited attachment disorder,Q3700220, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Disinhibited_attachment_disorder,medical condition, 
Perifolliculitis capitis abscedens et suffodiens,Q7168463, , , , , , , , , , , , ,704.8,L08.8,C0263506,C562486, ,https://en.wikipedia.org/wiki/Dissecting_cellulitis_of_the_scalp,medical condition,"Dissecting Cellulitis of the Scalp,PERIFOLLICULITIS CAPITIS ABSCEDENS ET SUFFODIENS, FAMILIAL,dissecting cellulitis of the scalp"
colonic diverticulosis,Q10267824, , , , , , , , , , , , , , ,C0012819, , , , , 
Doxorubicin-induced cardiomyopathy,Q61624988, , , , , , , , , , , , , , , , , , , , 
Agricultural dust-induced lung disease,Q24704007, , , , , , , , , , , , , , , , , , ,"Environmental and occupational medicine, 4th edition. Rom WN, Markowitz SB, eds. Philadelphia, PA: Lippincott Williams & Wilkins, 2006 Dec, :570-581", 
dysbarism,Q3709266, , , , , , , , , , , , , , ,C0004760, , ,https://en.wikipedia.org/wiki/Dysbarism,disorder caused by pressure change, 
Dysexecutive syndrome,Q5319401, , , , , , , , , , , , , , ,C3840049, , ,https://en.wikipedia.org/wiki/Dysexecutive_syndrome,condition usually resulting from brain damage, 
Dysfibrinogenemia,Q5319404, , , , , , , , , , , , ,286.3,D68.2,"C0272350,C1260903", ,C131659,https://en.wikipedia.org/wiki/Dysfibrinogenemia,Familial dysfibrinogenemia is a coagulation disorder characterized by a bleeding tendency due to a functional anomaly of circulating fibrinogen,"Congenital dysfibrinogenemia,DYSFIBRINOGENEMIA, CONGENITAL,Dysfibrinogenemia,Dysfibrinogenemia, familial,Familial dysfibrinogenemia,Hypodysfibrinogenemia, Congenital"
dysmyelination with jaundice,Q55781839, , , , , , , , , , , , , , ,C1857143,C565610, , ,human disease,DYSMYELINATION WITH JAUNDICE
qualitative or quantitative defects of dystrophin,Q55785972, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Dystrophinopathy,human disease,Dystrophinopathy
echovirus infectious disease,Q18966558, , , , , , , , ,infection,Q166231, , , , , ,D004457, , ,Human disease,"Echo Virus Infection,Echo Virus Infections,Echovirus Infection,Enteric cytopathic human orphan virus infection,Infection, Echo Virus,Infection, Echovirus,Infections, Echo Virus,Infections, Echovirus,obsolete echovirus infectious disease"
restless legs syndrome,Q916280, , ,"(6S)-rotigotine,Horizant,carbamazepin,clonazepam,gabapentin,gabapentin enacarbil,pramipexole,pregabalin,ropinirol","Q407988,Q410352,Q410412,Q411985,Q412174,Q420590,Q421304,Q47521685,Q5515257",hypokinesia,Q1036662, , , , , , ,"333.94,333.99",G25.81,C0035258,D012148,C84501,https://en.wikipedia.org/wiki/Restless_legs_syndrome,"central nervous system disease characterized by throbbing, pulling creeping or other unpleasant sensations in the legs and the irresistible urge to move them","RLS,Restless Leg Syndrome,WED,Willis-Ekbom disease,Wittmaack-Ekbom syndrome"
Encopresis,Q653027, , , , , , , , , , , , , , , ,D004688,C92568,https://en.wikipedia.org/wiki/Encopresis,voluntary or involuntary fecal soiling in toilet trained children,paradoxical diarrhea
ANE syndrome,Q55783858, , , , , , , , , , , , , , ,C2677535,C567425, , ,human disease,"ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME,ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME, ANES,ANES,Alopecia-progressive neurological defect-endocrinopathy syndrome,Ane Syndrome"
glycogen storage disease due to muscle beta-enolase deficiency,Q55783945, , , , , , , , , , , , , ,E74.0,C2752027,C567861, , ,Muscle beta-enolase deficiency is a glycolysis disorder reported in one patient to date and characterized clinically by exercise intolerance and myalgia due to severe enolase deficiency in muscle,"Enolase 3 Deficiency,Enolase-Beta Deficiency,GLYCOGEN STORAGE DISEASE XIII,GLYCOGEN STORAGE DISEASE XIII, GSD13,GSD due to muscle beta-enolase deficiency,GSD13,GSDXIII,Glycogen Storage Disease type 13,Glycogenosis due to muscle beta-enolase deficiency,Glycogenosis type 13,Gsd 13,Muscle enolase deficiency,Muscular enolase deficiency"
entomophthoramycosis,Q5380626, , ,"amphotericin B,itraconazole","Q411229,Q412223", , , , ,infection,Q166231, , , , ,C1396717,C000656785,C77212,https://en.wikipedia.org/wiki/Entomophthoramycosis,Human disease,"entomophthorales infection,entomophthoromycosis"
envenomization by  Bothrops lanceolatus,Q55790206, , , , , , , , ,snakebite,Q68854, , , , , , , , ,human disease,Envenomization by the Martinique lancehead viper
Eosinophilic cystitis,Q16969155, , , , , , , , , , , , ,595.89, ,C0742965, , ,https://en.wikipedia.org/wiki/Eosinophilic_cystitis,medical condition,Eosinophilic cystitis
Eosinophilic myocarditis,Q48770946, , , , , , , , , , , , , , ,C0151788, , ,https://en.wikipedia.org/wiki/Eosinophilic_myocarditis,medical condition, 
epilepsia partialis continua,Q4898733, , , , , , , , , , , , ,"345.7,345.70", ,C0085543,D017036, ,https://en.wikipedia.org/wiki/Epilepsia_partialis_continua,Human disease,"Epilepsia partialis continua,Kozhevnikov's epilepsia,Kozhevnikov's epilepsy,epilepsia partialis continua with intractable epilepsy,obsolete epilepsia partialis continua"
Erythroplakia,Q897843, , , , , , , , , , , , , , ,C0014818,D004919,C3025,https://en.wikipedia.org/wiki/Erythroplakia,medical condition,"Erythroplasia,erythroplakia"
Enteropathogenic Escherichia coli,Q13419512, , , , , , , , , , , , , , , ,D054308, , ,Strains of ESCHERICHIA COLI characterized by attaching-and-effacing histopathology. These strains of bacteria intimately adhere to the epithelial cell membrane and show effacement of microvilli. In developed countries they are associated with INFANTI,"Enteropathogenic Escherichia coli gastrointestinal tract infection,Enteropathogenic Escherichia coli gastrointestinal tract infection (disorder),Enteropathogenic Escherichia coli infection,enteropathogenic Escherichia coli infectious disease,intestinal infection due to enteropathogenic E. coli,obsolete enteropathogenic Escherichia coli infectious disease"
Esophoria,Q5398647, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Esophoria,medical condition, 
essential fatty acid deficiency,Q3961670, , , , ,Fads,Q16782245, , , , , , , , ,C0342919, , , , ,"Burr syndrome,EFAD"
Exencephaly,Q1774245, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Exencephaly, , 
exercise-induced anaphylaxis,Q25399683, , , , , , , , , , , , , , ,C0344183, , ,https://en.wikipedia.org/wiki/Exercise-induced_anaphylaxis, ,"Exercise anaphylaxis,Exercise induced anaphylaxis,exercise induced anaphylaxis"
serpentine fibula-polycystic kidney syndrome,Q7455128, , , , , , , , , , , , , , , ,C537586, ,https://en.wikipedia.org/wiki/Serpentine_fibula-polycystic_kidney_syndrome,medical condition,Exner syndrome
Exophoria,Q3062042, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Exophoria,visual impairment, 
Experimental allergic encephalomyelitis provoked in rats after developmental lack of polyunsaturated tally acids,Q95784780, , , , , , , , , , , , , , , , , , , , 
exploding head syndrome,Q3106901, , , , , , , , , , , , , , ,C3163857, , ,https://en.wikipedia.org/wiki/Exploding_head_syndrome,Syndrome where people perceive loud imagined noises when falling asleep or waking up,EHS
Factor V Leiden,Q185986,"pain,swelling","Q109186,Q81938", , , , ,"estrogen,family history","Q277954,Q2857712",genetic disease,Q200779,genetic testing,Q285223, , , ,C095381,C98573,https://en.wikipedia.org/wiki/Factor_V_Leiden,variant causing increased blood clotting, 
hemophilia C,Q1393718,bleeding,Q166019, , , , , , , , , , ,286.2,D68.1,C0015523,D005173,C84705,https://en.wikipedia.org/wiki/Haemophilia_C,human disease,"Congenital factor XI deficiency,F11 Deficiency,FACTOR XI DEFICIENCY,Hereditary Factor XI Deficiency,Hereditary factor XI deficiency disease,Hereditary factor XI deficiency disease (disorder),Pta Deficiency,Rosenthal Syndrome,Rosenthal factor deficiency,Rosenthal's disease,factor XI deficiency,haemophilia C,plasma thromboplastin antecedent deficiency"
A new era of therapy for congenital factor XIII deficiency,Q95426191, , , , , , , , , , , , , , , , , , , , 
Familial Reticuloendotheliosis with Eosinophilia,Q57268307, , , , , , , , , , , , , , , , , , , , 
familial hypertriglyceridemia,Q5432941,hypertriglyceridemia,Q1467339, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Familial_hypertriglyceridemia,human disease,"Endogenous hyperlipidaemia,Fredrickson type IV Lipidemia,Fredrickson type IV hyperlipoproteinemia (disorder),Fredrickson type IV lipidaemia,Hyperlipoproteinemia type iv,Pure hyperglyceridemia,VLDL hyperlipoproteinemia,hyperlipoproteinemia type IV,obsolete familial hypertriglyceridemia"
multiple symmetric lipomatosis,Q4887975, , , , , , , , , , , , , , ,C0024445,D008069,C4392,https://en.wikipedia.org/wiki/Benign_symmetric_lipomatosis,"A skin condition characterized by extensive symmetric fat deposits in the head, neck, and shoulder girdle area.","Benign symmetric lipomatosis of Launois–Bensaude,Cephalothoracic lipodystrophy,Cervical Symmetrical Lipomatosis,LIPODYSTROPHY, CEPHALOTHORACIC,LIPOMATOSIS, FAMILIAL BENIGN CERVICAL,Launois-Bensaude's lipomatosis,Madelung's disease,Madelung's neck,Multiple symmetric lipomatosis,Multiple symmetrical lipomatosis (disorder),multiple symmetrical lipomatosis,obsolete multiple symmetrical lipomatosis"
Fan Death,Q4038625, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Fan_Death,American synthpop band, 
pulmonary fibrosis,Q32446, , , , , , , , , , , , , , ,C0034069,D011658,C26869,https://en.wikipedia.org/wiki/Pulmonary_fibrosis,human disease,"Fibrosis of lung,Fibrosis of lung (disorder),Fibrosis of the lung,interstitial fibrosis,lung fibrosis"
follicular lymphoma,Q123251, , , , , , , , , , , , , , ,C0024301,D008224,C3209,https://en.wikipedia.org/wiki/Follicular_lymphoma,non-Hodgkin lymphoma that is characterized as an indolent non-Hodgkin's lymphoma and has_material_basis_in follicle center B-cells (centrocytes and centroblasts).,"Follicle Center Lymphoma,Follicular low grade B-cell lymphoma (disorder),Follicular lymphoma, FL,Follicular non-Hodgkin's lymphoma (disorder),Giant follicular lymphosarcoma,Lymphoma, Follicular,malignant lymphoma, follicle centre,malignant lymphoma, nodular NOS (morphologic abnormality),nodular lymphoma,nodular lymphoma (Brill - Symmers disease),obsolete nodular lymphoma"
formaldehyde exposure,Q21174328,"cough,eye irritation,nasal irritation,respiratory irritation,tear secretion,throat irritation,wheeze","Q11820606,Q12153824,Q21112283,Q21118859,Q35805,Q517104,Q7798315", , , , , , ,formaldehyde,Q161210, , , , , ,C537268, , ,hazardous chemical exposure,"Formaldehyde Exposure,Formaldehyde toxicity,Formalin Intoxication,Formalin Toxicity,formaldehyde poisoning"
Fournier gangrene,Q616449, , , , , , , , , , , , , , , ,D018934, ,https://en.wikipedia.org/wiki/Fournier_gangrene,type of necrotizing fasciitis or gangrene affecting the external genitalia and/or perineum,Fournier's gangrene
fugue state,Q951639, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Fugue_state,dissociative disorder, 
galactorrhea,Q278515, , , , , , , , , , , , ,"611.6,676.6", ,"C0235660,C3665358",D005687,C113343,https://en.wikipedia.org/wiki/Galactorrhea,"spontaneous flow of milk from the breast, unassociated with childbirth or nursing","GALACTORRHEA,Galactorrhea due to non-obstetric cause (disorder),Galactorrhea not associated with childbirth (disorder),Galactorrhoea,Witch's milk,galactorrhea not associated with childbirth,obsolete galactorrhea not associated with childbirth"
Galactorrhea hyperprolactinemia,Q5517828, , , , , , , , , , , , , , , ,C535402, ,https://en.wikipedia.org/wiki/Galactorrhea_hyperprolactinemia,human disease,"Galactorrhea-Hyperprolactinemia,Galactorrhoea-Hyperprolactinaemia,Hyperprolactinaemia,galactorrhoea-hyperprolactinaemia"
gas bloat syndrome,Q55790276, , , , , , , , , , , , , , ,C2930966,C535647, , ,human disease,Post-fundoplication syndrome
Schinzel–Giedion syndrome,Q7431481, , , , , , , , , , , , ,759.89,Q87.0,"C0265227,C1849294",C536632,C129308,https://en.wikipedia.org/wiki/Schinzel%E2%80%93Giedion_syndrome,"Schinzel-Giedion syndrome (SGS) is an ectodermal dysplasia syndrome chiefly characterized by a distinctive facial dysmorphism, hydronephrosis, severe developmental delay, typical skeletal malformations, and genital and cardiac anomalies","SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME,SGS,Schinzel-Giedion midface-retraction syndrome"
Gianotti–Crosti syndrome,Q475972, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Gianotti%E2%80%93Crosti_syndrome,medical condition, 
Acrogeria,Q4675775, , , , , , , , , , , , , , , ,C538187, ,https://en.wikipedia.org/wiki/Acrogeria,Skin condition,Gottron's syndrome
Constitutional growth delay,Q5164324, , , , , , , , , , , , , , ,C0342538, , ,https://en.wikipedia.org/wiki/Constitutional_growth_delay, ,"CDGP,Constitutional delay of growth and puberty"
Hairy palms and soles,Q5639639, , , , , , , , , , , , , , ,C1841694,C535620, ,https://en.wikipedia.org/wiki/Hairy_palms_and_soles,human disease,"Circumscribed Hairy Dysembryoplasia of Palms,HAIRY PALMS AND SOLES,Hairy cutaneous malformations of palms and soles,Thickened hair-bearing skin on the palms of both hands"
hallux valgus,Q852574, , , , , , , , , , , , , , ,"C0006386,C0018536",D006215, ,https://en.wikipedia.org/wiki/Bunion,deformity characterized by lateral deviation of the big toe,bunion
Harding ataxia,Q5656137, , , , , , , , , , , , ,334.3,G11.1,C0393520,C535633, ,https://en.wikipedia.org/wiki/Harding_ataxia,medical condition,"CEREBELLAR ATAXIA, EARLY-ONSET, WITH RETAINED TENDON REFLEXES,CEREBELLAR ATAXIA, EARLY-ONSET, WITH RETAINED TENDON REFLEXES, EOCA,EOCA,EOCARR,Harding ataxia,early-onset cerebellar ataxia with retained tendon reflexes"
pediatric cardiac tumors,Q3542028, , , , , , , , , , , , , ,"C38.0,D15.1",C4274356, , , ,"Cardiac tumours are benign or malignant neoplasms arising primarily in the inner lining, muscle layer, or the surrounding pericardium of the heart. They can be primary or metastatic.","Cardiac tumor of child,Childhood neoplasm of heart,Heart tumor of child,pediatric heart neoplasm,primary pediatric heart tumor"
toxic heavy metal,Q19904193, , , , , , , , , , , , ,985.8, ,C0274869,C535854, ,https://en.wikipedia.org/wiki/Toxic_heavy_metal,category of substances,"Chronic heavy metal poisoning,Heavy Metal Toxicity,Heavy metal poisoning,heavy metal intoxication,heavy metal poisoning,heavy metal toxicosis,toxic effect of heavy metal"
Kasabach-Merritt syndrome,Q764185, , , , , , , , , , , , , , , ,D059885, ,https://en.wikipedia.org/wiki/Kasabach%E2%80%93Merritt_syndrome,A rare disease usually seen in infants,"Hemangioma thrombocytopenia syndrome,Hemangioma with thrombocytopenia"
infantile hemangioma,Q52771370, , , , , , , , , , , , , , ,C1865871,C535860, ,https://en.wikipedia.org/wiki/Infantile_hemangioma,human disease,"HCI,HEMANGIOMA, CAPILLARY INFANTILE,Hemangioma, Hereditary Capillary,capillary infantile hemangioma"
hematocolpos,Q5711155, , , , , , , , , , , , , , , ,D006399, ,https://en.wikipedia.org/wiki/Hematocolpos,medical condition in which the vagina fills with menstrual blood, 
hemothorax,Q369073, , , , , , , , , , , , , , ,C0019123,D006491,C50582,https://en.wikipedia.org/wiki/Hemothorax,type of pleural effusion in which blood accumulates in the pleural cavity,Haemothorax
congenital hereditary facial paralysis-variable hearing loss syndrome,Q56014010, , , , , , , , , , , , , ,Q87.0, , , , , ,"Congenital hereditary facial palsy with variable deafness,Congenital hereditary facial palsy with variable hearing loss,Congenital hereditary facial paralysis with variable deafness,Congenital hereditary facial paralysis-variable deafness syndrome"
Herpes B virus,Q1330599, , , , , , , , , , , , , , , ,D006568, ,https://en.wikipedia.org/wiki/B_virus,species of virus,"B virus,CHV-1,Cercopithecine herpesvirus 1,Herpesvirus 1, Cercopithecine,Herpesvirus simiae,Macacine herpesvirus 1"
heterophobia,Q849223, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Heterophobia_(term),feeling of fear and rejection against heterosexual people, 
Hiccups,Q5750929, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Hiccups_(TV_series),Canadian TV series, 
canine hip dysplasia,Q1434611, , , , , , , , , , , , , , , ,D006619, ,https://en.wikipedia.org/wiki/Hip_dysplasia_(canine),A hereditary disease of the hip joints in dogs. Signs of the disease may be evident any time after 4 weeks of age.,"Canine Hip Dysplasia,Dysplasia, Canine Hip"
hip dysplasia,Q625935, , , , , , , , , , ,X-ray of hip dysplasia,Q56275800, , ,"C0019555,C1306065",D006618,"C116769,C119752",https://en.wikipedia.org/wiki/Hip_dysplasia,human disease,"Acetabular Dysplasia,Congen. disloc. hip,Congenital dislocation of hip,Congenital dislocation of hip NOS,Congenital dislocation of hip NOS (disorder),Congenital dysplasia of the hip,DEVELOPMENTAL DYSPLASIA OF THE HIP 1,DEVELOPMENTAL DYSPLASIA OF THE HIP 1, DDH1,Developmental dislocation of hip,Developmental dysplasia of the hip,Hip Dislocation, Congenital,Hip Dysplasia, Congenital,Hip Dysplasia, Developmental,congenital hip dislocation,obsolete congenital hip dislocation"
non-Langerhans-cell histiocytosis,Q3136521, , , , , , , , , , , , , , ,C0019624,D015616, ,https://en.wikipedia.org/wiki/Non-X_histiocytosis,Human disease,"Non-Langerhans cell histiocytosis,non-langerhans-cell histiocytosis"
HIV,Q15787, , , , , , , , , , , , , , , ,D006678, ,https://en.wikipedia.org/wiki/HIV,"human retrovirus, cause of AIDS","Human Immunodeficiency Virus, HIV,aidsvirus,human immunodeficiency virus"
Horseshoe kidney,Q1634033, , , , , , , , , , , , , , , , ,C98947,https://en.wikipedia.org/wiki/Horseshoe_kidney,congenital disorder of urinary system, 
genital herpes,Q7476596, , ,"aciclovir,famciclovir,foscarnet,valacyclovir","Q147101,Q418594,Q420186,Q420387", , , , , , , , ,"054.1,054.10,054.19", ,C0019342,D006558,C14364,https://en.wikipedia.org/wiki/Genital_herpes,infection by herpes simplex virus (HSV) of the genitals,"Genital herpes simplex,Genital herpes simplex (disorder),HERPES GENITALIA,Herpes Genitalis,Virus-Genital Herpes,herpes,venereal herpes"
The pathogenesis of parvovirus B19 infection in the human fetus,Q59573021, , , , , , , , , , , , , , , , , , ,doctoral thesis by Adrienne Louise Morey, 
Hutchinson's teeth,Q1424702, , , , , , , , ,congenital syphilis,Q5160454, , , , ,C0020186, , ,https://en.wikipedia.org/wiki/Hutchinson%27s_teeth,clinical sign of congenital syphilis,"Hutchinson's incisor,Hutchinson's sign,Hutchinson-Boeck teeth"
hyperammonemia,Q1640868, , , , , , , , , , , , , , ,C0220994,D022124,C98950,https://en.wikipedia.org/wiki/Hyperammonemia,medical condition, 
Idiopathic hypercalcinuria,Q112610466, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Idiopathic_hypercalcinuria, , 
Idiopathic hypercalcinuria,Q112610466, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Idiopathic_hypercalcinuria, , 
