diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
fièvre fluviale du Japon,Q1194496,"Papule,adénopathie,arthralgie,bradycardie,conjonctivite,céphalée,exanthème,fièvre,foyer d'infection primaire,frissonnement,hypotension artérielle,insomnie,macule,mal de gorge,tachycardie,toux","Q1292082,Q1515219,Q167844,Q1869874,Q209583,Q217111,Q2260058,Q24084959,Q275419,Q35805,Q38933,Q653197,Q683498,Q847726,Q86,Q997862","chloramphénicol,doxycycline,rifampicine","Q274515,Q422442,Q422652", , , , ,Orientia tsutsugamushi,Q3018329,"examen clinique,immunofluorescence","Q592324,Q835153",081.2,A75.3,C0036472,D012612, ,https://fr.wikipedia.org/wiki/Typhus_des_broussailles,rickettsiose provoqué par la bactérie Orientia tsutsugamushi,"Fievre fluviale du Japon,Tsutsugamushi"
dicrocoeliose,Q1210303,"abcès,douleur abdominale,fièvre,hépatomégalie,ictère,nausée,pyrosis,splénomégalie,vertige,vomissement,xérostomie","Q10686316,Q1129121,Q1162276,Q127076,Q133244,Q1362864,Q164655,Q183425,Q186889,Q38933,Q537297","Triclabendazole,praziquantel","Q419739,Q424145", , , , ,"Dicrocoelium,Dicrocoelium dendriticum","Q21053,Q3026681","examen clinique,microscope optique","Q835153,Q912313",121.8,B66.2,C0012102,D004011, , ,maladie parasitaire,Distomatose à Dicrocoelium
Diphyllobothriose,Q1227160,"anémie,diarrhée,douleur abdominale,exanthème,nausée","Q183425,Q186889,Q40878,Q5445,Q653197","acide folique,cyanocobalamine,praziquantel","Q127060,Q252251,Q424145", , , , ,"Bothriocéphales,Dibothriocephalus latus,Diphyllobothrium cordatum,Diphyllobothrium dendriticum,Diphyllobothrium hians","Q1986135,Q2029153,Q2883490,Q600082,Q61571148","hémogramme,microscope optique","Q886518,Q912313",123.4,B70.0,"C0012561,C0277032",D004169,C128391,https://fr.wikipedia.org/wiki/Dibothrioc%C3%A9phalose, ,"Bothriocephalose,Bothriocéphalose,Botriocéphalose"
typhus exanthématique,Q1290616,"Q28540776,Q28966602,Q56027188,amimie,arthralgie,conjonctivite,céphalée,dysarthrie,dysphagie,délire,escarre,euphorie,examen des signes méningés,fièvre,frissonnement,hyperesthésie,insomnie,macule,manie,nystagmus,pétéchie,surdité,syndrome confusionnel,syndrome de Korsakoff,thrombose,tremblement,trouble du rythme cardiaque,étourdissement","Q10916362,Q12122651,Q12133,Q1412657,Q1515219,Q160796,Q1638131,Q167844,Q185935,Q1869874,Q189331,Q189643,Q203994,Q220989,Q223907,Q225957,Q2260058,Q261327,Q28540776,Q28966602,Q308978,Q38933,Q56027188,Q622901,Q623289,Q683498,Q86,Q9150037","chloramphénicol,doxycycline","Q274515,Q422442", , , , ,Rickettsia prowazeki,Q952862,"examen clinique,hémogramme,immunofluorescence,méthode immuno-enzymatique ELISA,ponction lombaire","Q332126,Q592324,Q719444,Q835153,Q886518", , , ,D014438, ,https://fr.wikipedia.org/wiki/Typhus_exanth%C3%A9matique, ,Thyphus épidémique
empyème,Q1339539, , , , , , , , , , , , ,510, ,C0014009,D004653,C34572,https://fr.wikipedia.org/wiki/Empy%C3%A8me,Accumulation de pus dans une cavité du corps préformée ou un organe creux,Empyeme
encéphalitozoonose,Q1339986, , , , , , , , ,infection,Q166231, , ,136.8, ,C0085412,D016890, ,https://fr.wikipedia.org/wiki/Enc%C3%A9phalitozoonose,maladie animale,encéphalitozoonose
pédiculose,Q1343674, , ,"Methoxychlor,Q22808948,Q2743167,butoxyde de pipéronyle,ivermectine,lindane,malathion,perméthrine,spinosad","Q22808948,Q2743167,Q282003,Q3493529,Q411635,Q411958,Q415178,Q420891,Q423005", , , , , , , , ,132.9,B85.2,C0030756,D010373,C128401,https://fr.wikipedia.org/wiki/P%C3%A9diculose,maladie de la peau due à un parasite,"Pediculose,Épouillage"
épididymite,Q1344812, , ,"DL-ofloxacine,ceftriaxone,ciprofloxacine,lévofloxacine hémihydratée","Q256602,Q411447,Q421713,Q47495791", , , , , , , , , ,N45.1,C0014534,D004823,C12328,https://fr.wikipedia.org/wiki/%C3%89pididymite,inflammation de l’épididyme,Epididymite
pneumonie enzootique du porc,Q1346131, , , , , , , , ,Mycoplasma hyopneumoniae,Q3869024, , , , , ,D045729, , , , 
épiglottite,Q1347065, , , , , , , , ,Haemophilus influenzae,Q1141979, , ,464.3,"J05.1,J05.10","C0014541,C0155814",D004826,C116007,https://fr.wikipedia.org/wiki/%C3%89piglottite,type de laryngite pouvant constituer une urgence vitale chez l'enfant et consistant en un œdème de l'épiglotte obstruant les voies aériennes supérieures, 
Favus,Q1348374, , , , , , , , , , , , , ,B35,C0040254, ,C35072,https://fr.wikipedia.org/wiki/Favus,type de teigne du cuir chevelu,"Favis,teigne favique"
cryptosporidiose,Q1359898,"ascite,diarrhée,déshydratation,fièvre,ictère,nausée,vomissement","Q127076,Q133244,Q186889,Q193889,Q194290,Q38933,Q40878","Q2943789,azithromycine,paromomycine","Q165399,Q2943789,Q415625", , , , ,"Cryptosporidium,Cryptosporidium fragile,Cryptosporidium hominis,Cryptosporidium muris,Cryptosporidium parvum","Q11916225,Q133078,Q134734,Q5191062,Q5191063","Q65788354,examen clinique,examen des selles,hémogramme,méthode immuno-enzymatique ELISA,réaction en chaîne par polymérase","Q176996,Q2563658,Q332126,Q65788354,Q835153,Q886518",007.4,A07.2,C0010418,D003457,C128408,https://fr.wikipedia.org/wiki/Cryptosporidiose,maladie infectieuse, 
encéphalite léthargique,Q1369020, , , , , , , , , , , , ,049.8,A85.8,C0014040, ,C26761,https://fr.wikipedia.org/wiki/Enc%C3%A9phalite_l%C3%A9thargique,variété rare d'encéphalite virale,maladie de von Economo
Panophtalmie,Q1378675, , , , , , , , , , , , ,360.02, ,C0030332,D010202, ,https://fr.wikipedia.org/wiki/Panophtalmie,Maladie humaine, 
donovanose,Q1416773, , ,"Co-trimoxazole,azithromycine,ciprofloxacine,doxycycline,gentamicine,érythromycine","Q165399,Q213511,Q256602,Q422442,Q422482,Q898623", , , , ,Klebsiella granulomatis,Q150946,microscope optique,Q912313,099.2,A58,C0018190,D006100,C3065,https://fr.wikipedia.org/wiki/Donovanose,maladie bactérienne qui a atteint des proportions endémiques dans beaucoup de pays en développement,"granulome inguinal,granulome vénérien"
syndrome de Fitz-Hugh-Curtis,Q1421272, , , , , , , , , , , , , , , ,C537936, ,https://fr.wikipedia.org/wiki/Syndrome_de_Fitz-Hugh-Curtis,péritonite se localisant sur l'hypocondre droit,périhépatite
aspergillose bronchopulmonaire allergique,Q1430844, , ,"itraconazole,omalizumab","Q411229,Q415392", , , , , , , , ,518.6,"B44.1+,B44.81,J99.8*","C0004031,C3278302",D001229,C84547,https://fr.wikipedia.org/wiki/Aspergillose_bronchopulmonaire_allergique, ,"ABPA,Aspergillose bronchopulmonaire"
fièvre de Kyasanur,Q1432397,"adénopathie,conjonctivite,céphalée,diarrhée,douleur abdominale,déshydratation,examen des signes méningés,fièvre,frissonnement,hyperesthésie,hémorragie,hémorragie interne,myalgie,nausée,photophobie,toux,tremblement,vomissement","Q12122651,Q127076,Q1638131,Q166019,Q167844,Q183425,Q186889,Q194290,Q223907,Q2260058,Q2361887,Q281289,Q35805,Q38933,Q40878,Q474959,Q847726,Q86", , , , , , ,Kyasanur Forest disease virus,Q19838389,"analyse d'urine,examen clinique,hémogramme,méthode immuno-enzymatique ELISA,ponction lombaire,réaction en chaîne par polymérase","Q176996,Q332126,Q719444,Q835153,Q842424,Q886518",065.2,A98.2,C0022810,D007733, ,https://fr.wikipedia.org/wiki/Fi%C3%A8vre_de_Kyasanur, ,Fievre de Kyasanur
cryptococcose,Q1470140, , ,"amphotéricine B,fluconazole,fluorocytosine,itraconazole,natamycine","Q238490,Q248466,Q411229,Q411478,Q412223",cryptosporidiose,Q1359898, , ,"Cryptococcus gattii,Cryptococcus neoformans","Q131924,Q149791", , ,117.5,"B45,B45.0,B45.1,B45.2,B45.3,B45.7,B45.8,B45.9",C0010414,D003453,C2967,https://fr.wikipedia.org/wiki/Cryptococcose, , 
lymphangite,Q1476027, , , , , , , , ,Streptococcus pyogenes,Q131271, , ,457.2,I89.1,C0024225,D008205,C34790,https://fr.wikipedia.org/wiki/Lymphangite,inflammation des vaisseaux lymphatiques., 
gangrène gazeuse,Q1495085,"gangrène,nécrose","Q168805,Q178069", , , , , , , , , , ,040.0,A48.0,C0017105,D005738, ,https://fr.wikipedia.org/wiki/Gangr%C3%A8ne_gazeuse,infection microbienne à Clostridium perfringens de type A, 
Larva migrans,Q1597571, , , , , , , , , , , , ,126.9,B76.9,C0546999,D007815, ,https://fr.wikipedia.org/wiki/Larva_migrans, ,"dermatite ankylostomienne,larbish"
parasitose,Q1601794, , , , , , , , ,parasite,Q10253316, , ,360.13,H44.12,C0014238,D010272,C34587,https://fr.wikipedia.org/wiki/Parasitose,maladie causée par un parasite,"Maladie parasitaire,Maladie parasitique,Maladies parasitaires,Maladies parasitiques,Parasitoses"
érysipéloïde,Q1607983,"Papule,adénopathie,fièvre légère,lymphangite,érythème","Q1166142,Q1476027,Q480971,Q847726,Q997862","amoxicilline,benzylpénicilline,ceftriaxone,clindamycine","Q201928,Q258450,Q421713,Q422273", , , , ,Erysipelothrix rhusiopathiae,Q2346390,"biopsie,examen clinique","Q179991,Q835153", ,A26, ,D004887, ,https://fr.wikipedia.org/wiki/Rouget_du_porc,"maladie bactérienne des porcins, parfois des agneaux, des veaux et occasionnellement de l'homme","Rouget du porc,érysipélotrichose,érysipéloïde de rosenbach"
encéphalite herpétique,Q1613885, , , , , , , , , , , , , , ,C2751803, , ,https://fr.wikipedia.org/wiki/Enc%C3%A9phalite_herp%C3%A9tique, , 
tuberculose laryngée,Q1737838,"Inflammation granulomateuse,dysphagie,voix rauque","Q102187439,Q3150763,Q623289", , , , , , , , , , ,"012.3,012.30,012.31,012.32",A15.5,C0041315,D014387,C26895, , , 
loase,Q1760607,"abcès,douleur,œdème","Q152234,Q164655,Q81938", , ,Q22644161,Q22644161, , ,Loa loa,Q134361, , ,125.2,B74.3,C0023968,D008118,C34784,https://fr.wikipedia.org/wiki/Loase,maladie de la peau et de l’œil,"filariose à loa loa,ver africain de l’œil"
Sodoku,Q1807401,"adénopathie,arthralgie,exanthème,fièvre,foyer d'infection primaire,frissonnement,lymphangite,myalgie","Q1476027,Q2260058,Q24084959,Q38933,Q474959,Q653197,Q683498,Q847726","benzylpénicilline,doxycycline,macrolide","Q258450,Q422442,Q422687", , , , ,Spirillum minus,Q7577829,"examen clinique,microscope optique","Q835153,Q912313",026.0,A25.0,C0152062,D011906, ,https://fr.wikipedia.org/wiki/Sodoku_(maladie), ,Fièvre de la morsure de rat
Fièvre pappataci,Q1813747,"Q56027188,Q56036789,Q56036868,arthralgie,asthénie,bradycardie,conjonctivite,céphalée,examen des signes méningés,exanthème,fièvre,foyer d'infection primaire,frissonnement,hypotension artérielle,insomnie,irritabilité,myalgie,photophobie,tachycardie","Q12122651,Q167844,Q1869874,Q209583,Q217111,Q2260058,Q24084959,Q275419,Q281289,Q29299,Q38933,Q474959,Q56027188,Q56036789,Q56036868,Q633403,Q653197,Q683498,Q86", , , , , , ,"Sandfly fever Naples virus,Sandfly fever Sicilian virus,Toscana virus","Q16992398,Q29887743,Q7827576","examen clinique,hémogramme,neutralisation,ponction lombaire,réaction en chaîne par polymérase","Q176996,Q337120,Q719444,Q835153,Q886518",066.0,A93.1,C0030372,D010217, ,https://fr.wikipedia.org/wiki/Fi%C3%A8vre_pappataci, ,"Fievre pappataci,Fièvre à phlébotome,Fièvre à phlébotomes"
Nocardiose,Q1856914,"abcès cérébral,abcès du poumon,fièvre légère,kératite,malaise,mycétome,méningite,toux","Q141440,Q16877704,Q1877550,Q2673323,Q35805,Q480971,Q48143,Q757838","Q48566821,sulfadiazine,sulfafurazol,sulfaméthoxazole,triméthoprime","Q2555060,Q372598,Q415843,Q422665,Q48566821", , , , ,"Nocardia abscessus,Nocardia asteroides,Nocardia brasiliensis,Nocardia brevicatena,Nocardia cyriacigeorgica,Nocardia farcinica,Nocardia nova,Nocardia paucivorans,Nocardia transvalensis","Q26268644,Q26268728,Q26268759,Q26268821,Q26268826,Q26268854,Q3140162,Q4425574,Q7046294","culture microbiologique,examen clinique,imagerie par résonance magnétique,radiographie du thorax,tomodensitométrie","Q1125312,Q1283318,Q161238,Q32566,Q835153", ,"A43,A43.0,A43.1,A43.8,A43.9",C0028242,D009617, ,https://fr.wikipedia.org/wiki/Nocardiose,maladie infectieuse du genre Nocardia, 
chorioméningite lymphocytaire,Q1878776,"céphalée,examen des signes méningés,fièvre,nausée,photophobie,tremblement,vomissement","Q12122651,Q127076,Q186889,Q223907,Q281289,Q38933,Q86", , , , , , ,virus de la chorioméningite lymphocytaire,Q19838576,"examen clinique,hémogramme,méthode immuno-enzymatique ELISA,ponction lombaire,réaction en chaîne par polymérase","Q176996,Q332126,Q719444,Q835153,Q886518",049.0,A87.2,"C0024266,C0153014",D008216, ,https://fr.wikipedia.org/wiki/Choriom%C3%A9ningite_lymphocytaire, ,"LCM,maladie d'Armstrong"
Parasitémie,Q1897162, , , , , , , , , , , , , , , ,D018512, ,https://fr.wikipedia.org/wiki/Parasit%C3%A9mie,quantité de parasites dans le sang, 
dermatophytose,Q1909343, , ,griseofulvin,Q416096, , , , ,Dermatophyte,Q613894, , ,"110,110.8,110.9","B35,B35.9",C0011636, ,C26745,https://fr.wikipedia.org/wiki/Dermatophytose,mycoses (infections de la peau ou des phanères dues à des champignons microscopiques filamenteux, 
pyomyosite,Q1923955, , , , , , , , , , , , ,040.81,M60.0,"C0041188,C1704275",D052880,C128382, , ,myosite tropicale
maladie virale,Q1928978, , ,bismuth,Q942,maladie à virus,Q107295072, , ,virus,Q808, , ,"060-066.99,066.9","A94,B34,B34.9","C0003723,C0042740,C0042769",D014777,"C3439,C34396",https://fr.wikipedia.org/wiki/Maladie_virale,"maladie humaine, animale ou végétale causée par une infection virale","Maladie virale,Virose,infection virale,virose"
microsporidiose,Q1934052, , ,natamycine,Q248466, , , , ,infection,Q166231, , ,117.9,B60.8,C0085407,D016881,C84891,https://fr.wikipedia.org/wiki/Microsporidiose,ensemble de maladies opportunistes causées par la présence dans l'organisme de parasites appelés microsporidies, 
oxyurose,Q1992236,"asthénie,constipation,douleur abdominale,irritabilité,prurit","Q178436,Q183425,Q199602,Q29299,Q633403","albendazole,mébendazole,pyrantel","Q411629,Q422194,Q426897",Helictotrichon,Q162863, , ,Enterobius vermicularis,Q1253087, , ,127.4,B80,"C0030100,C0086227",D017229,C128396,https://fr.wikipedia.org/wiki/Oxyurose,"parasitose due à un ver, l'Enterobius vermicularis, communément nommé « oxyure »", 
bronchiolite oblitérante avec organisation pneumonique,Q2012642,"amaigrissement,inflammation","Q101991,Q718113", , , , , , , , , , ,516.36,"J84.1,J84.116",C0242770,D018549,C62586,https://fr.wikipedia.org/wiki/Bronchiolite_oblit%C3%A9rante_avec_organisation_pneumonique,maladie des poumons,"BOOP,pneumopathie organisée cryptogénique"
tungose,Q2028074, , , , , , , , , , , , ,134.1,B88.1,C0277356,D058285, ,https://fr.wikipedia.org/wiki/Tungose,maladie de la peau,sarcopsyllose
leishmaniose viscérale,Q2046113,"amaigrissement,anorexie,anémie,ascite,diarrhée,fièvre,hypertension portale,hypotension artérielle,hépatomégalie,splénomégalie,tachycardie","Q1129121,Q124604,Q1362864,Q193889,Q209583,Q254327,Q275419,Q38933,Q40878,Q5445,Q718113","Méglumine,amphotéricine B,miltéfosine,paromomycine,pentamidine","Q288875,Q411787,Q412223,Q415625,Q416206", , , , , , ,"anamnèse,biopsie,examen clinique,hémogramme,microscope optique","Q179991,Q188952,Q835153,Q886518,Q912313",085.0,B55.0,C0023290,D007898,C34771,https://fr.wikipedia.org/wiki/Leishmaniose_visc%C3%A9rale, ,"Kala azar,Kala-Azar,Kale-azar,leishmaniose viscerale"
parainfluenza,Q2051533,"aphonie,conjonctivite,croup,fièvre légère,mal de gorge,rhinorrhée,toux aboyante","Q1115038,Q1292082,Q167844,Q21513506,Q480971,Q514686,Q836356",ribavirine,Q421862, , , , ,"Human parainfluenza virus 1,Human parainfluenza virus 2,Human parainfluenza virus 3,Human parainfluenza virus 4","Q18965253,Q18965254,Q18965256,Q18965258","examen clinique,hémogramme,immunofluorescence,réaction en chaîne par polymérase","Q176996,Q592324,Q835153,Q886518", , ,"C0030389,C0302507", , ,https://fr.wikipedia.org/wiki/Parainfluenza, ,"HPIV,Paragrippe,infections à virus parainfluenza"
teigne noire,Q2059267, , , , , , , , ,Hortaea werneckii,Q5906640, , ,111.1,B36.1,C0152067, , ,https://fr.wikipedia.org/wiki/Teigne_noire,mycose tropicale,Tinea nigra
distomatose à  Fasciolopsis buski,Q2140729,"apathie,cachexie,diarrhée,douleur abdominale,dysurie,faim,flatulence,insomnie,nausée,prurit,soif,tuméfaction,vomissement","Q109186,Q1269399,Q127076,Q160184,Q165947,Q183425,Q186889,Q1869874,Q199602,Q309406,Q40878,Q474187,Q6003455","Q7115903,hexachlorophène,niclosamide,praziquantel","Q418523,Q424145,Q425362,Q7115903", , , , ,Fasciolopsis buski,Q3279537,microscope optique,Q912313,121.4,B66.5,C0015656, ,C128388,https://fr.wikipedia.org/wiki/Fasciolopsiose, ,"Fasciolopsiase,Fasciolopsis"
trichocéphalose,Q2264130,"amaigrissement,chlorose,diarrhée,douleur abdominale,éosinophilie","Q183425,Q2306782,Q40878,Q505142,Q718113","Imidaclopride,Oxantel,albendazole,ivermectine,mébendazole,pyrantel","Q1227207,Q411629,Q415178,Q420098,Q422194,Q426897", , , , ,Trichuris trichiura,Q1154414, , ,127.3,B79,C0040954,D014257,C128399,https://fr.wikipedia.org/wiki/Trichoc%C3%A9phalose,"maladie parasitaire humaine due à Trichuris trichiura, nématode ou ver rond (le trichocéphale) de 40 à 50 mm","Trichocephalose,trichiurose"
endocardite bactérienne subaiguë,Q2271749,endocardite,Q82504,Q13026783,Q13026783, , , , , , , , , , ,C0014122,D004698,C34583, ,maladie,maladie d'Osler
anguillulose,Q2360849,"arthralgie,asthénie,bronchite,conjonctivite,céphalée,diarrhée,douleur abdominale,fièvre,hépatomégalie,iritis,myalgie,myocardite,méningite,nausée,prurit,sepsis,toux,ulcère cutané,urticaire,vertige","Q10686316,Q1362864,Q167844,Q173022,Q183134,Q183425,Q186235,Q186889,Q187440,Q199602,Q2346396,Q35805,Q38933,Q40878,Q474959,Q48143,Q633403,Q6452285,Q683498,Q86","albendazole,ivermectine,mébendazole,thiabendazole","Q411629,Q415178,Q422194,Q424986", , , , ,Strongyloides stercoralis,Q244111,"hémogramme,microscopie,méthode immuno-enzymatique ELISA","Q1074953,Q332126,Q886518",127.2,"B78,B78.0,B78.1,B78.7,B78.9","C0038463,C0085810",D013322,C128398,https://fr.wikipedia.org/wiki/Anguillulose,parasitose humaine provoquée par un nématode (ver rond) minuscule,strongyloïdose
anaplasmose,Q2394735, , , , , , , , ,Anaplasma,Q70288, , , , , ,D000712, , ,"groupe de maladies, surtout animales, causées par les bactéries du genre Anaplasma", 
balantidiase,Q2447562,"amaigrissement,crampe abdominale,diarrhée,douleur abdominale,empoisonnement,fièvre,hépatomégalie,nausée,sang dans les selles,sensation d'évacuation incomplète des selles,xérostomie","Q114953,Q1162276,Q1214063,Q1362864,Q183425,Q186889,Q3002092,Q38933,Q403648,Q40878,Q718113","Q27272118,ampicilline,métronidazole,tétracycline","Q169569,Q193045,Q244150,Q27272118", , , , ,Balantidium coli,Q141236,"biopsie,coloscopie,examen des selles,microscope optique,rectoscopie","Q179991,Q2563658,Q3422585,Q840387,Q912313",007.0,A07.0,C0004692,D001447,C84583,https://fr.wikipedia.org/wiki/Balantidiase, ,"Balantidiose,Balantidose"
infection cutanée,Q2458539, , ,"(2R)-daptomycine,Sulconazole,azithromycine,aztréonam,chlorhexidine,clarithromycine,clindamycine,clioquinol,ertapénem,loracarbef,mezlocilline,phénoxyméthylpénicilline potassique,pipéracilline,ticarcilline,violet de gentiane","Q118551,Q15646788,Q165399,Q2392530,Q2601832,Q27107637,Q3307752,Q418546,Q418747,Q420705,Q422273,Q423787,Q5134338,Q553220,Q979521", , , , , , , , , , ,C0037278,D012874,C35025, , , 
tuberculose uro-génitale,Q2500965, , , , , , , , , , , , ,"016,016.9,016.90,016.92","A18.1,A18.10",C0041333,D014401, , , , 
paragonimose,Q2528129,"abcès du poumon,bronchite,diarrhée,douleur abdominale,dyspnée,encéphalite,fièvre,flatulence,hémoptysie,hépatite,myalgie,méningoencéphalite,nodule,pleurésie,pneumonie,pneumothorax,éosinophilie","Q12192,Q131742,Q160184,Q173022,Q183425,Q1877550,Q188008,Q199615,Q203601,Q2346415,Q38933,Q40878,Q474959,Q505142,Q55998,Q582484,Q647099","Triclabendazole,corticoïde,praziquantel","Q210420,Q419739,Q424145", , , , ,"Paragonimus,Paragonimus heterotremus,Paragonimus kellicotti,Paragonimus mexicanus,Paragonimus uterobilateralis,Paragonimus westermani","Q11066080,Q133167,Q2349904,Q3363448,Q55113813,Q6060927","hémogramme,imagerie par résonance magnétique,microscope optique,méthode immuno-enzymatique ELISA,radiographie du thorax,tomodensitométrie,échographie","Q1283318,Q161238,Q234904,Q32566,Q332126,Q886518,Q912313",121.2,B66.4,C0030424,D010237,C84995, ,maladie,distomatose pulmonaire
rhinite chronique atrophique,Q2544887, , , , , , , , , , , , , , ,C0035459,D012222, ,https://fr.wikipedia.org/wiki/Rhinite_atrophique, , 
angiostrongylose nerveuse,Q2558586, , , , , , , , ,Angiostrongylus cantonensis,Q1449098, , ,128.8,"B81.3,B83.2",C0392662,C536369,C128394,https://fr.wikipedia.org/wiki/Angiostrongylose,"maladie parasitaire transmise par le nématode Angiostrongylus cantonensis, parasite du rat",Angiostrangulose
Metastrongylose,Q2559038,"amaigrissement,anorexie,bronchite chronique,toux","Q1139684,Q254327,Q35805,Q718113","albendazole,mébendazole,pyrantel","Q411629,Q422194,Q426897", , , , ,"Metastrongylus elongatus,Metastrongylus pudendodectus,Metastrongylus salmi","Q2392827,Q50410450,Q5266749",microscope optique,Q912313, , , , , , , , 
Tabes dorsalis,Q2583311,"hyperesthésie,impuissance sexuelle,paresthésie","Q1638131,Q184674,Q769220", , , , , , , , , , ,094.0,A52.11,C0039223,D013606,C35057,https://fr.wikipedia.org/wiki/Tabes_dorsalis,maladie dégénérative de la moelle spinale,"Tabes,Tabès"
dermatite d'autosensibilisation,Q4826986, , , , , , , , , , , , , , , , , , , , 
autosplenectomie,Q4826997, , , , , , , , , , , , , , , , , , , , 
syndrome d'Avellis,Q4828020, , , , , , , , , , , , , , , , , , , , 
paralysie du nerf axillaire,Q4830470, , , , , , , , , , , , , , , , , , , , 
bagassose,Q4841462,"faiblesse musculaire,frissonnement","Q2260058,Q270421", , , , , , , , , , ,495.1,J67.1,C0004681,D011009,C34409, ,pneumopathie due aux poussières de canne à sucre,poumon du récolteur de canne à sucre
Q4842581,Q4842581, , , , , , , , , , , , , , , , , , , , 
Q4860001,Q4860001, , , , , , , , , , , , , , , , , , , , 
syndrome de Bazex-Dupré-Christol,Q4875174, , , , , , , , , , , , , ,L98.8,C0346104,C537663, , , , 
carcinome des tubes collecteurs,Q4884045, , ,"Aldesleukine,hydroxyurée,thalidomide","Q203174,Q20801763,Q212272", , , , , , , , , , ,C1266044, ,C6194, , , 
vertige paroxystique bénin de l'enfant,Q4887972, , , , , , , , , , , , , , ,C0338487, , , , , 
Q4889456,Q4889456, , , , , , , , , , , , , , ,CL556427, , , , , 
maladie biphasique,Q4915431, , , , , , , , , , , , , , ,C1444007, , , , , 
choriorétinopathie type Birdshot,Q4916140, , , , , , , , , , , , , ,H30.1,C1853959,C537630, , , , 
blastocystose,Q4925474, , , , , , , , ,infection,Q166231, , , , , ,D016776, ,https://fr.wikipedia.org/wiki/Blastocystose,infection parasitaire, 
blépharophyma,Q4926151, , , , , , , , , , , , , , , , , , , , 
maladie de Blocq,Q4927306, , , , , , , , , , , , , , ,C0004090, , , , ,"astasie-abasie,ataxie psychogène"
syndrome de l'orteil bleu,Q4930176, , , , , , , , , , , , , , ,C0242645,D018438, , , ,orteil cyanosé
fièvre cérébrale,Q4955820, , , , , , , , , , , , , , , , , , , , 
Q4959681,Q4959681, , , , , , , , , , , , , , , , , , ,infection suite à l'administration du vaccin, 
induration brune des poumons,Q4976388, , , , , , , , , , , , , , ,C0020807, , , , , 
syndrome de Brown-Vialetto-Van Laere,Q4976847, , , , , , , , , , , , , , , ,C537111,C133724, , , 
ataxie frontale,Q4979461, , , , , , , , ,syndrome frontal,Q786468, , , , , , , , , ,"apraxie de la marche,ataxie de Bruns"
kyste de la bifurcation buccale,Q4982380, , , , , , , , , , , , , , , , , , , , 
maladies démyélinisantes auto-immunes du système nerveux central,Q5013186, , , , , , , , , , , , , , , ,D020278, , ,groupe de maladies,maladies démyélinisantes auto-immunes du SNC
Cadang-cadang,Q5016237, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Cadang-cadang,maladie des plantes, 
kyste odontogène calcifiant,Q5018774, , , , , , , , , , , , , , , ,D018333, , ,maladie, 
intertrigo à candida,Q5031732, , , , , , , , ,infection,Q166231, , , , , , , , ,maladie de peau, 
syndrome cannabinoïde,Q5032577,hyperémèse,Q18968158, , , , , , , , , , , ,T40.7x1A, , , ,https://fr.wikipedia.org/wiki/Syndrome_cannabino%C3%AFde,"épisodes récurrents de douleurs abdominales, nausées et vomissements chez les consommateurs chroniques de cannabis", 
Q5037996,Q5037996, , , , , , , , , , , , , , , , , , , , 
carcinome sur adénome pléomorphe,Q5038165, , , , , , , , ,adénome pléomorphe,Q2064603, , , , , , , , ,maladie,Carcinome ex-adénome pléomorphe
carnosité,Q5044163, , , , , , , , , , , , , , , , , , ,excroissance, 
carotidynie,Q5045550,cervicalgie,Q3567802, , , , , , , , , , , , ,C0238902, , , , ,céphalée sympathofaciale
cataphylaxie,Q5051442, , , , , , , , , , , , , , , , , , , , 
syndrome catastrophique des antiphospholipides,Q5051580, , , , , , , , , , , , ,289.81,D68.6,C3662487, , , , , 
dépression du système nerveux central,Q5062120, , , , , , , , , , , , , , ,C0151559, , , , ,dépression du SNC
dissection des artères cervicales,Q5065325, , , , , , , , , , , , , , , , , , , , 
polype cervical,Q5065349, , , , , , , , , , , , ,219,"D26,D26.9","C0007855,C0153996", ,C2939, ,tumeur bénigne à la surface du canal endocervical,polype du col utérin
carcinome épidermoïde de la thyroide,Q5073466, , , , , , , , , , , , , , ,C1710177, ,C46008, , , 
brûlure chimique aux yeux,Q5090456, , , , , , , , , , , , , , , , ,C118709, , ,brûlures chimiques aux yeux
Q5097989,Q5097989, , , , , , , , , , , , , , , , , , , , 
chorangiose,Q5104958, , , , , , , , , , , , , , , , ,C118146, ,maladie, 
pont de chromatine,Q5113735, , , , , , , , , , , , , , , , , , ,anomalie de la division cellulaire,pont chromatinien
fragilité des chromosomes,Q5113903, , , , , , , , , , , , , , , ,D043283,C13375, , , 
endométrite déciduale chronique,Q5113966, , , , , , , , , , , , , , , , , , , , 
diarrhée du nourrisson,Q5113970, , , , , , , , , , , , , , ,C0473132,D003968, , , , 
leucémie chronique à éosinophile,Q5113976, , , , , , , , , , , , , ,D47.5,C0346421,C580364,C4563, , , 
lymphangite chronique,Q5113985, , , , , , , , , , , , , , ,C0265187, , , , , 
leucémie myéloïde en phase chronique,Q5113990, , , , , , , , , , , , , , , ,D015466, , , , 
