diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q33486846,Q33486846, , , , , , , , , , , , , , , , , , ,article científic, 
Q71191017,Q71191017, , , , , , , , , , , , , , , , , , , , 
Q68918646,Q68918646, , , , , , , , , , , , , , , , , , , , 
Q69253576,Q69253576, , , , , , , , , , , , , , , , , , , , 
Q1878745,Q1878745, , , , , , , , , , , , ,447.8,"C86.6,L41.2",C0206182,D017731,C3721, , , 
Q3331434,Q3331434, , , , , , , , , , , , , ,M60.8,C2931639,C537829, , , , 
depressió major,Q42844,"depressió,disfunció executiva,disfòria,fatiga muscular","Q290620,Q4340209,Q5419936,Q9690","Ketamina,Q1452256,Q238544,Q27139037,Q418361,Q6535779,agomelatina,amoxapina,bupropió,duloxetina,estabilitzador de l'estat d'ànim,inhibidor de la recaptació de serotonina i noradrenalina,inhibidor selectiu de la recaptació de serotonina,neurolèptic","Q1452256,Q208144,Q2273909,Q238544,Q243547,Q2622367,Q27139037,Q334477,Q395229,Q411932,Q418361,Q58356,Q6535779,Q834280",depressió,Q4340209,"Q2857712,abús de substàncies,malaltia crònica","Q2857712,Q3184856,Q383126","factor ecològic,genètica","Q2142347,Q7162", , ,"296.2,296.20,296.3,296.30","F32,F32.9,F33,F33.9","C0024517,C0154409",D003865,C34796,https://ca.wikipedia.org/wiki/Depressi%C3%B3_major,malaltia mental que es caracteritza per un estat d'ànim invasiu i persistent,"depressió clínica,depressió unipolar,trastorn depressiu major"
Q6744526,Q6744526, , , , , , , , , , , , , ,E72.8,C0342793,C535702, , , , 
malaltia de Marek,Q53843869, , , , , , , , ,infecció,Q166231, , , , , ,D008380,C84884, , , 
Q55781208,Q55781208, , , , , , , , , , , , , , ,C0268365,C531742, , , , 
Q57557316,Q57557316, , , , , , , , , , , , , , , , , , , , 
Q4532199,Q4532199, , , , , , , , , , , , , , , , , , , , 
Q3851644,Q3851644, , , , , , , , , , , , , ,D47.02,C0221013,D034721,C9235, , , 
Q1144618,Q1144618,inflamació,Q101991,Q26998324,Q26998324, , , , , , , , ,277.31,M04.1,C0031069,D010505,C84707, , , 
meningococcèmia,Q18966489, , , , , , , , , , , , , , ,C0025306, , , , , 
Q6822520,Q6822520, , , , , , , , , , , , , , , ,C538187, , , , 
Q6837318,Q6837318, , , , , , , , , , , , , , ,C2931537,C537576, , , , 
Q32136429,Q32136429, , , , , , , , , , , , , ,N04.8,C1836876,C537185,C128145, , , 
Q18344610,Q18344610, , , , , , , , , , , , , , ,CL1379045, , , , , 
deteriorament cognitiu lleu,Q1472703, , , , ,trastorn per dèficit d'atenció amb hiperactivitat,Q181923, , , , , , , , ,C0234985, , ,https://ca.wikipedia.org/wiki/Deteriorament_cognitiu_lleu, , 
Q54904376,Q54904376, , , , , , , , , , , , , , , , , , , , 
Q1944248,Q1944248, , , , , , , , , , , , , , ,"C0395941,C1857078", , , , , 
Q555816,Q555816, , , , , , , , , , , , , , , , , , , , 
Q582189,Q582189, , , , , , , , , , , , , , , , , , , , 
Q6911278,Q6911278, , , , , , , , , , , , , , , , , , , , 
Q24977247,Q24977247, , , , , , , , , , , , , ,G11.8,C1849085,C536989, , , , 
síndrome de disfunció multiorgànica,Q1193870, , , , , , , , , , , , ,995.92, , ,D009102,C75568,https://ca.wikipedia.org/wiki/S%C3%ADndrome_de_disfunci%C3%B3_multiorg%C3%A0nica, , 
miasi,Q304601, , , , , , , , ,infecció,Q166231, , ,134.0,"B87,B87.0,B87.1,B87.2,B87.3,B87.4,B87.8,B87.9",C0027030,D009198,C128400,https://ca.wikipedia.org/wiki/Miasi, , 
Mixozou,Q134882, , , , , , , , , , , , , , , ,D055764, ,https://ca.wikipedia.org/wiki/Mixozous, ,"Mixozous,Myxozoa"
Q32144946,Q32144946, , , , , , , , , , , , , ,G71.2,C1854380,C538397, , , , 
Necrofília,Q181843, , , , , , , , , , , , , , , , , ,https://ca.wikipedia.org/wiki/Necrof%C3%ADlia, ,Necròfil
Q55999628,Q55999628, , , , , , , , , , , , , , ,"C1866558,C1866559", , , , , 
Q55345770,Q55345770, , , , , , , , , , , , , , ,C1858751,C536599, , , , 
neurofibromatosi,Q847605, , , , , , , , , , , , ,"237.7,237.70,237.71,237.72","Q85.00,Q85.01,Q85.02","C0027831,C0027832,C0162678,C0220695",D017253,"C3273,C3274,C6727",https://ca.wikipedia.org/wiki/Neurofibromatosi, , 
Q26989045,Q26989045, , , , , , , , ,neurotoxicitat,Q3338704, , , , , ,D020258, , , , 
Q3961638,Q3961638, , , , , , , , ,cessació tabàquica,Q2462253, , , , , , , , , , 
Q50349678,Q50349678, , , , , , , , , , , , , ,E75.2,"C0220756,C0268247,C1850363,C3179455", ,C126864, , , 
Q1475712,Q1475712, , , , , , , , ,Trauma acústic,Q2230578, , ,388.12, ,"C0018781,C2751629",D006317,C34664, , , 
Q1417880,Q1417880, , , , , , , , , , , , , , , , , , , , 
notàlgia parestèsica,Q494925, , , , , , , , , , , , , , , , , , , ,dorsàlgia parestèsica
Q79551283,Q79551283, , , , , , , , , , , , , , , , , , , , 
Q56013824,Q56013824, , , , , , , , , , , , , ,H26.0,C2931644,C537858, , , , 
Q66640744,Q66640744, , , , , , , , , , , , , , , , , , , , 
Q7830466,Q7830466, , , , , , , , , , , , ,130.7, ,C0040561,D014126, , , , 
Q93860628,Q93860628, , , , , , , , , , , , , , , , , , , , 
Q975088,Q975088, , , , , , , , , , , , , , ,"C0728895,C3887496", , , , , 
lesions d'Olney,Q2657006, , , , , , , , , , , , , , , , , , , , 
Q48989848,Q48989848, , , , , , , , , , , , , , , , , , , , 
Q71844033,Q71844033, , , , , , , , , , , , , , , , , , , , 
onicogrifosi,Q2495793, , , , , , , , , , , , , , , , , , , , 
Q7095151,Q7095151, , , , , , , , , , , , , ,L60.8, , , , , , 
Q7095153,Q7095153, , , , , , , , , , , , , , , , , , , , 
Q7095156,Q7095156, , , , , , , , , , , , , , ,CL548940, , , , , 
Q17146561,Q17146561, , , , , , , , , , , , , , , , , , , , 
Q3153685,Q3153685, , , , , , , , ,compost organofosforat,Q2182492, , , , , ,D062025, , , , 
intolerància ortostàtica,Q7104932, , , , , , , , , , , , , , ,C1535893,D054971, , , , 
osteòcit,Q913236, , , , , , , , , , , , , , , ,D010011, ,https://ca.wikipedia.org/wiki/Oste%C3%B2cit, , 
Q56014249,Q56014249, , , , , , , , , , , , , ,Q87.0, , , , , , 
Q48834864,Q48834864, , , , , , , , , , , , , , ,C0271614, , , , , 
Q2106293,Q2106293, , , , , , , , , , , , , , , , , , , , 
Q3077016,Q3077016, , , , , , , , , , , , , , , ,D010145,C3302, , , 
Q7130160,Q7130160, , , , , , , , , , , , ,345.80,G40.0, , , , , , 
Q585140,Q585140, , , , , , , , , , , , , , ,C0266270, , , , , 
Pancreatitis crònica,Q1996053, , , , , , , , , , , , , , ,"C0149521,C4014770",D050500,C84637,https://ca.wikipedia.org/wiki/Pancreatitis_cr%C3%B2nica, , 
Q7136148,Q7136148, , , , , , , , , , , , ,239.7,"C75.0,D35.1,D44.2",C0030521,D010282,C3313, , , 
Q67504085,Q67504085, , , , , , , , , , , , , , , , , , , , 
Q7148484,Q7148484, , , , , , , , , , , , , ,E34.8,C1868546,C536310, , , , 
Q26492839,Q26492839, , , , , , , , , , , , , , ,C0279583, ,C7953, , , 
dermatitis perioral,Q1114789, , , , , , , , , , , , , , ,"C0263449,C0424489",D019557, ,https://ca.wikipedia.org/wiki/Dermatitis_perioral, , 
Q68462550,Q68462550, , , , , , , , , , , , , , , , , , , , 
Q52956039,Q52956039, , , , , , , , , , , , , , ,C0392475, ,C4681, , , 
Q425427,Q425427, , , , , , , , , , , , , , , ,D010733, , , , 
Q72071795,Q72071795, , , , , , , , , , , , , , , , , , , , 
fitofotodermatitis,Q1660485, , , , , , , , , , , , , , ,CL505184, , , , , 
Q2092226,Q2092226, , , , , , , , , , , , , ,E23.6,C4053775, ,C121150, , , 
Q70453764,Q70453764, , , , , , , , , , , , , , , , , , , , 
Q7193991,Q7193991, , , , , , , , , , , , ,704.8,L67.8, ,C537188, , , , 
Q7193994,Q7193994, , , , , , , , , , , , , ,Q84.1,C0263491,C562485, , , , 
Q2097355,Q2097355, , , , , , , , , , , , , , , , , , , , 
Q4118211,Q4118211, , , , , , , , , , , , ,696.5, ,"C0162850,C0162852", , , , , 
Q18924565,Q18924565, , , , , , , , , , , , , , , , , , , , 
Q41561321,Q41561321, , , , , , , , , , , , , , , , , , ,article científic, 
Q3395618,Q3395618, , , , , , , , , , , , ,753.14,Q61.1,C0085548,D017044,C84579, , , 
infecció per poliomavirus,Q19000740, , , , , , , , ,infecció,Q166231, , , , , ,D027601, , , , 
Q78258000,Q78258000, , , , , , , , , , , , , , , , , , , , 
Q55788662,Q55788662, , , , , , , , , , , , , ,M08.0,C3890733, ,C119034, , , 
Q70390864,Q70390864, , , , , , , , , , , , , , , , , , , , 
Q778642,Q778642, , , , , , , , ,inhibidor selectiu de la recaptació de serotonina,Q334477, , , , , , , , , , 
Q7233592,Q7233592, , , , , , , , , , , , , , , ,D004834, , , , 
"Postural hypotension: causes, clinical features, investigation, and management",Q33144536, , , , , , , , , , , , , , , , , , ,article científic, 
Q55783901,Q55783901, , , , , , , , , , , , ,286.9,D68.8,C0272339,C562725,C99022, , , 
presbiacúsia,Q1756133, , , , , , , , , , , , , , ,C0033074,D011304,C116367,https://ca.wikipedia.org/wiki/Presbiac%C3%BAsia, , 
Q55786295,Q55786295, , , , , , , , , , , , , ,G25.2,C0878578,C536418, , , , 
Q54143983,Q54143983, , , , , , , , , , , , , , , , , , ,article científic, 
Q7249604,Q7249604, , , , , , , , , , , , , , ,C2733650, , , , , 
Q3924802,Q3924802, , , , , , , , , , , , , , , , , , , , 
Q7254644,Q7254644, , , , , , , , , , , , ,289.89, ,C1283400,C537417, , , , 
Q110979474,Q110979474, , , , , , , , ,Pseudomonas aeruginosa,Q31856, , , , ,C0920182, , , , , 
Q99407401,Q99407401, , , , , , , , , , , , , , , , , , , , 
Q69493279,Q69493279, , , , , , , , , , , , , , , , , , , , 
Q3409596,Q3409596, , , , , , , , , , , , , , ,C0086873, , , , , 
psitacosi,Q164727,"Q5383279,artràlgia,bradicàrdia,calfred,cefalàlgia,conjuntivitis,diarrea,esplenomegàlia,febre,hepatomegàlia,hipotensió arterial,insomni,labilitat afectiva,mal de coll,malestar,meningitis,miàlgia,nàusea,polineuropatia,restrenyiment,signes de meningisme,tos,vòmit","Q1129121,Q12122651,Q127076,Q1292082,Q1362864,Q1502312,Q167844,Q178436,Q186889,Q1869874,Q217111,Q2260058,Q2673323,Q275419,Q35805,Q38933,Q40878,Q474959,Q48143,Q5383279,Q683498,Q7933601,Q86","Q424940,azitromicina,doxiciclina","Q165399,Q422442,Q424940", , , , ,Chlamydophila psittaci,Q134275,"ELISA,anàlisi d'orina,biòpsia,exploració física,hemograma,immunofluorescència,radiografia de tòrax,reacció en cadena de la polimerasa,tomografia computada","Q1283318,Q176996,Q179991,Q32566,Q332126,Q592324,Q835153,Q842424,Q886518","073,073.9",A70,C0029291,D009956,C34873,https://ca.wikipedia.org/wiki/Psitacosi, , 
Q76415923,Q76415923, , , , , , , , , , , , , , , , , , , , 
Q55781424,Q55781424, , , , , , , , , , , , , , ,C1867442,C566741, , , , 
Q16526734,Q16526734, , , , , , , , , , , , , , ,C0265780, ,C99028, , , 
Q1643625,Q1643625, , , , , , , , , , , , ,"416.8,993.2", ,"C0340100,C0340552",C535833, , , , 
Q10355575,Q10355575, , , , , , , , , , , , , , , , , , , , 
Q7263591,Q7263591, , , , , , , , , , , , , ,G40.8,"C1291560,C1849508",C536254, , , , 
Pyrosis,Q7263711, , , , , , , , , , , , , , , , , , ,gènere d'insectes, 
Q2121869,Q2121869, , , , , , , , , , , , , , , , , , , , 
Q769457,Q769457, , , , , , , , , , , , , , ,C0263968, , , , , 
tetraparèsia,Q3546873, , , , , , , , , , , , , , ,C0270790, , ,https://ca.wikipedia.org/wiki/Tetrapar%C3%A8sia, ,quadriparèsia
Q85795345,Q85795345, , , , ,Q936656,Q936656, , , , , , , , , , , , , , 
fol·liculitis decalvant,Q1435530, , , , , , , , , , , , ,704.09,L66.2, , , , , , 
Q1586014,Q1586014, , , , , , , , , , , , ,475,J36,C0031157,D000039,C128322, , , 
Q79086903,Q79086903, , , , , , , , , , , , , , , , , , , , 
Q70769096,Q70769096, , , , , , , , , , , , , , , , , , , , 
Q1781491,Q1781491, , , , , , , , , , , , , , , , , , , , 
Q52009134,Q52009134, , , , , , , , , , , , , , , , , , ,article científic, 
Q1362494,Q1362494, , , , , , , , ,Q1578799,Q1578799, , , , , , , , , , 
Q34719456,Q34719456, , , , , , , , , , , , , , , , , , ,article científic, 
Q1408148,Q1408148, , , , , , , , , , , , , , , , , , , , 
Q69029109,Q69029109, , , , , , , , , , , , , , , , , , , , 
Q1413991,Q1413991, , , , , , , , , , , , , , , ,D015427, , , , 
Q877796,Q877796, , , , , , , , , , , , , , ,C0035127,D012090, , , , 
Q2145935,Q2145935, , , , , , , , ,insuficiència respiratòria,Q767485, , , , ,C0001127,D000142,C50728, , , 
retinopatia,Q550455, , ,Q414270,Q414270, , , , , , , , ,"362.89,362.9",H35.9,"C0035300,C0035309",D012164,"C26875,C62601",https://ca.wikipedia.org/wiki/Retinopatia, ,"malaltia de la retina,trastorn de la retina"
Q4386685,Q4386685, , , , , , , , ,infecció,Q166231, , , , , ,D017196, , , , 
reumatisme,Q684924, , , , , , , , , , , , , , , ,D012216,C26877,https://ca.wikipedia.org/wiki/Reumatisme, , 
Q7320490,Q7320490, , , , , , , , , , , , , , , ,D056653, , , , 
Q85953699,Q85953699, , , , , , , , , , , , , , , , , , , , 
Q7193987,Q7193987, , , , , , , , , , , , , ,Q84.1,C0263489,C537187, , , , 
Q7362935,Q7362935, , , , , , , , , , , , , ,L98.8,C1867147,C535870, , , , 
Q7376987,Q7376987, , , , , , , , , , , , , , , , , , , , 
Q7383669,Q7383669, , , , , , , , , , , , , , ,C2931438,C537192, , , , 
Q7396610,Q7396610, , , , , , , , , , , , ,270.7,E72.3,"C0268556,C2936921",C537218, , , , 
sialolitiasi,Q1627831, , , , , , , , , , , , ,527.5,K11.5,C0036091,D020792,C34994,https://ca.wikipedia.org/wiki/Sialolitiasi, ,litiasi salival
Q7426433,Q7426433, , , , , , , , , , , , , , ,C1833454,C536616, , , , 
ciàtica,Q565276, , , , , , , , , , , , ,724.3, ,C0036396,D012585, ,https://ca.wikipedia.org/wiki/Ci%C3%A0tica, , 
Scrapie,Q170102, , , , ,Scrapy,Q368367, , , , , , , , ,C0036457,D012608, ,https://ca.wikipedia.org/wiki/Scrapie, , 
ictiotoxèmia,Q3147703, , , , , , , , , , , , , , ,C2959798,D005400, , , ,intoxicació per peixos
Q7456737,Q7456737, , , , , , , , , , , , , , , , , , , , 
síndrome respiratòria aguda greu,Q103177,"cefalàlgia,cianosi,diarrea,dispnea,febre,hipòxia,miàlgia,pneumònia atípica,síndrome d'esgotament professional,tos","Q105688,Q188008,Q192120,Q2633267,Q327988,Q35805,Q38933,Q40878,Q474959,Q86", , ,"Q7565786,SARS-CoV-2","Q7565786,Q82069695", , ,SARS-CoV,Q85438966,"reacció en cadena de la polimerasa,tomografia computada","Q176996,Q32566",079.82,J12.81,C1175175,D045169,C85064,https://ca.wikipedia.org/wiki/S%C3%ADndrome_respirat%C3%B2ria_aguda_greu,article de llista de Wikimedia,"SARS,SRAG"
Q7489283,Q7489283, , , , , , , , , , , , , ,G90.8,"C2931542,C3177318","C537594,C559045", , , , 
Q71425503,Q71425503, , , , , , , , , , , , , , , , , , , , 
Q2283583,Q2283583, , , , , , , , , , , , , , , , , , , , 
Q24644018,Q24644018, , , , , , , , , , , , , , , , , , ,article científic, 
shigel·losi,Q327298,"calfred,diarrea,dolor abdominal,febre,hematoquèzia,tenesme rectal","Q1642049,Q183425,Q2260058,Q38933,Q403648,Q40878","Probiòtic,azitromicina,ceftriaxona,ciprofloxacina,drotaverina,macròlid,quinolona","Q13669486,Q165399,Q1816730,Q256602,Q421713,Q422687,Q831929", , , , ,"Shigella dysenteriae,Shigella flexneri,Shigella sonnei,Shigel·la,shigel·la de Boyd","Q131029,Q1644417,Q265094,Q4892937,Q6382438","Cultiu microbiològic,coprocultiu","Q1125312,Q2563658","004,004.0,004.1,004.2,004.3,004.9","A03,A03.0,A03.1,A03.2,A03.3,A03.8,A03.9","C0013371,C0302358,C0302359,C0302360,C0302361",D004405, ,https://ca.wikipedia.org/wiki/Shigel%C2%B7losi, , 
càncer de si paranasal,Q18553357, , , , , , , , , , , , , , ,"C0280334,C0854995,C1335336,C1335337,C1335340", ,"C6014,C6017,C6018,C6019,C8193", , , 
Q66935594,Q66935594, , , , , , , , , , , , , , , , , , , , 
Q29982076,Q29982076, , , , , , , , , , , , , , , , , , , , 
tumor de medul·la espinal,Q7577474, , , , , , , , , , , , , , ,C0037930,D013120,C3381, , , 
Q2298453,Q2298453, , , , , , , , , , , , , , ,"C0597503,CL495135", , , , , 
malaltia espiroquetal,Q3493588, , , , , , , , ,"Espiroqueta,infecció","Q166231,Q221315", , , , ,C0037974,D013145, , , , 
Q7578547,Q7578547, , , , , , , , , , , , , , ,C0037999,D013160,C3383, , , 
Q1850576,Q1850576, , , , , , , , , , , , , ,Q74.0,C0152438,C535802, , , , 
Q85949352,Q85949352, , , , , , , , , , , , , , , , , , , , 
Q3952108,Q3952108, , , , , , , , , , , , ,756.3,Q76.7,"C0265696,C2931507",C537489, , , , 
Q18966998,Q18966998, , , , , , , , , , , , , , ,C0348801, , , , , 
Q94256957,Q94256957, , , , , , , , , , , , , , , , , , , , 
Q40870759,Q40870759, , , , , , , , , , , , , , , , , , ,article científic, 
Q37879130,Q37879130, , , , , , , , , , , , , , , , , , ,article científic, 
Q58866604,Q58866604, , , , , , , , , , , , , , , , , , , , 
grip porcina,Q36855,"diarrea,letargia,nàusea,vòmit","Q127076,Q15637420,Q186889,Q40878","Q211509,zanamivir","Q146075,Q211509", , , , , , , , , , ,C2076600,D007251,C80444,https://ca.wikipedia.org/wiki/Grip_porcina, , 
corea de Sydenham,Q522163,corea,Q1076421, , , , , , ,infecció,Q166231, , ,392,"I02.0,I02.9",C0152113, , ,https://ca.wikipedia.org/wiki/Corea_de_Sydenham, ,corea menor
síncope,Q180007, , , , , , , , , , , , , , ,C0039070,D013575,C35053,https://ca.wikipedia.org/wiki/S%C3%ADncope_(medicina), ,episodi sincopal
Q1811947,Q1811947, , , , , , , , , , , , , , , , , , , , 
sinestèsia,Q13258, , , , ,"Q3919140,cenestèsia","Q247808,Q3919140", , , , , , , , ,C0233778,C562460, ,https://ca.wikipedia.org/wiki/Sinest%C3%A8sia,variació no patològica de la percepció, 
Q17152478,Q17152478, , , , , , , , , , , , , , ,C0029427, , , , , 
Q3962039,Q3962039, , , , , , , , , , , , , , , , , , , , 
discinèsia tardana,Q1546328, , ,"Q27089118,Q413050","Q27089118,Q413050",Q4813631,Q4813631, , , , , , , , ,C0686347,D000071057, ,https://ca.wikipedia.org/wiki/Discin%C3%A8sia_tardana, , 
trastorn del gust,Q18975305, , , , , , , , , , , , , , ,C4025879,D013651, , , , 
Q3496241,Q3496241, , , , , , , , , , , , , ,K00.2,"C0266039,C4280616",C536946, , , , 
Q55784391,Q55784391, , , , , , , , , , , , , ,Q99.8,C3553858, , , , , 
Q75725394,Q75725394, , , , , , , , , , , , , , , , , , , , 
Q71077938,Q71077938, , , , , , , , , , , , , , , , , , , , 
Q73481256,Q73481256, , , , , , , , , , , , , , , , , , , , 
tinnitus,Q192309, , , , , , , , , , , , , , ,C0040264,D014012,C50772,https://ca.wikipedia.org/wiki/Tinnitus,fenomen perceptiu de l'oïda,acufen
Q19000422,Q19000422, , , , , , , , ,infecció,Q166231, , , , , ,D014036,C85192, , , 
Torsade de pointes,Q1625433, , , , , , , , , , , , , , ,C0040479,D016171,C50779,https://ca.wikipedia.org/wiki/Torsade_de_pointes,tipus de ritme cardíac anormal que pot provocar la mort sobtada del cor, 
Torulopsis,Q10700529, , , , , , , , , , , , , , , , , , , , 
Q7831316,Q7831316, , , , , , , , , , , , , , ,C0340231,D055089, , , , 
Q7831318,Q7831318, , , , , , , , , , , , ,748.3,J98.0,"C0040587,C2713583",D014137,C85196, , , 
Q7834273,Q7834273, , , , , , , , , , , , ,284.81,D60.1,C0238478,C536980,C131683, , , 
Q43703023,Q43703023, , , , , , , , , , , , , , , , , , ,article científic, 
treponematosi,Q1243869, , , , , , , , ,infecció,Q166231, , , , , ,D014211,C85197, , , 
Q7841016,Q7841016, , , , , , , , , , , , , , ,C0263487,C536558, , , , 
Q66896718,Q66896718, , , , , , , , , , , , , , , , , , , , 
dit de ressort,Q2093127, , , , , , , , , , , , , , ,C0410060,D052582, ,https://ca.wikipedia.org/wiki/Dit_de_ressort, ,dit en molla
Q504558,Q504558, , , , , , , , , , , , , , , , , , , , 
Q55781609,Q55781609, , , , , , , , , , , , , , ,C1860403,C536923, , , , 
Q2849604,Q2849604, , , , , , , , , , , , ,215.9,D18.0,C0346073,C536924,C4487, , , 
heterodisomia,Q1207929, , , , , , , , , , , , , , , ,D024182, ,https://ca.wikipedia.org/wiki/Heterodisomia, , 
urolitiasi,Q3650513, , , , , , , , , , , , , , , ,D014545, , , , 
malaltia uveal,Q18555950, , , , , , , , , , , , , , ,C0042161,D014603,C26908, , ,"malaltia de l'úvea,trastorn de l'úvea,trastorn uveal"
vaginisme,Q1128431, , , , ,vaginitis,Q676191, , , , , , , ,N94.2,C2004487,D052065,C78703,https://ca.wikipedia.org/wiki/Vaginisme, , 
Q5958808,Q5958808, , , , , , , , , , , , , , ,C0268573,C536524, , , , 
Q2610066,Q2610066, , , , , , , , ,infecció,Q166231, , , , ,C1320184,D065507, , , , 
infecció per virus de la varicel·la zòster,Q55779917, , ,aciclovir,Q147101, , , , ,infecció,Q166231, , ,052.7, ,C0586989,D000073618,C96407, , , 
Símcope vasovagal,Q2667159, , , , ,Q7908541,Q7908541, , , , , , , , , ,D019462, ,https://ca.wikipedia.org/wiki/S%C3%ADncope_vasovagal,Pèrdua breu de consciència a causa d’una caiguda de la tensió arterial., 
Q69740869,Q69740869, , , , , , , , , , , , , , , , , , , , 
Q7923466,Q7923466, , , , , , , , , , , , , , ,"C1860432,C2931176",C536346, , , , 
infecció per virus d'ARN,Q18967413, , , , , , , , ,infecció,Q166231, , , , , ,D012327,C34395, , , 
Q7263598,Q7263598, , , , , , , , , , , , , , ,"C0936215,C1527330",D026681,C85221, , , 
Q7936965,Q7936965, , , , , , , , , , , , , , ,C0042875,D014811, , , , 
vulvodínia,Q1571008, , , , , , , , , , , , ,625.70, ,CL495312,D056650, ,https://ca.wikipedia.org/wiki/Vulvod%C3%ADnia, , 
Q7961531,Q7961531, , , , , , , , , , , , ,457.1,I89.0,"C0024215,C0267372,C2931241",C536567, , , , 
degeneració walleriana,Q1753825, , , , , , , , , , , , , , , ,D014855, ,https://ca.wikipedia.org/wiki/Degradaci%C3%B3_walleriana, , 
Q7967227,Q7967227, , , , , , , , , , , , , , , ,D050805, , , , 
Q1143638,Q1143638, , , , , , , , , , , , , , , , , , , , 
Q1538218,Q1538218, , , , , , , , , , , , ,708.8,E85.0,C0268390,D056587,C119054, , , 
tos ferina,Q134859,"apnea,fatiga muscular,febre,rinorrea,tos,vòmit","Q1115038,Q127076,Q35805,Q38933,Q754424,Q9690","demeclociclina,eritromicina,guaifenesina","Q213511,Q2736402,Q420682", , , , ,bordetel·la pertússica,Q137103, , , , ,C0006015,D014917, ,https://ca.wikipedia.org/wiki/Tos_ferina,malaltia infecciosa respiratòria,"catarro,distenta"
Q48989140,Q48989140, , , , , , , , , , , , , ,G71.8,C0796200,C536703, , , , 
Q55637897,Q55637897, , , , , , , , , , , , , , ,C3502073,C564735, , , , 
Q55998502,Q55998502, , , , , , , , , , , , , ,Q84.1,"C0343073,C0345427,C1860238,C4072835,C4072836,C4073292",C536745, , , , 
Q55781621,Q55781621, , , , , , , , , , , , , , ,"C0272051,C1863769", , , , , 
xerodèrmia pigmentada,Q612693, , , , , , , , , , , , , ,Q82.1,C0043346,D014983,C3452,https://ca.wikipedia.org/wiki/Xerod%C3%A8rmia_pigmentada, , 
