diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
[Congenital megaloureter],Q73433043, , , , , , , , , , , , , , , , , , ,scientific article published on 01 December 1953, 
"Müllerian anomalies, hearing loss, and connexin 26 mutations.",Q50465198, , , , , , , , , , , , , , , , , , ,scientific article published on 2 May 2006, 
[Contact and photocontact dermatitis],Q70709120, , , , , , , , , , , , , , , , , , ,scientific article published on 01 April 1971, 
Cortes Lacassie syndrome,Q30314657, , , , , , , , , , , , , , ,CL495035, , ,https://en.wikipedia.org/wiki/Cortes_Lacassie_syndrome,human disease,cortes lacassie syndrome
cramp,Q2006818, , , , ,seizure,Q6279182, , , , , , , , ,C0026821,D009120,C34827,https://en.wikipedia.org/wiki/Cramp,"pathological, often painful, involuntary muscle contraction","leg cramp,muscle cramp"
Crandall syndrome,Q5181978, , , , , , , , , , , , ,704.8, ,C0432348, , ,https://en.wikipedia.org/wiki/Crandall_syndrome,medical condition,"Alopecia deafness hypogonadism,Alopecia-deafness-hypogonadism syndrome,Alopecia-sensorineural deafness-hypogonadism syndrome"
creatine transporter deficiency,Q17084842, , , , , , , , , , , , ,758.81,E72.8,C1845862,C535598,C125665,https://en.wikipedia.org/wiki/Creatine_transporter_defect,Human disease,"CCDS1,CEREBRAL CREATINE DEFICIENCY SYNDROME 1, CCDS1,Cerebral Creatine Deficiency Syndrome type 1,Creatine Deficiency Syndrome, X-Linked,Creatine Transporter Defect,Creatine transporter deficiency,Mental Retardation, X-Linked, With Creatine Transport Deficiency,Mental Retardation, X-Linked, With Seizures, Short Stature, and Midface Hypoplasia,SLC6A8 deficiency,X-linked creatine deficiency,X-linked creatine deficiency syndrome,X-linked creatine transporter deficiency,cerebral creatine deficiency syndrome 1"
[Creeping disease],Q72429825, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1969, 
cyanide poisoning,Q883082,convulsion,Q852376, , , , , , ,cyanide,Q55076544, , ,989.0,T65.0, ,D003486, ,https://en.wikipedia.org/wiki/Cyanide_poisoning,broad-spectrum poisoning by inhibition of the aerobic respiration metabolism at the cellular level in mitochondria, 
Cytomegalovirus,Q6946, , , , ,human betaherpesvirus 5,Q6929, , , , , , , , , ,D003587, ,https://en.wikipedia.org/wiki/Cytomegalovirus,genus of viruses,"Cytomegalovirus group,cytomegalovirus"
Daentl Towsend Siegel syndrome,Q5208264, , , , , , , , , , , , , ,Q87.8,C2931014,C535768, ,https://en.wikipedia.org/wiki/Daentl_Townsend_Siegel_syndrome,human disease,"Daentl-Townsend-Siegel syndrome,Familial nephrosis, hydrocephalus, thin skin, blue sclerae syndrome,Hydrocephalus blue sclera nephropathy"
delayed ejaculation,Q1142563, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Delayed_ejaculation,"man's inability for or persistent difficulty in achieving orgasm, despite typical sexual desire and sexual stimulation", 
[Alcohol dementia],Q71218394, , , , , , , , , , , , , , , , , , ,scientific article published on 01 April 1980, 
depressive personality disorder,Q5260921, , , , ,schizoid personality disorder,Q498237, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Depressive_personality_disorder,Personality disorder,melancholic personality disorder
22,22, , , , , , , , , , , , , , , , , , , , 
dermatophytids,dermatophytids, , , , , , , , , , , , , , , , , , , , 
Diencephalic syndrome,Q9390543,"Cachexia,failure to thrive","Q1497481,Q6003455", , , , , , ,diencephalic neoplasm,Q18556087, , ,253.8,C72.8,"C0271889,C0342436", ,C116955,https://en.wikipedia.org/wiki/Diencephalic_syndrome,"Diencephalic syndrome (DS) is a rare condition characterized by profound emaciation and failure to thrive (with normal caloric intake and normal linear growth), hyperalertness, hyperkinesias and euphoria, in the presence of hypothalamic tumors","Diencephalic Syndrome of Infancy,Diencephalic cachexia,Diencephalic syndrome of childhood,Diencephalic syndrome of emaciation,Russell diencephalic cachexia,Russell syndrome"
Dieterich disease,Q55790152, , , , , , , , , , , , , , ,C2931124,C536172, ,https://en.wikipedia.org/wiki/Dieterich%27s_disease,human disease,"Avascular necrosis of the metacarpal head,Dieterich's disease"
Diffuse neonatal hemangiomatosis,Q5275418, , , , , , , , , , , , , ,Q82.8,C0474965, , ,https://en.wikipedia.org/wiki/Diffuse_neonatal_hemangiomatosis,medical condition, 
diffuse panbronchiolitis,Q3085380, , , , , , , , , , , , ,491.8,J44.8,C0878555,C536174, ,https://en.wikipedia.org/wiki/Diffuse_panbronchiolitis,inflammatory lung disease,"Diffusive panbronchiolitis,Dpb,PANBRONCHIOLITIS, DIFFUSE,Pblt"
Digoxin toxicity,Q151350, , , , , , , , , , , , , ,T46.0, , , ,https://en.wikipedia.org/wiki/Digoxin_toxicity,medical condition,digitalis poisoning
diplopia,Q775940, , , , , , , , , , , , , , ,C0012569,D004172,C37941,https://en.wikipedia.org/wiki/Diplopia,human disease,"diplopia (disorder),double vision"
[Monocular diplopia],Q67786307, , , , , , , , , , , , , , , , , , ,scientific article published on 01 May 1991, 
STUDIES OF SMALL INTESTINE DURING DEVELOPMENT. III. INFANTILE DIARRHEA ASSOCIATED WITH INTOLERANCE TO DISACCHARIDES,Q76884715, , , , , , , , , , , , , , , , , , ,scientific article published on 01 July 1964, 
discoid lupus erythematosus,Q1228801, , , , , , , , , , , , , ,L93.0,C0024138,D008179,C26820,https://en.wikipedia.org/wiki/Discoid_lupus_erythematosus,autoimmune skin condition,DLE
disinhibited attachment disorder,Q3700220, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Disinhibited_attachment_disorder,medical condition, 
Perifolliculitis capitis abscedens et suffodiens,Q7168463, , , , , , , , , , , , ,704.8,L08.8,C0263506,C562486, ,https://en.wikipedia.org/wiki/Dissecting_cellulitis_of_the_scalp,medical condition,"Dissecting Cellulitis of the Scalp,PERIFOLLICULITIS CAPITIS ABSCEDENS ET SUFFODIENS, FAMILIAL,dissecting cellulitis of the scalp"
diverticulosis,Q278158, , , , ,diverticulitis,Q1066061, , , , , , , , , ,D043963, ,https://en.wikipedia.org/wiki/Diverticulosis,condition of having diverticula (outpocketings) in the wall of the intestine,diverticular disease
doxorubicin induced cardiomyopathy,Q55790164, , , , , , , , ,doxorubicin,Q18936, , , , , , , , ,human disease, 
dysbarism,Q3709266, , , , , , , , , , , , , , ,C0004760, , ,https://en.wikipedia.org/wiki/Dysbarism,disorder caused by pressure change, 
Dysexecutive syndrome,Q5319401, , , , , , , , , , , , , , ,C3840049, , ,https://en.wikipedia.org/wiki/Dysexecutive_syndrome,condition usually resulting from brain damage, 
Dysfibrinogenemia,Q5319404, , , , , , , , , , , , ,286.3,D68.2,"C0272350,C1260903", ,C131659,https://en.wikipedia.org/wiki/Dysfibrinogenemia,Familial dysfibrinogenemia is a coagulation disorder characterized by a bleeding tendency due to a functional anomaly of circulating fibrinogen,"Congenital dysfibrinogenemia,DYSFIBRINOGENEMIA, CONGENITAL,Dysfibrinogenemia,Dysfibrinogenemia, familial,Familial dysfibrinogenemia,Hypodysfibrinogenemia, Congenital"
[Acquired dysfibrinogenemia],Q77618310, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1998, 
dysmyelination with jaundice,Q55781839, , , , , , , , , , , , , , ,C1857143,C565610, , ,human disease,DYSMYELINATION WITH JAUNDICE
qualitative or quantitative defects of dystrophin,Q55785972, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Dystrophinopathy,human disease,Dystrophinopathy
echovirus infectious disease,Q18966558, , , , , , , , ,infection,Q166231, , , , , ,D004457, , ,Human disease,"Echo Virus Infection,Echo Virus Infections,Echovirus Infection,Enteric cytopathic human orphan virus infection,Infection, Echo Virus,Infection, Echovirus,Infections, Echo Virus,Infections, Echovirus,obsolete echovirus infectious disease"
restless legs syndrome,Q916280, , ,"(6S)-rotigotine,Horizant,carbamazepin,clonazepam,gabapentin,gabapentin enacarbil,pramipexole,pregabalin,ropinirol","Q407988,Q410352,Q410412,Q411985,Q412174,Q420590,Q421304,Q47521685,Q5515257",hypokinesia,Q1036662, , , , , , ,"333.94,333.99",G25.81,C0035258,D012148,C84501,https://en.wikipedia.org/wiki/Restless_legs_syndrome,"central nervous system disease characterized by throbbing, pulling creeping or other unpleasant sensations in the legs and the irresistible urge to move them","RLS,Restless Leg Syndrome,WED,Willis-Ekbom disease,Wittmaack-Ekbom syndrome"
Encopresis,Q653027, , , , , , , , , , , , , , , ,D004688,C92568,https://en.wikipedia.org/wiki/Encopresis,voluntary or involuntary fecal soiling in toilet trained children,paradoxical diarrhea
endocrinopathy,Q3725133, , , , ,endocrine system disease,Q2661443, , , , , , , , , , , , , , 
Enolase deficiency,Q5379381, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Enolase_deficiency,medical condition, 
entomophthoramycosis,Q5380626, , ,"amphotericin B,itraconazole","Q411229,Q412223", , , , ,infection,Q166231, , , , ,C1396717,C000656785,C77212,https://en.wikipedia.org/wiki/Entomophthoramycosis,Human disease,"entomophthorales infection,entomophthoromycosis"
envenomization by  Bothrops lanceolatus,Q55790206, , , , , , , , ,snakebite,Q68854, , , , , , , , ,human disease,Envenomization by the Martinique lancehead viper
Eosinophilic cystitis,Q16969155, , , , , , , , , , , , ,595.89, ,C0742965, , ,https://en.wikipedia.org/wiki/Eosinophilic_cystitis,medical condition,Eosinophilic cystitis
Eosinophilic myocarditis,Q48770946, , , , , , , , , , , , , , ,C0151788, , ,https://en.wikipedia.org/wiki/Eosinophilic_myocarditis,medical condition, 
epilepsia partialis continua,Q4898733, , , , , , , , , , , , ,"345.7,345.70", ,C0085543,D017036, ,https://en.wikipedia.org/wiki/Epilepsia_partialis_continua,Human disease,"Epilepsia partialis continua,Kozhevnikov's epilepsia,Kozhevnikov's epilepsy,epilepsia partialis continua with intractable epilepsy,obsolete epilepsia partialis continua"
Erosive pustular dermatosis of the scalp,Q68584496, , , , , , , , , , , , , , , , , , ,scientific article published on 01 September 1990, 
Erythroplakia,Q897843, , , , , , , , , , , , , , ,C0014818,D004919,C3025,https://en.wikipedia.org/wiki/Erythroplakia,medical condition,"Erythroplasia,erythroplakia"
Enteropathogenic Escherichia coli,Q13419512, , , , , , , , , , , , , , , ,D054308, , ,Strains of ESCHERICHIA COLI characterized by attaching-and-effacing histopathology. These strains of bacteria intimately adhere to the epithelial cell membrane and show effacement of microvilli. In developed countries they are associated with INFANTI,"Enteropathogenic Escherichia coli gastrointestinal tract infection,Enteropathogenic Escherichia coli gastrointestinal tract infection (disorder),Enteropathogenic Escherichia coli infection,enteropathogenic Escherichia coli infectious disease,intestinal infection due to enteropathogenic E. coli,obsolete enteropathogenic Escherichia coli infectious disease"
Esophoria,Q5398647, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Esophoria,medical condition, 
essential fatty acid deficiency,Q3961670, , , , ,Fads,Q16782245, , , , , , , , ,C0342919, , , , ,"Burr syndrome,EFAD"
Exencephaly,Q1774245, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Exencephaly, , 
exercise-induced anaphylaxis,Q25399683, , , , , , , , , , , , , , ,C0344183, , ,https://en.wikipedia.org/wiki/Exercise-induced_anaphylaxis, ,"Exercise anaphylaxis,Exercise induced anaphylaxis,exercise induced anaphylaxis"
serpentine fibula-polycystic kidney syndrome,Q7455128, , , , , , , , , , , , , , , ,C537586, ,https://en.wikipedia.org/wiki/Serpentine_fibula-polycystic_kidney_syndrome,medical condition,Exner syndrome
Exophoria,Q3062042, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Exophoria,visual impairment, 
[Experimental allergic encephalomyelitis],Q70066275, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1985, 
exploding head syndrome,Q3106901, , , , , , , , , , , , , , ,C3163857, , ,https://en.wikipedia.org/wiki/Exploding_head_syndrome,Syndrome where people perceive loud imagined noises when falling asleep or waking up,EHS
Factor V Leiden Mutation and Implantation Failure,Q65546308, , , , , , , , , , , , , , , , , , ,clinical trial, 
hemophilia C,Q1393718,bleeding,Q166019, , , , , , , , , , ,286.2,D68.1,C0015523,D005173,C84705,https://en.wikipedia.org/wiki/Haemophilia_C,human disease,"Congenital factor XI deficiency,F11 Deficiency,FACTOR XI DEFICIENCY,Hereditary Factor XI Deficiency,Hereditary factor XI deficiency disease,Hereditary factor XI deficiency disease (disorder),Pta Deficiency,Rosenthal Syndrome,Rosenthal factor deficiency,Rosenthal's disease,factor XI deficiency,haemophilia C,plasma thromboplastin antecedent deficiency"
[Congenital factor XIII deficiency],Q69529607, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1973, 
familial eosinophilia,Q30314825, , , , , , , , , , , , , , ,C0272192,C562722, ,https://en.wikipedia.org/wiki/Familial_eosinophilia,human disease,"EOSINOPHILIA, FAMILIAL,Eos,Familial eosinophilia,eosinophilia, familial"
"[Familial hyperlipoproteinemia, type IV]",Q81154670, , , , , , , , , , , , , , , , , , ,scientific article published on 01 July 2007, 
Familial multiple lipomatosis,Q85760447, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Familial_multiple_lipomatosis,Hereditary adipose tissue disorder., 
fan death,Q303331, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Fan_death,South Korean misconception relating to the use of electric fans., 
fibrosis,Q605709, , , , , , , , , , , , , , ,C3550476,D005355, ,https://en.wikipedia.org/wiki/Fibrosis,formation of excess fibrous connective tissue in an organ or tissue in a reparative or reactive process,fibrotic disease
follicular lymphoma,Q123251, , , , , , , , , , , , , , ,C0024301,D008224,C3209,https://en.wikipedia.org/wiki/Follicular_lymphoma,non-Hodgkin lymphoma that is characterized as an indolent non-Hodgkin's lymphoma and has_material_basis_in follicle center B-cells (centrocytes and centroblasts).,"Follicle Center Lymphoma,Follicular low grade B-cell lymphoma (disorder),Follicular lymphoma, FL,Follicular non-Hodgkin's lymphoma (disorder),Giant follicular lymphosarcoma,Lymphoma, Follicular,malignant lymphoma, follicle centre,malignant lymphoma, nodular NOS (morphologic abnormality),nodular lymphoma,nodular lymphoma (Brill - Symmers disease),obsolete nodular lymphoma"
formaldehyde exposure,Q21174328,"cough,eye irritation,nasal irritation,respiratory irritation,tear secretion,throat irritation,wheeze","Q11820606,Q12153824,Q21112283,Q21118859,Q35805,Q517104,Q7798315", , , , , , ,formaldehyde,Q161210, , , , , ,C537268, , ,hazardous chemical exposure,"Formaldehyde Exposure,Formaldehyde toxicity,Formalin Intoxication,Formalin Toxicity,formaldehyde poisoning"
Fournier gangrene,Q616449, , , , , , , , , , , , , , , ,D018934, ,https://en.wikipedia.org/wiki/Fournier_gangrene,type of necrotizing fasciitis or gangrene affecting the external genitalia and/or perineum,Fournier's gangrene
fugue state,Q951639, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Fugue_state,dissociative disorder, 
galactorrhea,Q278515, , , , , , , , , , , , ,"611.6,676.6", ,"C0235660,C3665358",D005687,C113343,https://en.wikipedia.org/wiki/Galactorrhea,"spontaneous flow of milk from the breast, unassociated with childbirth or nursing","GALACTORRHEA,Galactorrhea due to non-obstetric cause (disorder),Galactorrhea not associated with childbirth (disorder),Galactorrhoea,Witch's milk,galactorrhea not associated with childbirth,obsolete galactorrhea not associated with childbirth"
Galactorrhea hyperprolactinemia,Q5517828, , , , , , , , , , , , , , , ,C535402, ,https://en.wikipedia.org/wiki/Galactorrhea_hyperprolactinemia,human disease,"Galactorrhea-Hyperprolactinemia,Galactorrhoea-Hyperprolactinaemia,Hyperprolactinaemia,galactorrhoea-hyperprolactinaemia"
gas bloat syndrome,Q55790276, , , , , , , , , , , , , , ,C2930966,C535647, , ,human disease,Post-fundoplication syndrome
koro,Q1080699, , , , ,kuru,Q274615, , , , , , , , , ,D016911, ,https://en.wikipedia.org/wiki/Koro_(medicine),"genital-related neurosis, in which an individual has an overpowering belief that one’s genitalia are retracting and will disappear, despite the lack of any true longstanding changes to the genitals","genital retraction syndrome,penis panic,shrinking penis"
Gianotti–Crosti syndrome,Q475972, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Gianotti%E2%80%93Crosti_syndrome,medical condition, 
Acrogeria,Q4675775, , , , , , , , , , , , , , , ,C538187, ,https://en.wikipedia.org/wiki/Acrogeria,Skin condition,Gottron's syndrome
Constitutional Growth Delay,Q95444789, , , , , , , , , , , , , , , , , , , , 
Hairy palms and soles,Q5639639, , , , , , , , , , , , , , ,C1841694,C535620, ,https://en.wikipedia.org/wiki/Hairy_palms_and_soles,human disease,"Circumscribed Hairy Dysembryoplasia of Palms,HAIRY PALMS AND SOLES,Hairy cutaneous malformations of palms and soles,Thickened hair-bearing skin on the palms of both hands"
hallux valgus,Q852574, , , , , , , , , , , , , , ,"C0006386,C0018536",D006215, ,https://en.wikipedia.org/wiki/Bunion,deformity characterized by lateral deviation of the big toe,bunion
[Naevus sebaceus Jadassohn and syringocystadenoma papilliferum. Epithelial hamartoma of the skin],Q72887210, , , , , , , , , , , , , , , , , , ,scientific article published on 01 March 1981, 
Harding ataxia,Q5656137, , , , , , , , , , , , ,334.3,G11.1,C0393520,C535633, ,https://en.wikipedia.org/wiki/Harding_ataxia,medical condition,"CEREBELLAR ATAXIA, EARLY-ONSET, WITH RETAINED TENDON REFLEXES,CEREBELLAR ATAXIA, EARLY-ONSET, WITH RETAINED TENDON REFLEXES, EOCA,EOCA,EOCARR,Harding ataxia,early-onset cerebellar ataxia with retained tendon reflexes"
pediatric cardiac tumors,Q3542028, , , , , , , , , , , , , ,"C38.0,D15.1",C4274356, , , ,"Cardiac tumours are benign or malignant neoplasms arising primarily in the inner lining, muscle layer, or the surrounding pericardium of the heart. They can be primary or metastatic.","Cardiac tumor of child,Childhood neoplasm of heart,Heart tumor of child,pediatric heart neoplasm,primary pediatric heart tumor"
Heavy Metal Poisoning,Q5695132, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Heavy_Metal_Poisoning,1983 song performed by Styx, 
Kasabach-Merritt syndrome,Q764185, , , , , , , , , , , , , , , ,D059885, ,https://en.wikipedia.org/wiki/Kasabach%E2%80%93Merritt_syndrome,A rare disease usually seen in infants,"Hemangioma thrombocytopenia syndrome,Hemangioma with thrombocytopenia"
infantile hemangioma,Q52771370, , , , , , , , , , , , , , ,C1865871,C535860, ,https://en.wikipedia.org/wiki/Infantile_hemangioma,human disease,"HCI,HEMANGIOMA, CAPILLARY INFANTILE,Hemangioma, Hereditary Capillary,capillary infantile hemangioma"
hematocolpos,Q5711155, , , , , , , , , , , , , , , ,D006399, ,https://en.wikipedia.org/wiki/Hematocolpos,medical condition in which the vagina fills with menstrual blood, 
hemothorax,Q369073, , , , , , , , , , , , , , ,C0019123,D006491,C50582,https://en.wikipedia.org/wiki/Hemothorax,type of pleural effusion in which blood accumulates in the pleural cavity,Haemothorax
Hereditary hearing loss and deafness genes in Japan.,Q37741170, , , , , , , , , , , , , , , , , , ,scientific article published on March 2010, 
[Study of virus content of Herpes viridae family in parotid secretion of patients with inflammatory-dystrophic diseases of salivary glands],Q83059792, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 2010, 
Herpes B virus,Q1330599, , , , , , , , , , , , , , , ,D006568, ,https://en.wikipedia.org/wiki/B_virus,species of virus,"B virus,CHV-1,Cercopithecine herpesvirus 1,Herpesvirus 1, Cercopithecine,Herpesvirus simiae,Macacine herpesvirus 1"
heterophobia,Q849223, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Heterophobia_(term),feeling of fear and rejection against heterosexual people, 
hiccups,Q58952, , ,"(RS)-baclofen,benzonatate,chlorpromazine,ethyl ether,triflupromazine","Q202218,Q2070778,Q407972,Q413717,Q510494", , , , , , , , ,786.8, , ,D006606,C37966,https://en.wikipedia.org/wiki/Hiccup,involuntary contraction of the diaphragm,"Hiccup,hiccough"
canine hip dysplasia,Q1434611, , , , , , , , , , , , , , , ,D006619, ,https://en.wikipedia.org/wiki/Hip_dysplasia_(canine),A hereditary disease of the hip joints in dogs. Signs of the disease may be evident any time after 4 weeks of age.,"Canine Hip Dysplasia,Dysplasia, Canine Hip"
[Traumatic hip luxation],Q70583462, , , , , , , , , , , , , , , , , , ,scientific article published on 01 November 1982, 
non-Langerhans-cell histiocytosis,Q3136521, , , , , , , , , , , , , , ,C0019624,D015616, ,https://en.wikipedia.org/wiki/Non-X_histiocytosis,Human disease,"Non-Langerhans cell histiocytosis,non-langerhans-cell histiocytosis"
HIV,Q15787, , , , , , , , , , , , , , , ,D006678, ,https://en.wikipedia.org/wiki/HIV,"human retrovirus, cause of AIDS","Human Immunodeficiency Virus, HIV,aidsvirus,human immunodeficiency virus"
Horseshoe kidney,Q1634033, , , , , , , , , , , , , , , , ,C98947,https://en.wikipedia.org/wiki/Horseshoe_kidney,congenital disorder of urinary system, 
"[Diagnosis of HSV-1, HSV-2 infection]",Q83156253, , , , , , , , , , , , , , , , , , ,scientific article published on 01 March 2006, 
Identification of human parvovirus B19 infection in idiopathic nonimmune hydrops fetalis,Q70926359, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1996, 
Hutchinson's teeth,Q1424702, , , , , , , , ,congenital syphilis,Q5160454, , , , ,C0020186, , ,https://en.wikipedia.org/wiki/Hutchinson%27s_teeth,clinical sign of congenital syphilis,"Hutchinson's incisor,Hutchinson's sign,Hutchinson-Boeck teeth"
hyperammonemia,Q1640868, , , , , , , , , , , , , , ,C0220994,D022124,C98950,https://en.wikipedia.org/wiki/Hyperammonemia,medical condition, 
Idiopathic hypercalcinuria,Q112610466, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Idiopathic_hypercalcinuria, , 
Idiopathic hypercalcinuria,Q112610466, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Idiopathic_hypercalcinuria, , 
Hypergeusia,Q5958019, , , , , , , , , , , , , , ,C2609164, , ,https://en.wikipedia.org/wiki/Hypergeusia,Taste disorder, 
hyperhidrosis,Q935781, , ,"Hyoscyamine,aluminum chlorohydrex propylene glycol","Q27286540,Q413762", , , , , , , , , , , ,D006945,C78345,https://en.wikipedia.org/wiki/Hyperhidrosis,human medical condition,excessive sweating
hyperkalemia,Q605259, , ,patiromer,Q21284261, , , , , , , , , , ,C0020461,D006947,C37968,https://en.wikipedia.org/wiki/Hyperkalemia,elevated level of potassium (K+) in the blood serum., 
Hyperkeratosis lenticularis perstans,Q43185102, , , , , , , , , , , , , , ,C0263420,C538377, , ,skin diease,Flegel disease
hyperlipoproteinemia type I,Q68640538, , , , , , , , , , , , , , , ,D008072, , ,"inherited condition caused by a deficiency either of lipoprotein lipase, or of apolipoprotein C-II  which is a lipase-activating protein",hyperlipoproteinemia type 1
hyperostosis frontalis interna,Q1641052, , , , , , , , , , , , , , ,"C0020494,C4280524,C4280525,C4280526,C4280527",D006957,C84772,https://en.wikipedia.org/wiki/Hyperostosis_frontalis_interna,Human disease, 
hyperreflexia,Q1429154, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Hyperreflexia,symptom,"hyper-reflexia,increased reflex excitability"
positive regulation of type I hypersensitivity,Q21101401, , , , , , , , , , , , , , , , , , ,"Any process that activates or increases the frequency, rate or extent of type I hypersensitivity, a type of inflammatory response.","GO:0001812,up regulation of type I hypersensitivity,up-regulation of type I hypersensitivity,upregulation of type I hypersensitivity"
negative regulation of type II hypersensitivity,Q22303883, , , , , , , , , , , , , , , , , , ,"Any process that stops, prevents, or reduces the frequency, rate, or extent of type II hypersensitivity.","GO:0002893,down regulation of type II hypersensitivity,down-regulation of type II hypersensitivity,downregulation of type II hypersensitivity"
hyperthermia,Q242165, , ,"aspirin,cefepime,ceftazidime,ciprofloxacin,ibuprofen,magnesium salicylate tetrahydrate,mefenamic acid,naproxen,paracetamol,phenacetin,salicylamide,salsalate","Q1215575,Q1320691,Q18216,Q186969,Q20817210,Q2496906,Q2552927,Q256602,Q284321,Q419175,Q57055,Q808845", , , , , , , , ,780.6, , ,D000224,C50589,https://en.wikipedia.org/wiki/Hyperthermia,elevated body temperature due to failed thermoregulation that occurs when a body produces or absorbs more heat than it dissipates,"heat stroke,overheating"
hypertryptophanemia,Q5958803, , , , , , , , , , , , , ,E70.8,C2931837,C538393, ,https://en.wikipedia.org/wiki/Hypertryptophanemia,medical condition,"HYPERTRYPTOPHANEMIA, FAMILIAL"
Hypocomplementemic urticarial vasculitis syndrome.,Q37634646, , , , , , , , , , , , , , , , , , ,scientific article published on December 2009, 
Hypodysfibrinogenemia,Q42417349, , , , , , , , , , , , , ,D68.2,C0272350, , ,https://en.wikipedia.org/wiki/Hypodysfibrinogenemia,human disease,familial hypodysfibrinogenemia
Hypokalemic sensory overstimulation,Q48837404, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Hypokalemic_sensory_overstimulation,medical condition, 
Hyporeninemic hypoaldosteronism,Q68867580, , , , , , , , , , , , , , , , , , ,scientific article published on 01 April 1986, 
hypothalamic hamartomas with gelastic seizures,Q55788677, , , , , , , , , , , , , ,G40.5, , , , , , 
Ichthyoallyeinotoxism,Q5986402, , , , , , , , ,hallucinogenic fish,Q17077413, , , , ,C1562426, , ,https://en.wikipedia.org/wiki/Ichthyoallyeinotoxism,hallucination caused by eating certain species of fish,hallucinogenic fish inebriation
Idiopathic adolescent scoliosis,Q71419022, , , , , , , , , , , , , , , , , , ,scientific article published on 01 March 1984, 
Idiopathic sclerosing mesenteritis,Q17048348, , , , , , , , , , , , , ,K65.8,"C0025470,C0267770", , ,https://en.wikipedia.org/wiki/Idiopathic_sclerosing_mesenteritis,medical condition,"ISM,IgG4-related mesenteritis,Isolated mesenteric lipodystrophy,Lipomatous mesenteritis,Liposclerotic mesenteritis,Mesenteric lipogranuloma,Mesenteric panniculitis,Sclerosing mesenteritis,mesenteric panniculitis"
Iminoglycinuria,Q6004091, , , , , , , , , , , , ,270.8,E72.0,C0268654,C536285, ,https://en.wikipedia.org/wiki/Iminoglycinuria,medical condition,IMINOGLYCINURIA
fused mandibular incisors,Q55781136, , , , , , , , , , , , , ,K00.2,"C2931081,C3494175",C535997, , , ,"'Double Tooth',Double tooth,INCISORS, FUSED MANDIBULAR"
infantile apnea,Q25324240, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Infantile_apnea,medical condition,Apnea of infancy
Infantile digital fibromatosis,Q16917828, , , , , , , , , , , , ,238.8,M72.8,C1318562, ,C3456,https://en.wikipedia.org/wiki/Infantile_digital_fibromatosis,human disease,"Asymptomatic nodular proliferation of fibrous tissue on the dorsal and lateral aspects of the fingers or toes,Digital Fibrous Tumor of Reye,IDF,Inclusion Body Fibromatosis,Inclusion body fibromatosis,Infantile Digital Fibroma/Fibromatosis,Infantile Digital Fibromatosis,Recurring digital fibrous tumor of childhood,Reye Tumor,Reye tumor,Reye's Tumor,inclusion body fibromatosis"
iodine deficiency,Q18377123, , , , , , , , , , , , , , ,C0342199, , ,https://en.wikipedia.org/wiki/Iodine_deficiency,Human disease,obsolete iodine deficiency
iron deficiency anemia,Q954674, , ,"Ferumoxides,ferric carboxymaltose,ferrous gluconate dihydrate,ferrous sulfate heptahydrate,iron,iron sucrose,iron(II) fumarate,sodium ferric gluconate complex","Q20817270,Q27105054,Q27290556,Q27888379,Q416370,Q47495792,Q677,Q7553318", , , , , , ,Mentzer index,Q6817662,"280.8,280.9", ,"C0029810,C0162316",D018798,C84484,https://en.wikipedia.org/wiki/Iron-deficiency_anemia,anemia caused by a lack of iron,"Anemia, Iron-Deficiency,IDA,Iron-Deficiency Anemia,iron deficiency anaemia"
5p,5p, , , , , , , , , , , , , , , , , , , , 
