diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Q47461585, , , , , , , ,Q87.8,C1835087,C536135, , 
Q47512038, , , , , , , , , , , , 
Síndrome de Schaaf-Yang, , , , , , , ,Q87.1,C3809877, , , 
Q48989142, , , , , , ,759.89,Q87.1,C0265291,C537020,C130991, 
Q48989325, , , , , , , , ,C4225270, , , 
Q48990236, , , , , , , ,Q87.0,"C3809650,CL941995", , , 
Q49988980, , , , , , , ,Q87.8,C0796206, , , 
Q50349578, , , , , , , , ,C4225212, , , 
Q50349579, , , , , , , , ,C3553582, , , 
Q50349581, , , , , , , , ,C4310647, , , 
Q50349584, , , , , , , ,Q87.1,C3553870, , , 
Q50349611, , , , , , , , ,C3279839, ,C179708, 
Q50349621, , , , , , , , ,C3554343, ,C150555, 
Q50349622, , , , , , , ,Q87.8,C3554448, , , 
Q50349623, , , , , , , ,G11.4,C3554449, ,C176897, 
Q50349625, , , , , , , ,Q87.8,C3809686, , , 
Q50349627, , , , , , , ,Q87.0,C3810406, , , 
Q50349630, , , , , , , ,F84.1,C4014435, , , 
Q50349632, , , , , , , ,Q87.0,C4014538, ,C160662, 
Q50349636, , , , , , , , ,C4225396, , , 
Q50349637, , , , , , , , ,C4225375, , , 
Q50349639, , , , , , , , ,C4225354, , , 
Q50349640, , , , , , , , ,C4225352, , , 
Q50349641, , , , , , , , ,C4225351, , , 
Q50349648, , , , , , , , ,C4310740, , , 
Q50349697, , , , , , , ,Q82.8,C4225268, , , 
Q50349724, , , , , , , ,G60.8,C3279885, , , 
Q50349808, , , , , , , ,Q60.4,C0431694, ,C123202, 
Q50349821, , , , , , , , ,C4225236, ,C159655, 
Q50349825, , , , , , , ,Q92.3, , , , 
Q50349826, , , , , , , ,Q87.2,C1864852,C537975, , 
Q50364513, , , , , , , ,G71.3, , , , 
Q50364523, , , , , , , , ,C1839410,C535281, , 
Q50364525, , , , , , , ,Q92.3, , , , 
Q50414228, , , , , , , ,Q87.0,C1860145,C536892, , 
Q50572271, , , , , , , ,Q06.0,C0266510, , , 
Q51122293, , , , , , , ,Q04.3,C1857471,C535597, , 
Q51728071, , , , , , , ,Q95.2,C0795933,C563051, , 
Q51788732, , , , , , , ,Q87.8,C1839129,C536970, , 
Q51792521, , , , , , , ,Q87.0,"C1848205,C2931516",C537512, , 
Q51792668, , , , , , , ,Q87.0,C1832408,C536072, , 
Q51796815, , , , , , , , , , , , 
Q51797016, , , , , , , ,E25.0, , , , 
Q51797077, , , , , , , ,E25.0, , , , 
Q51826234, , , , , , , , ,"C0796190,C1859487,C2930903",C565902, , 
Q51955112, , , , , , ,753.8,Q64.74,C0266348, , , 
Q52660826, , , , , , , , ,C1848912,C536950, , 
Q52775754, , , , , , , ,Q25.7,"C0155675,C1857690,CL495831",C562404,C99029, 
Q53160608, , , , , , , ,F 84,C4014545, , , 
Q53661581, , , , , , , , ,C4479653, , , 
Q53661584, , , , , , , , ,C4539729, , , 
Q53661586, , , , , , , , ,C4479655, , , 
Q53661592, , , , , , , , ,C4539808, , , 
Q53661595, , , , , , , , ,C4539948, , , 
Q53661614, , , , , , , , ,C4539919, , , 
Q53661622, , , , , , , , ,C4540342, , , 
Q53661623, , , , , , , , ,C4540389, , , 
Q53661634, , , , , , , , ,C4521563, , , 
Q53661636, , , , , , , , ,C4540400, , , 
Q53661637, , , , , , , , ,C4540404, , , 
Q53661788, , , , , , , , , , , , 
Q53661792, , , , , , , , , , , , 
Q53661794, , , , , , , , , , , , 
Q53705015, , , , , , , , ,C0265479, ,C36397, 
Ausencia bilateral congénita de conductos deferentes, , , , , , , , ,C0403814,C535984,C129303, 
Q54086593, , , , , , , ,Q79.6,C0268341,C536197,C141423, 
Q54319441, , , , , , , ,Q87.8,C1838180,C536434,C126744, 
Q54366503, , , , , , , ,Q87.8,C1857512,C536959,C148371, 
Q54911717, , , , , , , , , ,D005124, , 
Q54911721, , , , , , , , ,C0266015,D004065, , 
Q54912176, , , , , , , ,Q04.3,C0431376,D054222, , 
Q54943934, , , , , , , , ,C2936421,D058533, , 
Q54946913, , , , , , , ,Q56.2,"C0238394,C2936403",D058489,C127169, 
Q54963515, , , , , , , , ,C3280153, , , 
Q54963649, , , , , , , , ,C4310676, , , 
Q54963655, , , , , , , , ,C4310670, , , 
Q54963656, , , , , , , , ,C4310669, , , 
Q54963657, , , , , , , , ,C4310668, , , 
Q54971630, , , , , , ,"758.8,758.81", ,"C0036868,C0949683",D012729, , 
Q55345664, , , , , , ,728.2, ,"C0342281,C2931765",C538193, , 
Q55345677, , , , , , , , ,"C1866853,C2931667",C537937, , 
Q55345691, , , , , , , ,G11.1,C0796045,C535295, , 
Q55345709, , , , , , ,571.8,Q87.8,C1275088,C535727, , 
Q55345725, , , , , , , ,G11.1,C1849094,C537309, , 
Q55345739, , , , , , , ,G11.0,C2678048,C567478, , 
Q55345740, , , , , , , ,G11.1,C1844936,C537315, , 
Q55345742, , , , , , , ,G11.1,C1844933,C537316, , 
Q55345743, , , , , , , ,G11.1,C0796205,C563134, , 
Q55345744, , , , , , , , ,C1844885,C537314, , 
Q55345755, , , , , , , ,Q87.8,C1838281,C563963, , 
Q55345787, , , , , , , ,G11.1,C1846492,C537310, , 
Q55345791, , , , , , , ,G11.0,C1842676,C537312, , 
Q55345797, , , , , , , ,G11.1,C1836916,C536343, , 
Q55345810, , , , , , , ,G11.2,"C1853116,C3683483", , , 
Q55345816, , , , , , , ,E75.2,C1970180, , , 
Q55345817, , , , , , , ,Q11.2,C1970013,C566985, , 
Q12826651, , , , , , , , , , , , 
Q12826697, , , , , , , , , , , , 
Q12829863, , , , , , , , , ,D013708, , 
Q12832120, , , , , , , , , , , , 
Hand–Schüller–Christian disease, , , , , , ,277.89,C96.5,C0268205, ,C6920, 
Síndrome de movimientos periódicos de las piernas,Síndrome de movimientos periódicos de las piernas, , , , , ,327.51,G47.61,"C0751774,C1561887",D020189, , 
tuberculosis pulmonar,derrame pleural,"Bedaquilina,Etambutol,Isoniacida,Levofloxacino,Linezolid,Ofloxacino,Q47495791,Rifabutina,Rifampicina,Rifapentina", , , , ,"011,011.16,011.80,011.81,011.84,011.85,011.86,011.9,011.90,011.92,011.96","A15,A15.0",C0041327,D014397,C26899, 
Q13048172, , , , , , , , , , , , 
Q13141504, , , , , , , , , , , , 
Q13141514, , , , , , , , , , , , 
Q13141528, , , , , , , , , , , , 
Q13173536, , , , ,conmoción cerebral, , , , , , , 
Q13220289, , , , , , , , , , , , 
Q13257137, , , , , , , , , ,D018327, , 
uremia, , , , , , , ,N19,C0041948,D014511, , 
Q13407042, , , , , , , , ,C1519855, ,C40170, 
Q13419262, , , , , , , , ,C0948740, ,C27343, 
Q13451619, , , ,fumar, , , , ,C0279665, ,C4026, 
depresión melancólica, , ,"Q30038761,melancolía", , , , , ,C0025193, ,C34812, 
cólico, ,"Hiosciamina,papaverina", , , , , , ,C0232488,D003085, , 
necrosis de la hipófisis, , , , , , , , ,C0271558, ,C27066, 
osteocondritis, , , , , , , , , ,D010007, , 
Q13632630, , , , , , , , ,C0040136,D013964, , 
Q13637044, , , , , , , ,E72.8, ,C538385, , 
tumor renal, , , , , , ,239.5, ,C0022665,D007680,C3150, 
Q14515911, , , , , , , , , ,D014082, , 
Q14523576, , , , , , , , , ,D011274,C92946, 
Q14594748, , , , , , , , ,C0431670, , , 
Q14870002, , , , ,infección, , , , , , , 
Q14917216, , , , , , , , ,C0343651, , , 
Q14942021, ,Fluconazol, , ,fermentación, , , ,CL541119, , , 
Q15043325, , , , , , , , , , , , 
Q15043641, , , , , , , , , , , , 
Q15051322, , , , , , , , ,C0154251,D008052, , 
Q15057288, , , , , , ,744.01,"Q16.0,Q16.1",C0702139,C537772, , 
tumor pulmonar, , , ,fumar, , , , , ,D008175, , 
mareo del mar, , , , , , , , ,C0036494, , , 
neuropatía motora periférica hereditaria, , , , , , , ,G60.0,C0027888,D015417,C75467, 
Q15335624, , , , , , , , ,C0156369, , , 
neumocistosis,"Q480971,insuficiencia respiratoria,neumonía atípica,tos","Atovaquona,Pentamidina,Q7842225,Trimetoprima-sulfametoxazol",neumonía neumococal, ,Pneumocystis jirovecii,"Reacción en cadena de la polimerasa,radiografía de tórax,tomografía axial computarizada", , , , , , 
signo de malignidad de Trousseau,Q2088392, ,signo de Trousseau, , , , , ,C0398359, , , 
Q15428809, , , , , , , , , , ,C129021, 
metalosis, , , , , , , , , , , , 
disentería amébica, ,Q5276473, , , , , , , ,D004404, , 
Q15630404, , , , , , , , , , , , 
Q15640367, , , , ,enfermedad infecciosa, ,293.0, ,C0865298, , , 
espolón calcáneo, , , , , , ,726.73,"M77.3,M77.30",C0158322,D036982, , 
Q15666414, , , , , , ,755.67, ,"C0265654,C1406822",D000070604, , 
Q15700460, , , , , , , , ,CL976634, , , 
Q15712664, , , , , , , , , , , , 
Q15714148, , , , , , , , , ,C562842, , 
Q15722435, , , , , , , , , , , , 
Ascitis quilosa, , , , , , ,457.8,I89.8,C0008732,D002915,C34482, 
Q15730674, , , , , , , , ,C2732618, , , 
Q15731388, , , , , , , , ,C1168327, , , 
Q15734066, , , , , , ,620.2, ,C0346169, ,C4060, 
Q15812429, , , , , , , ,G71.0, , , , 
alergia a las proteínas de la leche de vaca, , ,"Intolerancia a las proteínas de la leche de vaca,intolerancia a la lactosa", , , , , ,C0266815, , , 
síndrome poliuria-polidipsia,"polidipsia,poliuria", , , , , , , , , , , 
Aberraciones ópticas del ojo, , , , , ,Q73484154, , ,C2717990,D057108, , 
Q16002898, , , , , , , , ,C0276981, , , 
borreliosis, , , , ,infección, , , , ,D001899, , 
Q16039074, , , , , , , , , , , , 
Q16116595, , , , , , , , , ,D007414, , 
Aflatoxicosis, , , , ,aflatoxina, , , , , , , 
Q16154200, , , , ,Terapia de privación de andrógenos, , , , , , , 
Q16242812, , , , ,efecto adverso, , , , , , , 
Q16252204, , , , , , , ,E72.0,C1857253,C536171, , 
Q16254348, , , , , , , , , , ,C128045, 
Q16254825, , , , , , , , , , , , 
cistitis enfisematosa, , , , , , , , , , , , 
Q16257070, , , , , , , , , , , , 
Q16257164, , , , , , , , ,C0334113, , , 
Q16257997, , , , , , , , , , , , 
Q16258700, , , , , , , , ,"C1335184,C1335185,C1518237", ,"C40089,C5240,C7280", 
Q16258703, , , , , , , , ,C0403601, , , 
Q16258730, , , , , , , , ,C0270239, , , 
Q16333787,"edema,elefantiasis,linfedema", , , ,infección, , ,B74.0, , , , 
Q16525336, , , , , , , , ,C1266025, , , 
Q16525339, , , , , , , , , , , , 
Q16534561, , , , , , , , , , , , 
Q16536795, , , , , , , , ,C4227637, , , 
Q16539538, , , , , , , , ,C4048704, , , 
Q16543725, , , , , , , ,M35.8,C0409999,D000074079,C116776, 
Q16545548, , , , , , , , ,C0458101, , , 
Displasia mesomélica de Langer, , , , , , ,756.59,Q87.1,C0432230,C537267,C126876, 
Q16555939, , , , , , , , ,C3203500, , , 
Distrofia macular en alas de mariposa, , , , , , , , ,C1837029, , , 
Fiebre sennetsu,"Q102187500,adenopatía,escalofrío,hepatosplenomegalia", , , ,Neorickettsia sennetsu, ,088.89, ,C0520779,C537582, , 
Hemiasomatognosia, , , , , , , , ,C4049319, , , 
Q16628291, , , , , , , , ,C0948855, , , 
Síndrome del Músculo Temporal, , , , , , , , , , , , 
Q16642630, , , , , , , , ,C1332345, ,C5665, 
Q16661734, , , , , , , , ,C1519840, ,C39852, 
Q16662546, , , , , , , ,G60.0, , , , 
Q16662548, , , , , , , ,G60.0, , , , 
enfermedad priónica hereditaria, , , , , , , ,A81.8, , , , 
Q16678468, , , , , , , , , , ,C118170, 
enfermedad vestibular, , , , , , , ,"H81,H81.9,H81.90",C0042594,D015837, , 
Q16681405, , , , , , , , ,C0859920, ,C7367, 
Q55345826, , , , , , , , ,C1421994, , , 
Q55345840, , , , , , , ,G11.8,C3151343, , , 
Q55345884, , , , , , , ,G11.3,C4014676, , , 
Q55345891, , , , , , , , ,C4015436, , , 
Q55345896, , , , , , , ,G11.2,C4225158, , , 
Q55345905, , , , , , , , ,C4225215, , , 
Q55345906, , , , , , , ,G11.8,C4225205, ,C171269, 
Q55345908, , , , , , , ,E88.8,C4225178, , , 
Q55345911, , , , , , , , ,C4310781, , , 
Q55345912, , , , , , , ,G11.1,C4310780, , , 
Q55345914, , , , , , , , ,C4310763, , , 
Q55345920, , , , , , , , ,C4310699, , , 
Q55345933, , , , , , , , , , , , 
Q55345943, , , , , , , , ,C2931587,C537678, , 
Q55345944, , , , , , , , , , , , 
Q55345962, , , , , , , ,G90.3, , , , 
Q55345966, , , , , , , ,G11.8, , , , 
Q55345969, , , , , , , ,H47.2, , , , 
Q55345978, , , , , , , ,Q03.8, , , , 
Q55345979, , , , , , , ,"Q03.1,Q03.2,Q03.8", , , , 
Q55345982, , , , , , , ,G11.8,C0751668, , , 
Q55345983, , , , , , , ,G11.8,C0751669, , , 
Q55345984, , , , , , , ,G11.8,C0751670, , , 
Q55345985, , , , , , , ,Q87.8,C2930952,C535617, , 
Q55346009, , , , , , , ,G11.4, , , , 
Q55346010, , , , , , , ,G11.8, , , , 
Q55346023, , , , , , , ,G11.4, , , , 
Q55346025, , , , , , , ,G11.8, , , , 
Q55346032, , , , , , , ,Q87.8,C1845408, , , 
Q55346047, , , , , , , ,G11.1, , , , 
Q55346050, , , , , , , ,G93.4, , , , 
Q55346076, , , , , , , ,G11.1,C1847114, , , 
Q55346082, , , , , , , ,G31.8, , , , 
Q55346085, , , , , , , ,G11.8, , , , 
ataxia cerebelosa autosómica dominante tipo I, , , , , , , ,G11.8, , , , 
Q55346088, , , , , , , ,G11.8, , , , 
Q55346089, , , , , , , ,G11.8, , , , 
Q55346091, , , , , , , , , , , , 
Q55346092, , , , , , , , , , , , 
Q55346093, , , , , , , ,G11.3, , , , 
Q55346094, , , , , , , , , , , , 
Q55346095, , , , , , , , , , , , 
Q55346119, , , , , , , , ,C2930951,C535616, , 
Q55373611, , , , , , , ,Q04.3,C1845366,C537456, , 
Q55373613, , , , , , ,759.89,Q87.8,C0795898,C563047, , 
Q55395613, , , , , , , , ,C2751318,C567767,C153178, 
Q55610804, , , , , , ,757.0,D46.7,C3279664, , , 
Q55629168, , , , , , , ,Q87.5,C1859252,C565862, , 
Q55780128, , , , , , , , ,C1335398, ,C36205, 
Q55780289, , , , , , , ,Q87.0,C0796280,C535655, , 
Q55780292, , , , , , , ,Q74.8,C1863307,C566319, , 
Q55780305, , , , , , , ,Q82.8,"C1863093,C3151468", , , 
Q55780312, , , , , , , ,Q82.4,C1863006,C538245, , 
Q55780319, , , , , , , ,Q21.0,C1387721,C563239, , 
Q55780322, , , , , , , ,D18.0,"C1275084,C1862897,C1862898",C536364, , 
Q55780324, , , , , , , ,Q87.8,C1862868,C566281, , 
Q55780326, , , , , , , ,Q87.0,"C0339182,C1302999,C1862866",C536373, , 
Q55780330, , , , , , , , ,C1862844,C566278, , 
Q55780334, , , , , , , , ,"C0266215,C3495676",C567938, , 
Q55780338, , , , , , , ,Q87.8,C1862682,C537785, , 
Q55780351, , , , , , , , ,C1862440,C566246, , 
Q55780353, , , , , , , , ,"C1862395,C3276095", , , 
Q55780358, , , , , , , ,Q87.5,C1862381,C538271, , 
Q55780373, , , , , , , ,M89.8,"C1300202,C1862177",C536169,C122660, 
Q55780379, , , , , , , ,Q87.2,C1862169,C566204, , 
Q55780383, , , , , , , , ,C1862101,C566193, , 
Q55780384, , , , , , , ,Q73.8,C1862100,C537930, , 
Q55780385, , , , , , , ,Q74.8,"C0342282,C1862092",C537338, , 
Q55780389, , , , , , , ,Q87.0,"C1862081,C2931421",C537101, , 
Q55780400, , , , , , , ,Q74.8,C1861963,C537967, , 
Q55780402, , , , , , , ,Q87.0,C2676032,C567298, , 
Q55780409, , , , , , , ,Q87.8,C1861835,C536691, , 
Q55780415, , , , , , , ,G95.0,"C0750929,C1861647", , , 
Q55780423, , , , , , , , ,C1861553,C536425, , 
Q55780429, , , , , , , , ,C1861512,C536432, , 
Q55780435, , , , , , , ,Q12.2,"C0795902,C1852750,C3805432", , , 
Q55780452, , , , , , , ,Q87.1,C1852513,C565148, , 
Q55780454, , , , , , ,759.89,Q87.0,C1852510,C536453, , 
Q55780455, , , , , , , ,Q78.8,C0432263,C562974, , 
Q55780458, , , , , , , ,Q30.8,C1852501,C565144, , 
Q55780463, , , , , , , ,Q87.8,C1852454,C536219, , 
Q55780466, , , , , , , ,Q87.8,C1852396,C536229, , 
Q55780470, , , , , , , ,Q87.8,"C2675730,C2931049", ,C175240, 
Q55780472, , , , , , , ,Q87.0,C1852292,C565123, , 
Q55780479, , , , , , , ,Q87.0,C1852278,C565118, , 
Q55780497, , , , , , , , ,C1852085, , , 
Q55780500, , , , , , , ,Q87.1,C1852073,C565094, , 
Q55780509, , , , , , , ,M85.8,C1852022,C565089, , 
Q55780516, , , , , , , ,Q87.8,C1851986,C565080, , 
Q55780519, , , , , , , ,D16.9,"C1300233,C1851956",C565076, , 
Q55780528, , , , , , , , ,C1851899, , , 
Q55780530, , , , , , , ,Q82.4,C1851858,C565068, , 
Q55780543, , , , , , , ,Q79.6,C0268347,C562626, , 
Q55780544, , , , , , , , ,C0220679,C562424, , 
Q55780557, , , , , , ,757.39,Q81.2,C0432321,C535494, , 
Q55780563, , , , , , , ,Q77.3,C1851536, , , 
Q55780574, , , , , , , ,Q87.5,C1851428,C565034, , 
Q55780577, , , , , , , ,Q87.8,"C1876181,C2930867",C535290, , 
Q55780580, , , , , , , , ,C1851412,C565032, , 
Q55780712, , , , , , , ,Q87.2,"C1851100,C1851101",C535689, , 
Q16697832, , , , , , , , , , , , 
Q16711279, , , , , , , , , , , , 
Q16740582, , , , , , , , , , ,C174439, 
elefantiasis, ,ivermectina, , ,"Q5359413,elefantiasis,podoconiosis", , , ,C0013882,D004604,C34569, 
Q16802188, , , , , , ,189.0,C64,C0346249, ,C4524, 
Q16819853, , , , , , , ,C64, , , , 
Q16835166, , , , , , , , ,C0263429, , , 
Síndrome del linfocito desnudo tipo II, ,Q20801767, , , , , ,D81.6,C0242583, ,"C171268,C3895", 
Q16860948, , , , ,fumador pasivo, , , , , , , 
Q16866974, , , , , , , , , ,C537288, , 
Q16873382, , , , ,Q21504884, , , , , , , 
Micetoma, , , , , , , , ,C0024449,D008271,C85505, 
Q16878290, , ,Q388169, , , , , ,C3550384, , , 
Q16882760, , , , , , , , ,C0334121, , , 
Q16887028, , , , , , , , ,C0342208, ,C131438, 
Q16889762,Q17142318, , , , , ,759.89,Q79.8,C0265261,C537377,C101039, 
Q16892594, , , , , , ,755.53,Q74.0,"C0158761,C0431795",C562408, , 
neurodegeneración con acumulación cerebral de hierro, , , , , , , ,G23.0,C2931845,C538421, , 
Q16893452, , , , , , , , ,C0280089, ,C4038, 
Q16897486, , , , , , , , ,C0343468, , , 
Q16898066, , , , , , , , , , , , 
Q16898075, , , , , , , , ,C0559240, , , 
Q16905725, , , , , , , , ,C3203621, , , 
Q16908633, , , , , , , , , , , , 
Q16919874, , , , , , , , , , , , 
Q16921213, , , , , , , , , , , , 
Q16929881, , , , , , , , ,C2931480, , , 
Q16934007, , , , , , , , , , , , 
Q16935263, ,"Cefepima,Cefoperazona,Cefotaxima,Ceftazidima,Q1082945", , ,infección, , , , ,D016868, , 
Q16937928, , , , , , , ,Q82.8,"C0343094,C1275083",C562824, , 
Q16938399, , , , , , , , ,C0206094,D017600,C3717, 
Q16938550, , , , , , ,238.72,D64.3,C1264195, ,"C4036,C82616", 
Q16938596, , , , ,carcinoma de cavum, , , , , , , 
Q16939023, , , , , , ,593.6,R80.2,C0232867, , , 
Q16939433, , , , , , , , ,C0334433, ,C4231, 
Q16940237, , , , , , , ,D18.1, , , , 
Q16940647, , , , , , , ,Q87.8,C0796002,C535882, , 
Q16943887, , , , , , , , , , , , 
Q16944450, , , , , , , ,G12.2,C1854023,C535715, , 
Q16944551, , , , , , ,759.89,Q87.8,C1862099,C566192, , 
Q16944985, , , , , , , , , , ,C126692, 
Q16947790, , , , , , , ,Q87.0,C1865070,C566511, , 
gastritis crónica, ,Q4381806, , , , ,"535.4,535.40,535.41", ,C0085695, ,C26929, 
Q16964509, , , , , , , , , , , , 
artritis inflamatoria, , , , , , , , ,C1562028, , , 
Q16965307, , , , , , , ,"E71.3,E71.511",C0282525, ,C99251, 
perforación de un órgano, , ,"Q1508510,Rotura del tímpano", , , , , ,C1709337,D000072663, , 
Q16966202, , , , , , , , , , , , 
Q16968886, , , , , , , ,Q87.5,C0432291, , , 
Q16975956, , , , , , , , ,C0393920, , , 
Q16977270, , , , , , , ,Q93.5,C1842464,C536110, , 
Q16977356, , , , , , , , ,C0740341, , , 
Q16978490, , , , , , , ,K76.8,C2931508,C537490, , 
Urinotórax, , , , , , , ,J94, , , , 
Q16992883, , , , , , , , , , , , 
Q16993341, , , , , , , , , , , , 
Q16994031, , , , , , ,279.19, ,"C1835140,C3280586",C563602, , 
Q16999817, , , , , , , , ,C0156387, , , 
Q16999912, , , , , , , , ,C2362742, ,C98988, 
Q17001349, , , , , , , ,Q51.5, , , , 
Q17002910, , , , , , , , , , ,C106273, 
Q17004056, , , , , , , , , ,D065167, , 
Q17004153, , , , , , , , ,C0281929, , , 
Q17008739, , , , , , , , ,C0340950, , , 
Q17009830, , , , , , , , ,C0342517, , , 
Q17010866, , , , , , , , , , ,C3816, 
Q17012451, , , , , , , , , , , , 
Q17028415, , , , , , , , , , , , 
Q17042115, , , , , , ,759.89,Q87.8,C0796081,C537620,C123815, 
Q17048613, , , , , , , , , ,D020279, , 
hemorragia intraocular, , , , , , , , ,C0015402,D005130, , 
Intoxicación por antagonistas del calcio, , , , ,sobredosis, , , ,C0452117, , , 
Q17074273, , , , , , , ,B33.24,"C1411027,C3840127", , , 
Q17075324, , , , , , , , , , , , 
viruela hemorrágica, , , , , , , , , , , , 
Q17080095, , , , , , , ,Q93.5,C2678480,C567511, , 
Q17080979, , , , , , , , , , , , 
Q17082044, , , , , , , , , ,C537505, , 
Q17082341, , , , , , , , , , , , 
Q17083093, , , , , , , ,Q78.4,C1859309,C538150, , 
Q17083598, , , , , , , , , , , , 
Q17084842, , , , , , ,758.81,E72.8,C1845862,C535598,C125665, 
Q17094243, , , , , , ,279.03,D80.3,C0162539,D017099,"C27024,C27142", 
Q17101813, , , , , , , , ,C3164990, , , 
Q17105439, , , , , , , ,E78.6,C0342895,C538467, , 
Q17106360, , , , , , , ,D44.5,C0917890, ,C6966, 
Fractura de pilón tibial, , , , , , , , , , , , 
Q17114216, , , , , , , , , , , , 
Q17118587, , , , , , , , , , , , 
Q17119115,diarrea, , , , , , ,G31.8,C1865349,C535737, , 
Q17119158, , , , , , , , ,C1838779,C564010, , 
Q17119372, ,Meropenem, , ,infección, ,320.0,G00.0, ,D008583, , 
Q17119479, , , , , , , , ,C0264550, , , 
Q17119515,Q56014002, , , , , , , ,C1969653,C548078, , 
Q17120696, , , , , , , ,E34.8,C3715192, , , 
Q17120992, , , , ,Q5572555, , , , ,C538138,C124885, 
Q17121234, , , , , , , , , , , , 
Q17121503, , , , , , , , , ,D057129, , 
Q17122103, , , , , , , , , , , , 
Q17122800, , , , , , , , ,C0432242,C535943,C124056, 
Q55780723, , , , , , , ,Q87.1,"C1851081,C2931545", , , 
Q55780775, , , , , , , ,Q75.8,C1876203, , , 
Q55780798, , , , , , , , ,C1842025,C564232, , 
Q55780823, , , , , , , ,Q87.8,C1841853,C535986, , 
Q55780832, , , , , , , ,Q87.5,C1841835,C537293, , 
Q55780845, , , , , , , ,Q84.2,C1841696,C535618, , 
Q55780854, , , , , , , ,Q87.2,C1841657,C535853, , 
Q55780856, , , , , , , ,D18.0,C0472694,C538144, , 
Q55780901, , , , , , , ,Q67.4,C1841640,C564199, , 
Q55780948, , , , , , , ,Q87.8,"C0795976,C3149452",C536705, , 
Q55781050, , , , , , , ,M85.2,"C1840404,C4280468,C4280469,C4280470,C4280471,C4280472",C564168, , 
Q55781095, , , , , , , ,Q87.8,C1840335,C537155, , 
Q55781160, , , , , , , ,Q82.8,C1835672,C536152, , 
Q55781169, , , , , , ,748.3,J38.0,C0396059, , , 
Q55781173, , , , , , , ,Q31.0,"C0152416,C0281890,C1835494,C2931586","C537676,C563636", , 
Q55781178, , , , , , , , ,C1835488,C537006, , 
Q55781186, , , , , , , ,Q18.8,C1835396, , , 
Q55781221, , , , , , , ,Q75.8,C1835030,C563592, , 
Q55781228, , , , , , , ,Q77.8,"C1834969,C3549874", , , 
Q55781232, , , , , , , ,Q87.8,C0796062,C537326, , 
Q55781233, , , , , , , ,Q15.8,C1834935,C537552, , 
Q55781234, , , , , , , ,Q87.8,C1834929,C537554, , 
Q55781237, , , , , , , ,Q87.5,C1834880,C536540, , 
Q55781257, , , , , , , , ,C1834581,C563550, , 
Q55781260, , , , , , , ,G11.1,C1834579,C563549, , 
Q55781295, , , , , , , ,Q87.8,C1834038,C563509, , 
Q55781304, , , , , , , ,Q87.8,C1833872,C563501, , 
Q55781307, , , , , , , , ,C1833835,C563498, , 
Q55781309, , , , , , , , ,C1833830,C563496, , 
Q55781317, , , , , , , ,Q87.1,C0432283,C536050, , 
Q55781319, , , , , , , , ,C2674705,C567171,C178416, 
Q55781321, , , , , , , ,Q78.2,C0432264,C537792, , 
Q55781325, , , , , , , ,Q87.0,"C1833691,C2931416,C3714941", , , 
Q55781329, , , , , , , , ,C2674695, , , 
Q55781333, , , , , , , ,Q10.3,C1868660,C538338, , 
Q55781346, , , , , , , ,Q74.1,C1868577,C535568, , 
Q55781352, , , , , , , ,Q87.5,C1868508,C566811, , 
Q55781364, , , , , , , ,Q87.2,C1868390,C537498, , 
Q55781373, , , , , , , ,Q87.0,C1868309,C535688, , 
Q55781385, , , , , , , ,Q87.2,C1868117,C536331, , 
Q55781386, , , , , , , ,Q69.1,"C1395852,C1846474,C1868116",C536332, , 
Q55781388, , , , , , , ,Q69.0,C1868113,C566784, , 
Q55781397, , , , , , , ,Q70.4,C1867999,C566773, , 
Q55781401, , , , , , , ,Q73.8,C1867924,C566767, , 
Q55781403, , , , , , , ,Q87.2,C1867801,C538278, , 
Q55781410, , , , , , ,759.89, ,C1261128,C536422, , 
Q55781423, , , , , , , ,Q87.8,C1867443,C535844, , 
Q55781439, , , , , , , , ,"C0339838,C2931464","C536263,C537280", , 
Q55781440, , , , , , , , ,"C1867396,C2931146",C536267, , 
Q55781445, , , , , , , ,Q99.8,C0795822,C535296, , 
Q55781460, , , , , , ,759.89,Q87.8,C0265248,C579395, , 
Q55781464, , , , , , , ,Q87.2,C1867021,C536622, , 
Q55781471, , , , , , , ,Q87.0,C1866962,C537339, , 
Q55781473, , , , , , , ,Q79.2,C1866958,C537329, , 
Q55781487, , , , , , , ,Q87.0,"C1866802,C2931119", , , 
Q55781495, , , , , , , ,Q87.8,C1866745,C537318, , 
Q55781500, , , , , , , ,Q87.0,"C1866741,C3489790", , , 
Q55781501, , , , , , , ,Q87.8,C1866739,C566662, , 
Q55781503, , , , , , , ,Q77.7,C1866728,C535783, , 
Q55781505, , , , , , , ,Q77.7,C1866719,C566659, , 
Q55781507, , , , , , , ,Q77.7,C3159322, , , 
Q55781509, , , , , , , ,Q77.8,C1866688,C535794, , 
Q55781510, , , , , , , ,Q77.8,C0432221,C535793, , 
Q55781512, , , , , , , ,L72.2,C1866650,C537487, , 
Q55781526, , , , , , , ,Q70.9,C1861401,C566099, , 
Q55781527, , , , , , , ,Q74.8,C1861391,C566098, , 
Q55781528, , , , , , , , ,C1861347,C566091, , 
Q55781542, , , , , , , ,Q73.8,C1861233,C566066, , 
