diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Intestinal spirochetosis, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Intestinal_spirochetosis
lymphosarcoma, ,"(RS)-cyclophosphamide,Aldesleukin,Bleomycin,Pegaspargase,Sargramostim,Vinblastine,chlorambucil,cisplatin,cladribine,ifosfamide,lomustine,mercaptopurine,procarbazine,uracil mustard,vincristine", , , , ,"200.0,200.1,200.10,200.7","C85.0,C85.9","C0024302,C0024304,C0024305,C0024306,C0079734,C0079740,C0079741,C0079747,C0079757,C0079770,C3714542", ,"C26919,C27824,C3210,C3211,C3458,C3459,C3462,C3463", 
allergic asthma,allergic response, , , ,respiratory allergy, ,493.0,J45,C0155877, , , 
Vater, , , , , , , , , , , , 
Poxviridae infectious disease, , , , ,infection, , , , ,D011213, , 
Hyaline  dystrophy, , , , , , ,362.77, ,C0865513, , , 
Hypertrophic decidual vasculopathy, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Hypertrophic_decidual_vasculopathy
autoimmune skin disease, , , , , , , , ,"C0406632,C3888522", , , 
hydrops, , ,Hydrops, , , , , , , , , 
acute diarrhea,diarrhea, , , , , , , , , , , 
Q12638715, , , , , , , , , , , , 
APO AI deficiency, , , , , , , , ,C0342898, , , 
primary open angle glaucoma, , , , , , ,365.11,H40.11,C0339573, ,C35394, 
primary angle-closure glaucoma, , , , , , ,"365.2,365.20","H40.2,H40.20",C0017606, , , 
proptosis, , , , , , , , , , ,C87114, 
eyelid neoplasm, , , , , , , , ,C0015424,D005142,C3031, 
Tokak, , , , ,starvation, , , , , , , 
alternate asphygmo-pyramidal syndrome, , , , , , , , , , , , 
adiaspiromycosis, , , , ,Emmonsia parva, ,117.9, ,C0259737, , , 
dermoid cyst of ovary, , , , , , , , ,C0237020,C562731,C3856, 
lobar holoprosencephaly, , , , , , , ,Q04.2,C0431362, , , 
executive burnout, , , , , , , , , , , , 
salmonella sepsis, , , , ,infection, , , , , , , 
Hidradenoma, , , , , , , , ,C0019522,D006607,C7563,https://en.wikipedia.org/wiki/Hidradenoma
Van den Ende-Gupta syndrome, , , , , , , ,Q87.0,C1833136,C535909, , 
Rodrigues blindness, , , , , , , ,Q87.8,C1849332,C535865, , 
oculo-auriculo-vertebral spectrum, , , , , , , , , , , , 
lipomyelomeningocele, , , , , , ,214.8,Q05.9,C1836022,C537030, ,https://en.wikipedia.org/wiki/Lipomeningomyelocele
macrostomia, , , , , , ,744.83,Q18.4,"C0024433,C3150792",D008265, ,https://en.wikipedia.org/wiki/Macrostomia
Mesocardia, , , , , , ,746.87,Q24.8,C0265865, , , 
megalencephaly, , , , , , , , ,"C0221355,C2720434,C3805727",D058627, ,https://en.wikipedia.org/wiki/Megalencephaly
"spondylometaphyseal dysplasia, Kozlowski type", , , , , , , ,Q77.8,C0265280,C535797, , 
cerebellar malformation, , , , , , , , , , , , 
Native American myopathy,ptosis, , , , , , ,G71.2,C1850625,C538343, , 
glucocorticoid resistance, , , , , , , ,E25.8,"C1841971,C1841972",C564221,C126809, 
progressive pseudorheumatoid arthropathy of childhood, , , , , , ,756.9,Q77.7,C0432215,C535387, , 
coronary arterial fistula, , , , , , , ,Q24.5,C0265898, , , 
Arts syndrome, , , , , , ,277.2,E79.8,C0796028,C535388, ,https://en.wikipedia.org/wiki/Arts_syndrome
Banki syndrome, , , , , , , ,Q68.1,C1862319,C566228, ,https://en.wikipedia.org/wiki/Banki_syndrome
N syndrome, , , , , , , ,Q87.8,"C1417859,C2936859",C536108, , 
Nephrosialidosis, , , , , , , , ,C0268232,C562606, , 
Nager acrofacial dysostosis, , , , , , , ,Q75.4,"C0265245,C1332140",C538184,C35795,https://en.wikipedia.org/wiki/Nager_acrofacial_dysostosis
congenital pseudoarthrosis of the tibia, , , , , , , ,Q74.2,C0265661, , , 
Meyer dysplasia, , , , , , , ,Q78.8, , , , 
Langer mesomelic dysplasia, , , , , , ,756.59,Q87.1,C0432230,C537267,C126876,https://en.wikipedia.org/wiki/Langer_mesomelic_dysplasia
infantile uterus, , , , , , , ,"Q51.8,Q51.811",C0266399, , ,https://en.wikipedia.org/wiki/Uterine_hypoplasia
Congenital dislocation of the knee, , , , , , ,754.41,Q68.2,C0265669, , , 
supravalvular aortic stenosis, , , , , , , ,Q25.3,"C0003499,C1305147,C2936909",D021921,C85176,https://en.wikipedia.org/wiki/Supravalvular_aortic_stenosis
multiple pterygium syndrome,pterygium, , , , , ,759.89,Q79.8,C0265261,C537377,C101039,https://en.wikipedia.org/wiki/Autosomal_dominant_multiple_pterygium_syndrome
radioulnar synostosis, , , , , , ,755.53,Q74.0,"C0158761,C0431795",C562408, ,https://en.wikipedia.org/wiki/Radioulnar_synostosis
Mental retardation and microcephaly with pontine and cerebellar hypoplasia, , , , , , , ,Q04.3,C2677903,C567466, ,https://en.wikipedia.org/wiki/Mental_retardation_and_microcephaly_with_pontine_and_cerebellar_hypoplasia
Johnson–McMillin syndrome, , , , , , , ,Q87.8,C0796002,C535882, ,https://en.wikipedia.org/wiki/Johnson%E2%80%93McMillin_syndrome
Biemond syndrome, , , , , , ,759.89,Q87.8,C1862099,C566192, ,https://en.wikipedia.org/wiki/Biemond_syndrome
McGillivray syndrome, , , , , , , ,Q87.0,C1865070,C566511, ,https://en.wikipedia.org/wiki/McGillivray_syndrome
Nablus mask-like facial syndrome, , , , , , , ,Q93.5,C1842464,C536110, ,https://en.wikipedia.org/wiki/Nablus_mask-like_facial_syndrome
Lyngstadaas syndrome, , , , , , , ,K76.8,C2931508,C537490, ,https://en.wikipedia.org/wiki/Lyngstadaas_syndrome
cervical agenesis, , , , , , , ,Q51.5, , , ,https://en.wikipedia.org/wiki/Cervical_agenesis
Myhre syndrome, , , , , , ,759.89,Q87.8,C0796081,C537620,C123815,https://en.wikipedia.org/wiki/Myhre_syndrome
22q11.2 distal deletion syndrome, , , , , , , ,Q93.5,C2678480,C567511, ,https://en.wikipedia.org/wiki/22q11.2_distal_deletion_syndrome
Cenani-Lenz syndactyly syndrome, , , , , , , ,Q78.4,C1859309,C538150, ,https://en.wikipedia.org/wiki/Cenani%E2%80%93Lenz_syndactylism
creatine transporter deficiency, , , , , , ,758.81,E72.8,C1845862,C535598,C125665,https://en.wikipedia.org/wiki/Creatine_transporter_defect
Tracheal agenesis, , , , , , , ,Q32.1,C1261567,C536975,C35376,https://en.wikipedia.org/wiki/Tracheal_agenesis
Leri pleonosteosis, , , , , , , ,Q68.8,"C0265311,C1835450",C537118, ,https://en.wikipedia.org/wiki/Leri_pleonosteosis
ethylmalonic encephalopathy,diarrhea, , , , , , ,G31.8,C1865349,C535737, ,https://en.wikipedia.org/wiki/Ethylmalonic_encephalopathy
Eiken syndrome, , , , , , , , ,C1838779,C564010, ,https://en.wikipedia.org/wiki/Eiken_syndrome
MDP syndrome, , , , , , , ,E34.8,C3715192, , ,https://en.wikipedia.org/wiki/MDP_syndrome
hemifacial hypertrophy, , , , , , , ,Q67.4,C1399354,C563014, ,https://en.wikipedia.org/wiki/Hemifacial_hypertrophy
Acrocephalopolydactyly, , ,Griscelli syndrome type 1, , , , ,Q87.0,"C1860157,C3495588",C573722, , 
Dahlberg Borer Newcomer syndrome, , , , , , , ,Q87.8,C1855477,C535769, ,https://en.wikipedia.org/wiki/Dahlberg_Borer_Newcomer_syndrome
iridogoniodysgenesis syndrome, , , , , , , , ,C1842031, , ,"https://en.wikipedia.org/wiki/Iridogoniodysgenesis,_dominant_type"
Singleton Merten syndrome, , , , , , ,733.29,Q78.8,C0432254,C537343, ,https://en.wikipedia.org/wiki/Singleton_Merten_syndrome
Pseudodiastrophic dysplasia, , , , , , ,756.9,Q78.8,C0432206,C535826, , 
tibial hemimelia, , , , , , , ,Q72.5,C0265633,C535563, , 
Kapur–Toriello syndrome, , , , , , , ,Q87.8,C0796005,C537008, ,https://en.wikipedia.org/wiki/Kapur%E2%80%93Toriello_syndrome
diploid triploid mosaic, , , , , , ,758.89, , ,C548012, ,https://en.wikipedia.org/wiki/Diploid_triploid_mosaic
Nance-Horan syndrome, , , , , , ,759.89,Q87.0,C0796085,C538336, ,https://en.wikipedia.org/wiki/Nance%E2%80%93Horan_syndrome
Ogden syndrome, , , , , , , , ,C3275447, , ,https://en.wikipedia.org/wiki/Ogden_syndrome
mitochondrial DNA depletion syndrome, , , , , , , ,G71.3,C0342782, , ,https://en.wikipedia.org/wiki/Mitochondrial_DNA_depletion_syndrome
Nasal glial heterotopia, , , , , , ,748.1, ,C0266490, , ,https://en.wikipedia.org/wiki/Nasal_glial_heterotopia
neuronal migration disorder, , , , , , , ,Q04.8,C1837249,D054081,C98990,https://en.wikipedia.org/wiki/Neuronal_migration_disorder
Young–Madders syndrome, , , , , , , ,Q87.8,C1849649,C535829,C125418,https://en.wikipedia.org/wiki/Young%E2%80%93Madders_syndrome
Macrocephaly-capillary malformation, , , , , , ,759.89,Q87.3,C1865285,C536142, ,https://en.wikipedia.org/wiki/Macrocephaly-capillary_malformation
Hecht-Scott syndrome, , , , , , , ,Q87.2,C2931047,C535856, ,https://en.wikipedia.org/wiki/Hecht_Scott_syndrome
Thickened earlobes-conductive deafness syndrome, , , , , , , ,H90.0,C1851896, , ,https://en.wikipedia.org/wiki/Thickened_earlobes-conductive_deafness_syndrome
Knobloch syndrome,nystagmus, , , , , ,759.89,Q15.8,C1849409,C537209, ,https://en.wikipedia.org/wiki/Knobloch_syndrome
faciocardiorenal syndrome, , , , , , , ,Q87.8,C0795936,C536388, , 
high myopia-sensorineural deafness syndrome, , , , , , , ,H90.5,"C1857342,C3806275", , , 
Blepharo-cheilo-odontic syndrome, , , , , , , ,Q87.8,C1861536,C536188, , 
Forney robinson pascoe syndrome, , , , , , , , ,"C1834818,C2931461",C537269, , 
Hemimelia, , , , , , , ,"Q71.8,Q72.8,Q73.8",C0018987, ,C34674,https://en.wikipedia.org/wiki/Hemimelia
Dermotrichic syndrome, , , , , , , , , , , , 
Femoral-facial syndrome, , , , , , ,759.89,Q87.8,C0265263,C537916, ,https://en.wikipedia.org/wiki/Facial_femoral_syndrome
Gollop-Wolfgang complex, , , , , , , ,Q74.8,C1856789,C537917, , 
Gordon-Holmes syndrome, , , , , , , ,G11.8,C1859305,C565870, , 
Juberg-Hayward syndrome, , , , , , , ,Q87.0,C0796099,C537690, ,https://en.wikipedia.org/wiki/Juberg-Hayward_syndrome
Megalocornea-mental retardation syndrome, , , , , , , ,Q87.8,C0796086,C536143, , 
Ramon syndrome, , , , , , , ,Q87.8,C0796133,C535285, , 
Nathalie syndrome,"cataract,deafness,muscular atrophy,osteochondritis", , , , , , ,Q87.8,C1850626,C538342, ,https://en.wikipedia.org/wiki/Nathalie_syndrome
Fuhrmann syndrome, , , , , , , ,Q74.8,C1856728,C538189, , 
Holzgreve-Wagner-Rehder Syndrome, , , , , , , ,Q87.8,C1856095,C535327, , 
LADD syndrome, , , , , , ,759.89,Q87.8,C0265269,C538132, , 
congenital adrenal insufficiency, , , , , , , ,Q56.1,C3151055,C566130, , 
congenital disorder of glycosylation type II, , , , , , , ,E77.8,"C0349654,C2931008", , , 
acrocapitofemoral dysplasia, , , , , , , ,Q78.8,C1843096,C564334, , 
anauxetic dysplasia 1, , , , , , , ,Q77.7,CL793020, , , 
distal arthrogryposis, , , , , , , , ,C1852597,C535384, , 
atelosteogenesis, , , , , , , ,Q78.8,"C1862414,C3668942",C579928, , 
Bowen-Conradi syndrome, , , , , , ,759.89,Q87.8,C1859405,C537081, ,https://en.wikipedia.org/wiki/Bowen%E2%80%93Conradi_syndrome
brachydactyly-syndactyly syndrome, , , , , , , ,Q73.8,C1853137,C565193, , 
Armfield syndrome, , , , , , , ,Q87.8,C1846057,C564551, , 
schneckenbecken dysplasia, , , , , , ,756.9,Q77.7,C0432194,C536637, , 
multiple synostoses syndrome, , , , , , , , ,C1832708,C537380, , 
achalasia microcephaly syndrome,vomiting, , , , , , ,Q39.5,C1860212,C536010, ,https://en.wikipedia.org/wiki/Achalasia_microcephaly
spondyloepiphyseal dysplasia with congenital joint dislocations, , , , , , ,756.9,Q74.8,"C1837657,C1840471,C2931466,C2931649",C537283, , 
spinocerebellar ataxia type 5, , , , , , , ,G11.2,C0752123, , , 
IMAGe syndrome, , , , , , ,759.89,Q87.1,C1846009, ,C130988, 
"spondyloepimetaphyseal dysplasia, Missouri type", , , , , , , ,Q77.7,"C1865832,C2748495", , , 
acromesomelic dysplasia, , , , , , , , ,C0265278,C535658, ,https://en.wikipedia.org/wiki/Acromesomelic_dysplasia
"acromesomelic dysplasia, Hunter-Thompson type", , , , , , , ,Q78.8,C2930970, , , 
"hypertelorism, microtia, facial clefting syndrome","cleft lip and cleft palate,hypertelorism,microtia", , , , , , ,Q87.0,C0220742,C537632, , 
multiple intestinal atresia,intestinal atresia, , , , , ,751.8,"Q43.8,Q82.8",C0220744,C562441, ,https://en.wikipedia.org/wiki/Familial_multiple_intestinal_atresia
cytochrome-c oxidase deficiency disease, , , , , , , ,E88.8,C0268237,D030401,C98910, 
tricuspid valve prolapse, , , , , , , ,Q22.8,C0040962,D014263, , 
"spondyloepimetaphyseal dysplasia, Sponastrime type", , , , , , ,756.9,Q77.7,"C0920349,C1300260",C535786,"C129031,C92206",https://en.wikipedia.org/wiki/Sponastrime_dysplasia
Lateral meningocele syndrome, , , , , , , ,Q87.5,"C0344487,C1851710",C537878, ,https://en.wikipedia.org/wiki/Lateral_meningocele_syndrome
Barber-Say syndrome, , , , , , , ,Q87.0,C1319466,C537908, ,https://en.wikipedia.org/wiki/Barber%E2%80%93Say_syndrome
branchiootic syndrome, , , , , , , ,Q87.0,C1852718,C565171, , 
Van Maldergem syndrome, , , , , , , , ,"C1832390,C3809875",C536530, , 
pontocerebellar hypoplasia type 3, , , , , , , ,Q04.3,C1842687,C548072, , 
pontocerebellar hypoplasia type 4, , , , , , , ,Q04.3,C1856974,C536716, , 
pontocerebellar hypoplasia type 5, , , , , , , ,Q04.3,C1857762,C537745, , 
pontocerebellar hypoplasia type 6, , , , , , , ,Q04.3,C1969084,C548074, , 
pontocerebellar hypoplasia type 7, , , , , , , ,Q04.3,C3554226, , , 
pontocerebellar hypoplasia type 8, , , , , , , ,Q04.3,C3554209, , , 
pontocerebellar hypoplasia type 9, , , , , , , ,Q04.3,C4014354, , , 
pontocerebellar hypoplasia type 10, , , , , , , ,Q04.3,C4014347, , , 
developmental dislocation of joint, , , , , , , , , , , , 
macrodactylia of toes, , , , , , , ,Q74.2,C2931596,C537719, , 
idiopathic hydrops fetalis, , , , , , ,282.49,D56.0, , ,C111905, 
macrodactylia of fingers, , , , , , , ,Q74.0,C0574044,C537720, , 
immune hydrops fetalis, , , , , , ,773.3,P56.0,C0455990, ,C111904, 
congenital aortic insufficiency, , , , , , ,746.4,Q23.1,C0158617, ,C103936, 
combined oxidative phosphorylation deficiency, , , , , , , ,E88.8, , , , 
episodic ataxia type 7, , , , , , , ,G11.8,C2677843,C567459, , 
Crane-Heise syndrome, , , , , , , ,Q87.5,C1857532,C536452, , 
orofaciodigital syndrome IV, , , , , , , ,Q87.0,C0406727,C537133, , 
spondylometaphyseal dysplasia, , , , , , , ,Q77.8, , , , 
bipartite talus, , , , , , , ,Q66.8, , , , 
mitochondrial complex V (ATP synthase) deficiency nuclear type 2, , , , , , , ,G71.3,C3279699,C567528, , 
congenital heart defect-round face-developmental delay syndrome, , , , , , , ,Q87.8,C0796162,C536680, , 
Reinhardt-Pfeiffer mesomelic dysplasia, , , , , , , ,Q78.8,C1860616,C537349, , 
"Mesomelic dysplasia, Savarirayan type", , , , , , , ,Q78.8,C1854470,C565349, , 
mesomelia-synostoses syndrome, , , , , , , ,Q74.8,C1838162,C537348, , 
spondylocarpotarsal synostosis syndrome, , , , , , ,758.89,Q76.4,C1848934,C535780, , 
upper limb mesomelic dysplasia, , , , , , , ,Q78.8,"C1860614,C1862132",C538069, , 
microhydranencephaly, , , , , , , ,Q04.8,C1857977,C537555, ,https://en.wikipedia.org/wiki/Microhydranencephaly
Congenital lobar emphysema, , , , , , , ,Q33.8,C0265797,C535735,C98895,https://en.wikipedia.org/wiki/Congenital_lobar_emphysema
Congenital pseudoarthrosis of clavicle, , , , , , , ,Q74.0,C0265565,C562548, , 
Karsch-Neugebauer syndrome, , , , , , , ,Q87.2,C1866740,C537319, , 
X-linked cerebellar ataxia, , , , , , , ,G11.1, , , , 
spinocerebellar ataxia type 4, , , , , , , ,G11.2,C0752122, , , 
episodic ataxia type 3, , , , , , , ,G11.8,C1847839,C564697, , 
spastic ataxia 1, , , , , , , ,G11.4,C1970107, , , 
spastic ataxia 2, , , , , , , ,G11.4,C1969796, ,C177252, 
spastic ataxia 3, , , , , , , ,G11.4,C1969645,C566956, , 
spastic ataxia 4, , , , , , , ,G11.4,C3150925, , , 
spastic ataxia 5, , , , , , , ,G11.4,C3280977, , , 
spastic ataxia 7, , , , , , , ,G11.4,C1862441,C566247, , 
"autosomal dominant cerebellar ataxia, deafness and narcolepsy","deafness,narcolepsy", , , , , , , ,"C1858804,C3807295", , ,"https://en.wikipedia.org/wiki/Autosomal_dominant_cerebellar_ataxia,_deafness,_and_narcolepsy"
spinocerebellar ataxia type 18, , , , , , , ,G11.8,C1843884,C537197, , 
spinocerebellar ataxia type 19/22, , , , , , , ,G11.2,"C1846367,C2746067","C537198,C542540",C163756, 
spinocerebellar ataxia type 20, , , , , , , ,G11.2,C1837541,C537199, , 
spinocerebellar ataxia type 21, , , , , , , ,G11.1,C1843891,C537200, , 
spinocerebellar ataxia type 25, , , , , , , ,G11.8,C1837518,C537202, , 
spinocerebellar ataxia type 26, , , , , , , ,G11.2,C1836395,C537203, , 
spinocerebellar ataxia type 35, , , , , , , ,G11.8,"C1539956,C3888031", , , 
spinocerebellar ataxia type 36, , , , , , , ,G11.8,C3472711, ,C148316, 
spinocerebellar ataxia type 37, , , , , , , ,G11.8,C3889636, , , 
spinocerebellar ataxia type 38, , , , , , , ,G11.8,C4014812, , , 
spinocerebellar ataxia type 40, , , , , , , ,G11.8,CN219009, , , 
episodic ataxia type 8, , , , , , , ,G11.8,C4015108, , , 
autosomal recessive spinocerebellar ataxia 10, , , , , , , ,G11.2,C3150998, , , 
spinocerebellar ataxia type 1, , , , , , , ,G11.8,C0752120, ,C129982,https://en.wikipedia.org/wiki/Spinocerebellar_ataxia_type_1
spinocerebellar ataxia type 8, , , , , , , ,G11.2,C1837454,C537307, , 
spinocerebellar ataxia type 10, , , , , , , ,G11.2,C1963674,C566874, , 
spinocerebellar ataxia type 11, , , , , , , ,G11.8,C1858351, , , 
spinocerebellar ataxia type 12, , , , , , , ,G11.2,C1858501, ,C154316, 
spinocerebellar ataxia type 14, , , , , , , ,G11.2,C1854369,C537196, , 
spinocerebellar ataxia type 15/16, , , , , , , ,G11.2,"C1847725,C2676005", , , 
spinocerebellar ataxia type 17, , , , , , , ,G11.8,C1846707,C564616,C179861, 
spinocerebellar ataxia type 23, , , , , , , ,G11.2,C1853250,C537201, , 
spinocerebellar ataxia type 27, , , , , , , ,G11.8,C1836383,C537204, , 
spinocerebellar ataxia type 28,ptosis, , , , , , ,G11.1,C1853249,C537205, , 
episodic ataxia type 5, , , , , , , ,G11.8,C1866039,C566601, , 
episodic ataxia type 6, , , , , , , ,G11.8,C2675211,C567207, , 
acromelic frontonasal dysostosis, , , , , , , ,Q75.8,"C0796182,C1863616","C535657,C566345", , 
hypoparathyroidism-retardation-dysmorphism syndrome, , , , , , , ,Q87.1,C1855840,C537157,C133727,https://en.wikipedia.org/wiki/Sanjad-Sakati_syndrome
acrofacial dysostosis Cincinnati type, , , , , , , , ,C4225317, , , 
mandibulofacial dysostosis with alopecia, , , , , , , ,Q75.4,C4225349, , , 
orofaciodigital syndrome VII, , , , , , , , ,C0796100,C563104, , 
chromosome 14q11-q22 deletion syndrome, , , , , , , ,Q93.5,C3150707, , , 
chromosome 15q25 deletion syndrome, , , , , , , , ,C3280355, , , 
"chromosome 16p12.1 deletion syndrome, 520kb", , , , , , , , ,"C1850985,C3149276",C565001,C129875, 
chromosome 16q22 deletion syndrome, , , , , , , , ,C3281152, , , 
chromosome 2p12-p11.2 deletion syndrome, , , , , , , , ,C3150804, , , 
chromosome 2q31.2 deletion syndrome, , , , , , , , ,C2676724,C567344, , 
chromosome 4q21 deletion syndrome, , , , , , , ,Q93.5,C3150756, , , 
chromosome 5q12 deletion syndrome, , , , , , , , ,C3810282, , , 
chromosome 6q11-q14 deletion syndrome, , , , , , , , ,"C3150790,C3150791", , , 
chromosome 6q24-q25 deletion syndrome, , , , , , , ,Q93.5,C3150215, ,C36470, 
chromosome 22q13 duplication syndrome, , , , , , , , ,C3809844, , , 
autosomal recessive spinocerebellar ataxia 16, , , , , , , ,G11.1,C4014261, , , 
autosomal recessive spinocerebellar ataxia 15, , , , , , , ,G11.1,C3810326, , , 
autosomal recessive spinocerebellar ataxia 14, , , , , , , ,G11.1,C3809327, , , 
autosomal recessive spinocerebellar ataxia 7, , , , , , , ,G11.1,C1836474,C563753, , 
autosomal recessive spinocerebellar ataxia 12, , , , , , , ,G11.1,C3280452, , , 
autosomal recessive spinocerebellar ataxia 2, , , , , , , ,G11.0,C1859298,C565865, , 
autosomal recessive spinocerebellar ataxia 11, , , , , , , ,G11.1,C3280226, , , 
autosomal recessive spinocerebellar ataxia 17, , , , , , , ,G11.1,C4015301, , , 
autosomal recessive spinocerebellar ataxia 19, , , , , , , ,G11.1,C4225383, , , 
autosomal recessive spinocerebellar ataxia 20, , , , , , , ,Q87.8,C4225355, , , 
orofaciodigital syndrome V, , , , , , , ,Q87.0,C1868118,C557819, , 
orofaciodigital syndrome X, , , , , , , ,Q87.0,C1833796,C563491, , 
orofaciodigital syndrome XI, , , , , , , ,Q87.0,C2752048,C557821, , 
Manqa, , , , , , , , , , , , 
marasmos, , , , , , , , , , , , 
tendon injury, , , , , , , , , ,D013708, , 
Q12832120, , , , , , , , , , , , 
Hand–Schüller–Christian disease, , , , , , ,277.89,C96.5,C0268205, ,C6920,https://en.wikipedia.org/wiki/Chronic_multifocal_Langerhans_cell_histiocytosis
periodic limb movement disorder,periodic limb movement, , , , , ,327.51,G47.61,"C0751774,C1561887",D020189, ,https://en.wikipedia.org/wiki/Periodic_limb_movement_disorder
pulmonary tuberculosis,pleural effusion,"DL-ofloxacin,bedaquiline,ethambutol,isoniazid,levofloxacin,levofloxacin hemihydrate,linezolid,rifabutin,rifampicin,rifapentine", , , , ,"011,011.16,011.80,011.81,011.84,011.85,011.86,011.9,011.90,011.92,011.96","A15,A15.0",C0041327,D014397,C26899, 
Çala, , , , , , , , , , , , 
Q13141504, , , , , , , , , , , , 
Q13141514, , , , , , , , , , , , 
Q13141528, , , , , , , , , , , , 
Tik, , , , ,concussion, , , , , , , 
Bonnier syndrome, , , , , , , , , , , , 
Lentigo maligna, , , , , , , , , ,D018327, ,https://en.wikipedia.org/wiki/Lentigo_maligna
uremia, , , , , , , ,N19,C0041948,D014511, ,https://en.wikipedia.org/wiki/Uremia
diffuse uterine leiomyomatosis, , , , , , , , ,C1519855, ,C40170, 
pituitary hypoplasia, , , , , , , , ,C0948740, ,C27343, 
ovarian mucinous cystadenocarcinoma, , , ,smoking, , , , ,C0279665, ,C4026, 
melancholia, , ,"Melancholia,melancholia", , , , , ,C0025193, ,C34812,https://en.wikipedia.org/wiki/Melancholic_depression
colic, ,"Hyoscyamine,papaverine", , , , , , ,C0232488,D003085, ,https://en.wikipedia.org/wiki/Colic
necrosis of pituitary, , , , , , , , ,C0271558, ,C27066, 
osteochondritis, , , , , , , , , ,D010007, ,https://en.wikipedia.org/wiki/Osteochondritis
thyroid neoplasm, , , , , , , , ,C0040136,D013964, ,https://en.wikipedia.org/wiki/Thyroid_neoplasm
Hyperprolinemia, , , , , , , ,E72.8, ,C538385, ,https://en.wikipedia.org/wiki/Hyperprolinemia
kidney neoplasm, , , , , , ,239.5, ,C0022665,D007680,C3150,https://en.wikipedia.org/wiki/Kidney_tumour
Fractures of human teeth, , , , , , , , , ,D014082, , 
tubal pregnancy, , , , , , , , , ,D011274,C92946, 
Webbed penis, , , , , , , , ,C0431670, , ,https://en.wikipedia.org/wiki/Webbed_penis
Hot tub folliculitis, , , , ,infection, , , , , , ,https://en.wikipedia.org/wiki/Hot_tub_folliculitis
myrmecia, , , , , , , , ,C0343651, , ,https://en.wikipedia.org/wiki/Myrmecia_(skin)
auto-brewery syndrome, ,fluconazole, , ,fermentation, , , ,CL541119, , ,https://en.wikipedia.org/wiki/Auto-brewery_syndrome
benzodiazepine abuse, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Benzodiazepine_use_disorder
Frontotemporal dementia and parkinsonism linked to chromosome 17, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Frontotemporal_dementia_and_parkinsonism_linked_to_chromosome_17
inborn error of lipid metabolism, , , , , , , , ,C0154251,D008052, ,https://en.wikipedia.org/wiki/Inborn_error_of_lipid_metabolism
Anotia, , , , , , ,744.01,"Q16.0,Q16.1",C0702139,C537772, ,https://en.wikipedia.org/wiki/Anotia
lung neoplasm, , , ,smoking, , , , , ,D008175, ,https://en.wikipedia.org/wiki/Lung_tumor
seasickness, , , , , , , , ,C0036494, , ,https://en.wikipedia.org/wiki/Seasickness
hereditary motor and sensory neuropathy, , , , , , , ,G60.0,C0027888,D015417,C75467,https://en.wikipedia.org/wiki/Hereditary_motor_and_sensory_neuropathy
Uterine polyp, , , , , , , , ,C0156369, , , 
pneumocystis pneumonia,"atypical pneumonia,cough,low-grade fever,respiratory failure","Trimethoprim/sulfamethoxazole,atovaquone,pentamidine,trimetrexate(1+)",pneumococcal pneumonia, ,Pneumocystis jirovecii,"chest radiograph,computed tomography,polymerase chain reaction", , , , , ,https://en.wikipedia.org/wiki/Pneumocystis_pneumonia
Trousseau's syndrome,thrombophlebitis migrans, ,Trousseau sign, , , , , ,C0398359, , ,https://en.wikipedia.org/wiki/Trousseau_sign_of_malignancy
2q37 deletion syndrome, , , , , , , , , , ,C129021,https://en.wikipedia.org/wiki/2q37_deletion_syndrome
metallosis, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Metallosis
amoebic dysentery, ,iodoquinol, , , , , , , ,D004404, ,https://en.wikipedia.org/wiki/Amoebic_dysentery
Asymptomatic inflammatory prostatitis, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Asymptomatic_inflammatory_prostatitis
infective psychosis, , , , ,infectious disease, ,293.0, ,C0865298, , , 
calcaneal spur, , , , , , ,726.73,"M77.3,M77.30",C0158322,D036982, ,https://en.wikipedia.org/wiki/Calcaneal_spur
tarsal coalition, , , , , , ,755.67, ,"C0265654,C1406822",D000070604, ,https://en.wikipedia.org/wiki/Tarsal_coalition
tracheal collapse, , , , , , , , ,CL976634, , , 
Orphan diseases, , , , , , , , , , , , 
carcinoid of the small intestine, , , , , , , , , ,C562842, , 
feline dwarfism, , , , , , , , , , , , 
chylous ascites, , , , , , ,457.8,I89.8,C0008732,D002915,C34482, 
Sessile serrated adenoma, , , , , , , , ,C2732618, , ,https://en.wikipedia.org/wiki/Sessile_serrated_lesion
high-grade prostatic intraepithelial neoplasia, , , , , , , , ,C1168327, , ,https://en.wikipedia.org/wiki/High-grade_prostatic_intraepithelial_neoplasia
Ovarian cystadenoma, , , , , , ,620.2, ,C0346169, ,C4060,https://en.wikipedia.org/wiki/Ovarian_cystadenoma
autosomal recessive limb-girdle muscular dystrophy type 2S, , , , , , , ,G71.0, , , , 
cow milk allergy, , ,"cow's milk intolerance,lactose intolerance", , , , , ,C0266815, , , 
polyuric-polydipsic syndrome,"polydipsia,polyuria", , , , , , , , , , , 
