diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Q2291593, , , , , , , , ,C0265534, , , 
Q2295338, , , , , , ,758.33,Q93.5,"C0795864,C1866927",D058496,C75469, 
malaltia de l'aparell digestiu, , , ,fumar, , ,520-579.99,K92.9,C0012242,D004066,C2990, 
neuritis, , , , , , , , ,C0027813,D009443,C116381, 
Q2310947, , , , , , , ,G11.2,C1854488,C537195, , 
Q2311755, , , , , , , , , ,D017890, , 
Q2319892, , , , , , , , , , , , 
Q2323502, , ,malaltia de Creutzfeldt-Jakob, , , , , ,C0376329, , , 
Q2325206, , , , , , ,728.89,M35.4,C0264005,C562487,C112116, 
astenospèrmia, , , , , , , ,N46,"C0403823,C3810501",D053627, , 
estafiloma, , , , , , , , , , , , 
trastorn de la despersonalització, , , , , , ,300.6, ,C0683416,D003861,C94331, 
bufeta neurogènica, ,"Q1060922,Q27149809,Q4095199,Q419059,baclofèn,hiosciamina,mirabegró", , ,trastorn neurològic, ,596.54, ,C0005697,D001750,C79696, 
estenosi, , , , , , , , , ,D003251,C50754, 
trastorn metabòlic, , , , , , ,"277.8,277.9","E70.E90,E88.9",C0025517,D008659,C3235, 
Q2357409, , , , , , , , ,C0038478,D013330,C7468, 
Q2357690, , , , , , , , ,C0338664, , , 
estrongiloïdosi,"artràlgia,astènia,bronquitis,cefalàlgia,conjuntivitis,diarrea,dolor abdominal,febre,hepatomegàlia,iritis,meningitis,miocarditis,miàlgia,nàusea,pruïja,sèpsia,tos,urticària,vertigen,úlcera","albendazole,ivermectina,mebendazole,tiabendazole", , ,Strongyloides stercoralis,"ELISA,hemograma,microscòpia",127.2,"B78,B78.0,B78.1,B78.7,B78.9","C0038463,C0085810",D013322,C128398, 
Q2362826, , , , , , ,335.0,G12.0,C0043116, ,C98670, 
Q2373700, , , , ,infecció, , , ,C0014336, , , 
sinucleinopatia, , , , , , , , , ,D000080874, , 
Q2385892, , , , , , , , ,C0234966, , , 
Q2388598,"Q5375429,encondroma", , , , , , ,Q78.4,C0024454, ,C3213, 
Q2395215, , , , , , , , , , , , 
taupatia, , , , ,"Proteïna Tau,Q767442", , , ,C0949664,D024801, , 
Q2406697, , , , , , , ,Q73.0,"C2931216,C2931218",C536498, , 
agramatisme, , , , , , , , , , , , 
Necrosi tubular aguda,necrosi, , , , , ,584.5,N17.0,C0022672,D007683,C34749, 
Q2431472, , , , , , , ,M76.82, ,D037081, , 
Q2438516, , , , , , , , ,C3714497, ,C113673, 
Q2449188, , , , ,epilèpsia del lòbul temporal, , , , , , , 
Q2455180, , , , , , ,371.42,H18.83,C0155119, , , 
infecció cutània, ,"Q2392530,Q2601832,Q27107637,Q3307752,Q423787,Q553220,Q979521,azitromicina,aztreonam,claritromicina,clindamicina,clorhexidina,daptomicina,vioform,violeta de genciana", , , , , , ,C0037278,D012874,C35025, 
delusió d'identificació de les persones, , , , , , , , , , , , 
cervicitis,inflamació, , , , , ,616.0,N72,"C0007860,C0007861",D002575,C26716, 
Q2466106, , , , , , , , , , , , 
Q2470609, , , , , , , ,H35.5,"C0339540,C1840452",C536075, , 
Q2471453, , , , , , , , , , , , 
Q2474600, , , , , , , , , ,D014647, , 
xoc cardiogènic, , , , , , , , ,C0036980,D012770, , 
Q2487710, , , , , , , , , ,D005491, , 
Q2495736, , , , , , , , ,C0752147, , , 
hemorràgia obstètrica, , , , , , , , , , , , 
Q2500518, , , , , , , , ,C4021079, ,C123233, 
Q2500520, , , , , , , , ,C0600079, ,C8993, 
insuficiència suprarenal, , , , , , , , ,C0001623,D000309,C26691, 
neoplàsia hematològica, , , , , , , , , ,D019337, , 
odontoma, , , , , , , , ,C0028882,D009810, , 
queratòlisi foveolar,fetor, , , ,hiperhidrosi, , , , , , , 
rinofima, , , , , , , , , ,D012224, , 
Q2538477, , , , , , , , , ,D006130, , 
plagiocefàlia, , , , , , , , , ,D059041, , 
Q2551272, ,hidroxiurea, , , , , , , ,D017681, , 
Q2555537, , , , , , , , , , , , 
Q2558350, , , , , , , , ,"C0437099,C2909538", , , 
Q2558586, , , , ,Angiostrongylus cantonensis, ,128.8,"B81.3,B83.2",C0392662,C536369,C128394, 
Q2565692, , , , , , , ,Q71.0,C4024200, , , 
Q2569523, , , , , , , , , , , , 
Q2580627, , , , , , , , , , , , 
Q2581333,"cefalàlgia,irritabilitat,mareig", ,Q3508591, , , , , , ,D038223,C50502, 
arrítmia sinusal, , , ,fumar, , , , ,C0003813,D001146, , 
Q2601372, , , , , , , , ,C0269136, , , 
Q2602725, , , , , , , ,L98.6,C0580181, , , 
infecció del tracte respiratori superior, ,"Q1052672,Q1638852,Q2365016,Q2601832,Q27107637,Q3231623,Q3307752,Q418725,Q421670,Q423787,Q424193,Q424940,Q425152,Q544393,Q553220,Q976559,Q979521,amikacina,amoxicil·lina,ampicil·lina,azitromicina,aztreonam,bacampicil·lina,cefaclor,cefadroxil,cefalexina,cefalotina,cefamandole,cefapirina,cefazolina,cefdinir,cefditorèn,cefixima,cefoperazona,cefotaxima,cefotetan,cefoxitina,ceftazidima,ceftizoxima,ceftriaxona,ciclacil·lina,ciprofloxacina,claritromicina,cloxacil·lina,dicloxacil·lina,gentamicina,kanamicina,ofloxacina,tobramicina,trimetoprim", , , , , , , , ,C35650, 
Q2625993, , , , ,picada d'aranya, , , ,C1274555, , , 
Q2632078, , , , , , , , , , ,C113615, 
sagnat uterí anormal, , , , , , , , , ,D014592, , 
pneumònia atípica, , , , , , , , ,C0857946, , , 
Q2640586, , , , , , , , , ,D005667, , 
Q2681162,Q21112553, , , , , , , , ,D005131, , 
Q2691713, , , , , , ,759.89,Q75.4,C0265257,C537680, , 
Ramsay-Hunt-Syndrom, , ,"Q112339154,Q1648128,Q3961686", , , , , , , , , 
alopècia, , , , , , , , , ,D000505,C50575, 
Q2703671, , , , , , , , ,C2747932, , , 
Q2730080, , , , , , ,"327.11,327.12",F51.1,"C0033138,C0751757",D020177,C116343, 
poliquistosi renal autosòmica dominant, , , , , , , , , ,D016891,C84578, 
Q2751027, , , , , , , , ,C3698526, , , 
Q2753372, , , , , , , , , , , , 
Q2774221, , , , , , , , ,C0686619, ,C4904, 
Q2791374, , , , , , , ,"E74.1,E74.11","C0268160,C1416630",C538068, , 
Q2822642, , , , , , , , , , , , 
Q2822731, , , , , , , , , , , , 
Q2823334, , , , , , , ,E71.1,C0342738,C562803, , 
Q2823337, , , , , , ,282.3,E88.8,"C0342770,C2936826",C538191, , 
acropàquia, , , , , , , ,Q68.1,"C0345408,C1861514", ,C34491, 
Q2823517, , , , , , , , , , , , 
Q2825483, , , , , , , , ,C2747860, , , 
Q2841213, , , , , , ,286.3,D68.2,C0015526,D005175,C131740, 
Q2852239, , , , , , , ,Q25.4, , , , 
Q2852337, , , , , , , , , , , , 
Q2853082, , , , , , , , ,C0275535, , , 
Q2855592, , , , , , , , , , , , 
Q2855814, , ,trastorn esquizoide de la personalitat, , , , ,F20.89, , ,C35269, 
cifoscoliosi, , , , , , , , ,C0575158, , , 
Q2857923, , , , , , , , ,C0856747, , , 
Q2857924, , , , , , , , , , , , 
Q2858333, , , , , , , , ,C4024990, , , 
Q2869820, , , , , , , ,H47.2,C0338508, ,C169000, 
Q2869826, , , , , , , ,Q25.5,C0344976,C562833,C99033, 
Q2870197, , , , , , , , , ,C535395, , 
adenitis mesentèrica, , , , , , ,289.2,I88.0,C0025469,D008640,C26830, 
Q2892779, , , , , , ,588.1,N25.1,C0162283,D018500,C84919, 
Q2896802, , , , , , , , , , ,C123217, 
Q2901664, , , , , , , , , , , , 
carència de folat, ,àcid fòlic, , , , , , ,C0016412,D005494, , 
braquimetatàrsia, , , , , , , , , , , , 
efectes de la cafeïna en la salut, , , , , , , , ,C0236734, , , 
canalopatia, , , , , , , , , ,D053447, , 
Q2937283, , , , , , , , ,C0006902, , , 
Q2938090, , , , , , , , , , , , 
Q2941671, , , , , , ,759.89,Q87.8,C1858726,C565822, , 
Q2946952, , , , , , , , ,C0263854, ,C27041, 
Q2964243, ,clorur de sodi, , , , , , ,C0036982,D012771, , 
Q2964437, , , , , , , , , , , , 
Q2966706, , , , , , ,705.89,L75.1,C0263473, , , 
Q2966733, , , , , , ,758.89,Q93.2,"C0265482,C2930886","C535369,C580424",C169001, 
Q2973381, , , , , , , , ,C0233469, ,"C117195,C117196", 
Q2974525, , , , , , , ,E72.2,C1863844, ,C150603, 
malaltia de Plummer, , , , , , , , ,C0154143, , , 
Q2982674, , , , ,saturnisme, , , , , , , 
Q2986815, , , , , , , , ,C0920193, ,C38004, 
polimicrogíria, , , , , , , ,Q04.3,C0266464,D065706,C116936, 
Q3005579, , , , , , , , , , , , 
Q3009535, , , , , , , , , , , , 
Q3010837, , , , , , ,"745.3,746.89",Q20.4,C0152424, , , 
Q3020720, , , , , , , , ,CL432646, ,C98585, 
Q3023846, , , , , , , , , , , , 
Q3026420, , , , , , ,742.51,Q06.2,C0011999, ,C98913, 
distomatosi, , , , ,Trematode, ,"121.8,121.9", ,C0040820,D014201, , 
Q3042104, , , , , , , , ,C2931687,C537995, , 
Q3042140, , , , , , , ,Q65.8,C1840572,C564185, , 
Q3042143, , , , , , , , ,"C0265293,C4281559",C538064, , 
Q3042144, , , , , , , , , ,C535504, , 
Q3042166, , , , , , , , , , , , 
Q3043135, , , , , , ,271.3,E73.0,C0268179,C562600, , 
Q3043136, , , , , , ,277.89,K90.8,C0268416,C562649, , 
Q3043144, , , , , , ,271.8,E74.3,C0268187,C562603, , 
Q3043145, , , , , , , , , , , , 
Q3043340, , , , , , , , , , , , 
Q3043342, , , , , , , , ,C1168150, , , 
Q3043345,Q3043347, , , , , ,297.9, ,C1456782, , , 
depressió anaclítica, , , , , , , , , , , , 
Q3045238, , , , , , , , , ,D000699, , 
Q3045817, , , , , , , , , , , , 
zigomicosi, , , , , , , , , ,D020096, , 
Q3047124, , , , , , , , , , , , 
Q3049298, , , , , , , , , , , , 
entesitis, , , , , , , , ,C1282952, ,C114470, 
Q3055156, , , , , , , ,Q20.0,C0041207,D014339,C98880, 
Q3055374, , , , , , , , , , , , 
Q3071321, , , , , , , , ,C0239946, , , 
Q3073060, , , , , , , , , , , , 
Q3074499, , , , ,enverinament, , , , ,D005458, , 
pubàlgia, , ,Q1569702, , , , , , , , , 
Q3100515,Q102187229, , , , , ,278.2,E67.0,C0020579,D006986, , 
Q3108587, , , , ,Q2753827, , , ,C2881005, , , 
Q3128789, , , , , , , , ,C0275551, , , 
Q3130277, , , , , , , , ,C0033103, , , 
Q3134276, , , , , , , , ,C0019288,D006550, , 
hèrnia abdominal, , , , , , , , , ,D046449, , 
Q3136516, , , , , , ,216.8,D76.3,C0347403, , , 
Q3136522, , , , , , , ,D76.3, , , , 
hidropesia, , , , , , ,"782.3,789.59", ,C0542203, , , 
Q3144117, , , , , , , , ,C0151713, , , 
Q3144123, , , , , , , , ,C0560920, , , 
Q3144186, , , , , , , , ,C1855923, , , 
Q3144201,somnolència, , , , , ,"291.82,292.85,307.43,307.44,327.1,780.53,780.54", , , , , 
Q3144218, , , , , , , ,N62,"C0020565,C0392533,C0405471,C2225524,C2676048",C536821, , 
Q3144281, , , , , , , , , , , , 
Q3144958, , , , , , , , ,C0268065, , , 
Q3144959, , , , , , , , , , , , 
Q3145111, , , , , , , , , , , , 
Q3148841, , , , , , , ,E84.11,C0546982, ,C98979, 
Q3149939, , , , , , , , , , , , 
Q3150707, , , , , , , , ,C0851989, , , 
Q3150711, , , , , , , , , , , , 
Q3150712, , , , , , , , , , , , 
Q3153686,"Eufòria,Q6940317,ansietat,cefalàlgia,confusió mental,dermatitis,fatiga muscular,hepatotoxicitat,insomni,irritació nasal,irritació ocular,llagrimeig,mareig,midriasi,nefropatia,parestèsia", , , ,"intoxicació,toluè", , , , , , , 
Q3155580, , , , , , , , ,CL793323, , , 
Q3208285, , , , , , , ,F32.89, , , , 
Q3208822, , , , , , , , , , , , 
Q3208830, , , , , , , , ,C0036351, ,C35007, 
carència de vitamina B12,"anèmia,disfunció cognitiva,glossitis,hiperpigmentació,miocardiopatia,osteoporosi,pèrdua de memòria,pèrdua sensorial", , , , , ,266.2, ,C0042847,D014806,C131684, 
Q3237081, , , , , , , , ,C0270612,D056784,C27059, 
obesitat infantil, , ,"Q25303226,Q57297707", , , , , , ,D063766,C84449, 
Q3264425, , , , ,picada d'aranya, , , , , , , 
Q3267714, , , , , , , ,L93.2,C0406636, ,C117112, 
Q3268042, , , , , , , , , , , , 
Q3269479, , , , , , , , ,C0272199, ,C61276, 
Q3270312, , , , , , , ,C64,C1708350,C535516,C51302, 
Q3276506, , , , , , , ,E79.8,"C0220987,C0268128,C0268130,C3278622",C537136,C98944, 
Q3278314, , , , , , , , , , , , 
Q3281252, , , , , , , ,G60.0, , , , 
Q3281261, , , , ,infecció, , , , , , , 
Q3281266, , ,Q1035226, , , , , , , , , 
Q3281285, , , , , , , , , ,D052536, , 
Q3281293, , , , , , ,334.3,G60.0,C0205713, , , 
Q3281296, , , , , , , , , , , , 
Q3281303,"artràlgia,dolor musculoesquelètic crònic,exantema,febre,inflamació,mal de coll,miàlgia", , , , , , , , , ,C61278, 
Q3281335, , , , , , , , ,C0268622,C562682, , 
Q3281380, , , , , , , , , , ,C61246, 
Q3281393, , , , ,radioteràpia, , , , , ,C27962, 
Q3281403, , , , , , , , , , , , 
Q3281416, , , , , , , , ,C2748918, , , 
Q3281419, , , , , , , , , , , , 
malformació congènita de l'intestí prim, , , , , , , , ,C0266169, , , 
Q3281911, , , , , , , , ,CL583703, , , 
trastorn generalitzat del desenvolupament no especificat, , , , , , , , , , , , 
L652892, , , , , , , , , , , , 
grip,"calfred,cefalàlgia,congestió nasal,dolor toràcic,fatiga muscular,febre,miàlgia,rinitis,tos","Q211509,Q412734,Q48333728,zanamivir",Haemophilus influenzae, ,Ortomixovírid,"cultiu viral,exploració física,hemograma,immunofluorescència","487,487.8",J11.1,C0021400,D007251,C53482, 
hepatitis B,"anorèxia,artràlgia,encefalopatia hepàtica,esplenomegàlia,hepatitis,hepatomegàlia,icterícia,insuficiència hepàtica aguda,nàusea,vòmit","Q155954,Q22075912,Q27126952,Q27132753,Q27271958,Q420056,Q422631,adefovir", , ,virus de l'hepatitis B,"ELISA,anàlisi de sang,biòpsia hepàtica,reacció en cadena de la polimerasa",070.30, ,C0019163,D006509,C3097, 
còlera,"Q1945555,cianosi,deshidratació,diarrea,espasme muscular,hipotensió arterial,hipovolèmia,malestar,oligúria,vòmit", , , ,Vibrio cholerae,"Cultiu microbiològic,exploració física,hemograma","001,001.0,001.9","A00,A00.0,A00.1,A00.9", ,D002771, , 
refredat,"cefalàlgia,congestió nasal,esternut,febre,mal de coll,rinorrea,ronc,tinnitus,tos","ascorbat sòdic,clorur de zinc,fenilpropanolamina,gluconat de zinc,guaifenesina,paracetamol", , ,"Coronaviridae,Human metapneumovirus,Q2051533,Q667756,Rinovirus,adenovirus,virus sincicial respiratori", ,460,J00,C0009443,D003139,"C34500,C78599", 
pneumònia,"calfred,dispnea,febre,hemoptisi,ronc,taquipnea,tos","Q27116225,Q3995932,Q411377,Q412236,Q420595,Q424316,Q424940,Q47495774,Q47495791,Q48566653,Q48566821,Q863389,antibiòtic,antivíric,azitromicina,cefepima,ceftriaxona,cefuroxima,ciprofloxacina,claritromicina,doxiciclina,metronidazole,oxigenoteràpia,salbutamol,tobramicina,vancomicina", ,"asma,diabetis mellitus,fibrosi quística,fumar,insuficiència cardíaca,malaltia pulmonar obstructiva crònica","fumar,infecció,pneumònia per aspiració","cultiu d'esput,radiografia de tòrax,tomografia computada","483,483.8,484.8,486", ,C0032285,D011014,C3333, 
poliomielitis,"debilitat muscular,diarrea,febre,paràlisi,parèsia,signes de meningisme,vòmit", , , ,Poliovirus,"Q25438941,cultiu viral,exploració física","045,045.9,045.90,045.92","A80,A80.0,A80.1,A80.2,A80.3,A80.4,A80.9",C0032371,D011051,C35550, 
verola,"Q1172159,butllofa,cefalàlgia,cicatriu,dolor abdominal,exantema,fatiga muscular,febre,vòmit","metisazona,tecovirimat", , ,Q11877169,"exploració física,microscopi electrònic,prova d'hemaglutinació passiva","050,050.9",B03,C0037354,D012899,C35027, 
tuberculosi miliar, ,"isoniazida,rifampicina", , , , ,"018,018.80,018.9,018.90","A19,A19.9",C0041321,D014391,C35086, 
impetigen, ,"Q413578,cefadroxil,cefuroxima", , ,"Staphylococcus aureus,Streptococcus pyogenes", ,684,"L01,L01.0,L01.00",C0021099,D007169,C99088, 
dengue,"adinàmia,anorèxia,artràlgia,bradicàrdia,cefalàlgia,exantema maculopapular,fatiga muscular,hemorràgia,limfadenopatia,miàlgia,nàusea,vòmit", , , ,virus del dengue,"ELISA,cultiu viral,exploració física,prova d'hemaglutinació passiva,reacció en cadena de la polimerasa",061,A90,C0011311,D003715,C34528, 
xancroide,"Q1172159,Q24084959,erosió,limfadenitis,pàpula,úlcera","azitromicina,ceftriaxona,ciprofloxacina,eritromicina,estreptomicina,gentamicina,kanamicina", , ,Haemophilus ducreyi,"Cultiu microbiològic,exploració física,microscopi òptic,reacció en cadena de la polimerasa",099.0,A57,C0007947,D002602, , 
infecció per estafilococs, ,"Q1087499,Q1639616,Q203618,Q2365016,Q2467555,Q3231623,Q409712,Q411377,Q413578,Q417897,Q418725,Q422215,Q424193,Q424319,Q424940,Q425152,Q47495791,Q48566821,Q544393,Q5983609,Q7272542,Q976559,ampicil·lina,azitromicina,cefaclor,cefadroxil,cefalexina,cefalotina,cefamandole,cefapirina,cefazolina,cefdinir,cefepima,cefixima,cefoperazona,cefotaxima,cefotetan,cefoxitina,ceftazidima,ceftizoxima,ceftriaxona,cefuroxima,ciclacil·lina,ciprofloxacina,claritromicina,clindamicina,cloxacil·lina,daptomicina,dicloxacil·lina,diritromicina,doxiciclina,eritromicina,gentamicina,lincomicina,meticil·lina,ofloxacina,rifampicina,tobramicina,trimetoprim,vancomicina", , ,infecció, , , ,C0038160,D013203,C35038, 
lepra,"Q1557686,Q3899830,contractura,despigmentació,distròfia,epistaxi,hipoestèsia,lagoftàlmia,mutilació,parestèsia,polineuropatia,queratitis","azitromicina,claritromicina,clofazimina,dapsona,minociclina,ofloxacina,prednisolona,rifampicina",Q9362506, ,"Mycobacterium lepromatosis,bacil de Hansen", ,"030,030.9","A30,A30.9",C0023343,D007918,C84824, 
ràbia,"Q56635009,al·lucinació,ampliació,aturada cardiorespiratòria,aturada respiratòria,calfred,cefalàlgia,dolor,fonofòbia,fotofòbia,hiperactivitat,hipersialorrea,insomni,irritabilitat,midriasi,parestèsia,paràlisi,por,vòmit", , , ,virus de la ràbia, ,071,"A82,A82.0,A82.1,A82.9",C0034494,D011818,C28182, 
sífilis, ,"azitromicina,benzilpenicil·lina,ceftriaxona,clindamicina,doxiciclina",Pau, ,treponema pàl·lid,"Q1431052,Q1434193,Q1892532,Q7294218,immunofluorescència,microscopi òptic,reacció en cadena de la polimerasa", ,A51.0,C0007939,D013587, , 
grip aviària,"diarrea,nàusea,pneumònia,vòmit", , , , , , ,"J09,J09.X",C0016627,D005585, , 
varicel·la,"cefalàlgia,erosió,fatiga muscular,febre,febre baixa,limfadenopatia,màcula,pruïja,pàpula,vesícula","aciclovir,ganciclovir,òxid de zinc",Fowlpox virus, ,virus de la varicel·la zòster,"ELISA,PCR en temps real,Q5280334,exploració física","052,052.9","B01,B01.9",C0008049,D002644,C97132, 
tètanus,"Q2001556,Q56233069,cefalàlgia,disfàgia,dolor,espasme muscular,febre,insuficiència respiratòria,irritabilitat,rigidesa del coll,salivació,taquicàrdia,trisme","Q20817012,Q3292273,Q411456,Q4138012,Q421138,ciclobenzaprina,metronidazole", , ,Clostridium tetani,"Cultiu microbiològic,exploració física","037,041.84","A33,A34,A35",C0039614,D013742,C85185, 
febre hemorràgica de l'Ebola,"artràlgia,cefalàlgia,conjuntivitis,diarrea,dispnea,dolor abdominal,enverinament,epistaxi,exantema,febre,hemorràgia,hemorràgia interna,miàlgia,nàusea,vòmit", , , ,"Ebolavirus,virus d'Ebola","ELISA,cultiu viral,exploració física,hemograma,immunofluorescència,microscopi electrònic,reacció en cadena de la polimerasa", ,A98.4,C0282687,D019142,C36171, 
Q72000,"abscés,calfred,exantema,febre,leucocitosi,sèpsia","benzilpenicil·lina,clindamicina,metronidazole", , ,Fusobacterium necrophorum,"Cultiu microbiològic,exploració física,hemograma",040.3, ,C0027537,D057831, , 
pian,"Q24084959,artràlgia,cicatriu,febre,limfadenopatia","Q422215,azitromicina,benzilpenicil·lina,doxiciclina", , ,Treponema pertenue,"exploració física,immunofluorescència","102,102.7,102.9","A66,A66.9",C0043388,D015001,C41353, 
Q3296793, ,Q2357007, , , , ,405.91,I15.0,C0020545,D006978,C85044, 
Q3297002, , , , ,Ustilaginomycotina, , , , , , , 
Q3297888, , , , , , , , , , , , 
anèmia microcítica,microcitosi, , , , , , , ,C0085576,C562385,C35141, 
Q3304152, , , , , , , , ,C0022387,D029593,C84793, 
Q3311537, , , , , , , , , , , , 
Q3312177, , , , , , , ,Q93.5,C3711390,C579873, , 
Q3317156, , , , , , , , , , , , 
Q3317827, , , , , , , , , , ,C97250, 
Q3324389, , , , , , ,701.0,L94.0,C0036420,D012594,C72069, 
Q3331454, , , , , , , , , ,C538647,C118781, 
Q3331456, , , , , , , , , , , , 
Q3331460, , , , , , , , , , , , 
Q3333205, , , , , , , , , , , , 
Q3333223, , , , , , , , , , , , 
Q3335660, , , , , , , , ,"C1848862,C1851996","C535314,C535725", , 
Q3335661, , , , , , , , , , , , 
Q3335662, , , , , , , ,Q77.3,"C1300226,C2931048","C535858,C537299", , 
paramiloïdosi, , , , , , , , , ,D028227, , 
Q3338681, , , , , , , , , , , , 
trastorn neurològic, ,"Q410346,gabapentina,pregabalina", ,"Q56196009,fumar", , ,"349.89,349.9","G00-G99,G00.G99,G98,G98.8",C0027765,D009422,"C26835,C2934", 
Q3346781, , , , , , , ,Q82.5,C0362030, ,C4674, 
Q3348621, , , , , , , , ,C1955779, , , 
Orquiepididimitis, , , , , , ,"604,604.90","N45,N45.3",C0149881, , , 
Q3357479, , , , , , , , , ,D010025, , 
Q3357668, , , , , , ,759.89,"Q18.2,Q87.8","C0265242,C1876185",C562503, , 
Q3358864,Q3358860, , , , , , , , ,C566230, , 
Q3363624, , , , , , ,343.8,G12.2,"C1846588,C2931441",C537217, , 
parvovirosi, , , , ,infecció, ,078.89, , ,D010322, , 
Q3377653, , , , , , , , , , , , 
Q3377927, ,propranolol, , , , , ,Q28.8,"C1847874,C2242617", , , 
Q3392956, , , , , , ,569.71,K91.850, ,D019449, , 
poliradiculoneuropatia, , , , , , , , ,C0032587,D011129, , 
Gestació cronològicament perllongada,"Q1886514,Q420240,Síndrome d'aspiració de meconi,oligohidramni,reducció", , , , , , , , ,D011273,C112851, 
prurigen, , , , , , , , , ,D011536, , 
Q3410750, , , , ,infestació, , , ,"C0277355,C0277357",D058267, , 
Q3411230, , , , , , , , , , , , 
Q3411896, , , , , , , , ,C0877557, , , 
Q3412000, , , , , , , , , , , , 
Q3427757, , , , , , , , , , , , 
malaltia trofoblàstica gestacional, , , , , , , , ,C2931618,D031901, , 
complex de demència associat a la sida, , , , , , , , , ,D015526,C2864, 
Q3441028, , , , , , , ,E78.6,C0023195,D007863,C84813, 
Q3445377, , , , , , , , , , , , 
Q3449191, , , , , , , , ,C0029233, , , 
Q3458131, , , , , , , ,Q14.1,"C0271091,C3714753", ,C75483, 
Q3473544, , ,"Q4000419,Q5130614", , , , , , ,D018227, , 
Q3475952, , , , , , , , , , , , 
malaltia espiroquetal, , , , ,"Espiroqueta,infecció", , , ,C0037974,D013145, , 
Q3497004, , , , , , ,078.19, ,C1168198,C535297,C128637, 
lipoatròfia, , , , , , , , , , , , 
Q3501498, , , , , , , , ,C0152417, , , 
Q3505189, , , , , , , , , , , , 
Q3508568, , , , , , ,759.89,Q87.8,C0265267,C562515, , 
Q3508570, , , , , , , , , ,C536030, , 
Q3508572, , , , , , ,742.4,Q04.3,C0457133, ,C126740, 
Q3508574, , , , , , , ,E75.2,C4275006, , , 
Q3508578,diarrea, , , , , ,759.89,Q87.1,C1849453,C535288, , 
Q3508580, , , , , , , ,Q04.3,C2745997,C536531,C124841, 
Q3508598, , , , , , , ,Q79.6,C0268342,C536198,C125700, 
Q3508601, , , , , , , ,Q79.6,"C0268345,C1851801",C562625,C125701, 
Q3508608, , , , , , , , , , , , 
Q3508614, , , , , , , ,E72.8,C1847555,C538375, , 
Q3508616, , , , , , , ,Q75.0,C0265308,C536788, , 
Q3508618, , , , , , , , , , ,C129865, 
Q3508619, , , , , , , ,Q87.8,C1832735,C536608, , 
Q3508629, , , , , , , , ,C0040213, , , 
Q3508634, , , , , , ,759.89,Q87.8,C1857277,C536390, , 
Q3508635, , , , , , ,759.89,Q87.8,C0220730,C538070,C98932, 
Q3508650, , , , , , , , ,C0263885, , , 
Q3508651, , , , , , , , ,C0221027, , , 
Q3508653, , , , , , , ,G12.2,C0543859, , , 
Q3508654, , , , , , , , , , ,C126868, 
Q3508664,anèmia, , , , , , , , , , , 
Q3508670, , , , , , ,620.6, ,C0152079, , , 
Q3508673, , , , , , ,756.59,Q77.8,C0025237, , , 
Q3508674, , , , , , ,758.89,Q87.8,C0948368,C538159, , 
Q3508714, , , , , , , , ,C2919755, , , 
Q3508723, , , , , , , , ,C1840235,C537342, , 
Q3508729, , , , , , , ,E83.0,"C0268353,C1096660",C537860, , 
Síndrome del limfòcit nu, , , , , , , , , , , , 
Q3508749, , , , ,Q7559033, , , , , , , 
Q3508768, , , , , , ,743.63,Q82.0,"C0265345,C2675066",C537710,C128191, 
Q3508771, , , , ,anèmia perniciosa, , , ,C1504551, , , 
Q3508774, , , , , , ,259.8,E34.8,C0406586,C536423,C121565, 
Q3508779, , , , , , , , , , , , 
Q3508782, , , , , , ,759.89,Q87.0,"C0265251,C2748918,C2748919", ,C118845, 
Q3508786, , , , , , , ,Q87.0,"C0026363,C0029294,C1510460", , , 
Q3508794, , , , , , ,759.89,Q87.8,C0265255, , , 
malaltia pulmonar obstructiva, ,"Q411441,Q416473,Q424333,Q424340,formoterol,salbutamol", ,fumar, , , , ,C0600260,D008173, , 
Q3508804, , , , , , ,331.89, ,"C0393534,C0751911,C3267031",D020362, , 
Q3513620, , , , , , ,427.89,I47.1,C0039235,D013613,C111646, 
Q3518022, ,diclofenac, , , , ,726.10,M75.1,C0151448,D000070636, , 
Q3525980, , , , , , , ,D69.4,"C1861178,C1956093",C538617, , 
Q3526890, , , , , , , , , , , , 
trastorn de l'equilibri, , , , , , , , , , , , 
Q3540866, , , , , , , , , , , , 
Q3540878, , , , , , , , , , , , 
trastorn de processament sensorial, , , , , , , , , , , , 
Q3541798, , , , ,infecció, , , , , ,C26958, 
febre tifoide,"Q3407854,Q65202123,bradicàrdia,cefalàlgia,deliri,diarrea,distensió abdominal,esplenomegàlia,exantema,fatiga muscular,febre contínua,hemorràgia digestiva,hepatomegàlia,insomni,leucopènia,pal·lidesa,perforació intestinal,restrenyiment","Q2365016,Q2601859,Q424193,Q425152,amoxicil·lina,ampicil·lina,azitromicina,aztreonam,cefixima,cefotaxima,ceftriaxona,ciprofloxacina,ofloxacina",tifus, ,Salmonella enterica,"Cultiu microbiològic,ELISA,Q1550257,exploració física,hemograma,reacció en cadena de la polimerasa",002.0,"A01.0,A01.00",C0041466,D014435,C35089, 
