name,link
Constitutional growth delay,https://en.wikipedia.org/wiki/Constitutional_growth_delay
Contact dermatitis,https://en.wikipedia.org/wiki/Contact_dermatitis
"Contact dermatitis, allergic",https://en.wikipedia.org/wiki/Allergic_contact_dermatitis
"Contact dermatitis, irritant",https://en.wikipedia.org/wiki/Irritant_contact_dermatitis
"Contact dermatitis, photocontact",https://en.wikipedia.org/wiki/Contact_dermatitis#Photocontact_dermatitis
Conversion disorder,https://en.wikipedia.org/wiki/Conversion_disorder
Cooley's anemia,https://en.wikipedia.org/wiki/Beta_thalassemia#Thalassemia_major
Cor pulmonale,https://en.wikipedia.org/wiki/Pulmonary_heart_disease
Coronary artery aneurysm,https://en.wikipedia.org/wiki/Coronary_artery_aneurysm
Coronavirus disease 2019,https://en.wikipedia.org/wiki/COVID-19
Cortes-Lacassie syndrome,https://en.wikipedia.org/wiki/Cortes_Lacassie_syndrome
Costochondritis,https://en.wikipedia.org/wiki/Costochondritis
Cowchock–Wapner–Kurtz syndrome,https://en.wikipedia.org/wiki/Cystic_hygroma
Cowden's disease,https://en.wikipedia.org/wiki/Cowden_syndrome
Cramp,https://en.wikipedia.org/wiki/Cramp
Crandall syndrome,https://en.wikipedia.org/wiki/Crandall_syndrome
Craniodiaphyseal dysplasia,https://en.wikipedia.org/wiki/Craniodiaphyseal_dysplasia
Creatine deficiency,https://en.wikipedia.org/wiki/Creatine
Creeping disease,https://en.wikipedia.org/wiki/Spirurida
CREST syndrome,https://en.wikipedia.org/wiki/CREST_syndrome
Cryoglobulinemia,https://en.wikipedia.org/wiki/Cryoglobulinemia
Cryroglobulinemia,https://en.wikipedia.org/wiki/Cryoglobulinemia
Cutaneous lupus erythematosus,https://en.wikipedia.org/wiki/Lupus_erythematosus
Cutaneous vascularitis,https://en.wikipedia.org/wiki/Cutaneous_small-vessel_vasculitis
Cutis laxa corneal clouding mental retardation,https://en.wikipedia.org/wiki/De_Barsy_syndrome
Cutis laxa with joint laxity and retarded development,https://en.wikipedia.org/wiki/De_Barsy_syndrome
Cyanide poisoning,https://en.wikipedia.org/wiki/Cyanide_poisoning
Cyclothymia,https://en.wikipedia.org/wiki/Cyclothymia
Cystic hygroma,https://en.wikipedia.org/wiki/Cystic_hygroma
Cystinuria,https://en.wikipedia.org/wiki/Cystinuria
Cytomegalic inclusion disease,https://en.wikipedia.org/wiki/Cytomegalovirus
Cytomegalovirus,https://en.wikipedia.org/wiki/Cytomegalovirus
Daentl Towsend Siegel syndrome,https://en.wikipedia.org/wiki/Daentl_Townsend_Siegel_syndrome
De Barsy syndrome,https://en.wikipedia.org/wiki/De_Barsy_syndrome
Delayed ejaculation,https://en.wikipedia.org/wiki/Delayed_ejaculation
Delayed sleep phase syndrome,https://en.wikipedia.org/wiki/Delayed_sleep_phase_disorder
Delusional disorder,https://en.wikipedia.org/wiki/Delusional_disorder
"Dementia, alcohol",https://en.wikipedia.org/wiki/Alcohol-related_dementia
"Dementia, vascular",https://en.wikipedia.org/wiki/Vascular_dementia
Demyelinating disease,https://en.wikipedia.org/wiki/Demyelinating_disease
Dental caries,https://en.wikipedia.org/wiki/Tooth_decay
Dental fluorosis,https://en.wikipedia.org/wiki/Dental_fluorosis
Dependent personality disorder,https://en.wikipedia.org/wiki/Dependent_personality_disorder
Depression (clinical),https://en.wikipedia.org/wiki/Major_depressive_disorder
Depressive personality disorder,https://en.wikipedia.org/wiki/Depressive_personality_disorder
Der(22)t(8,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Der(22)t(8
Dercum's disease,https://en.wikipedia.org/wiki/Dercum%27s_disease
Dermatitis herpetiformis,https://en.wikipedia.org/wiki/Dermatitis_herpetiformis
Dermatographic urticaria,https://en.wikipedia.org/wiki/Dermatographic_urticaria
Dermatophytids,https://en.wikipedia.org/wiki/Dermatophytid
Desmoid disease,https://en.wikipedia.org/wiki/Aggressive_fibromatosis
Desmoid tumor,https://en.wikipedia.org/wiki/Aggressive_fibromatosis
Developmental coordination disorder,https://en.wikipedia.org/wiki/Developmental_coordination_disorder
Dextrocardia,https://en.wikipedia.org/wiki/Dextrocardia
D-glycerate dehydrogenase deficiency,https://en.wikipedia.org/wiki/D-glycerate_dehydrogenase_deficiency
Diabetes mellitus type 1,https://en.wikipedia.org/wiki/Type_1_diabetes
Diabetes mellitus type 2,https://en.wikipedia.org/wiki/Type_2_diabetes
"Diabetes, insulin dependent",https://en.wikipedia.org/wiki/Diabetes
Diabetic angiopathy,https://en.wikipedia.org/wiki/Diabetic_angiopathy
Diabetic neuropathy,https://en.wikipedia.org/wiki/Diabetic_neuropathy
Diencephalic syndrome,https://en.wikipedia.org/wiki/Diencephalic_syndrome
Dieterich's disease,https://en.wikipedia.org/wiki/Dieterich%27s_disease
Diethylstilbestrol antenatal infection,https://en.wikipedia.org/wiki/Diethylstilbestrol
Diffuse neonatal hemangiomatosis,https://en.wikipedia.org/wiki/Diffuse_neonatal_hemangiomatosis
Diffuse panbronchiolitis,https://en.wikipedia.org/wiki/Diffuse_panbronchiolitis
Digoxin toxicity,https://en.wikipedia.org/wiki/Digoxin_toxicity
Diplopia,https://en.wikipedia.org/wiki/Diplopia
"Diplopia, binocular",https://en.wikipedia.org/wiki/Diplopia#Binocular
"Diplopia, monocular",https://en.wikipedia.org/wiki/Diplopia#Monocular
Disaccharide intolerance iii,https://en.wikipedia.org/wiki/Disaccharidase
Discoid lupus erythematosus,https://en.wikipedia.org/wiki/Discoid_lupus_erythematosus
Disinhibited attachment disorder,https://en.wikipedia.org/wiki/Disinhibited_attachment_disorder
Dissecting cellulitis of the scalp,https://en.wikipedia.org/wiki/Dissecting_cellulitis_of_the_scalp
Dissociative amnesia,https://en.wikipedia.org/wiki/Psychogenic_amnesia
Dissociative hysteria,https://en.wikipedia.org/wiki/Dissociative_disorder
Dissociative fugue,https://en.wikipedia.org/wiki/Fugue_state
Distemper,https://en.wikipedia.orghttps://en.wiktionary.org/wiki/Distemper
Diverticulosis,https://en.wikipedia.org/wiki/Diverticulosis
Dopamine beta hydroxylase deficiency,https://en.wikipedia.org/wiki/Dopamine_beta_hydroxylase_deficiency
Down syndrome,https://en.wikipedia.org/wiki/Down_syndrome
Doxorubicin-induced cardiomyopathy,https://en.wikipedia.org/wiki/Doxorubicin
Duhring's disease,https://en.wikipedia.org/wiki/Dermatitis_herpetiformis
Duodenal atresia,https://en.wikipedia.org/wiki/Duodenal_atresia
Dust-induced lung disease,https://en.wikipedia.org/wiki/Occupational_lung_disease
Dysbarism,https://en.wikipedia.org/wiki/Dysbarism
"Dyserythropoietic anemia, congenital type 2",https://en.wikipedia.org/wiki/Congenital_dyserythropoietic_anemia_type_II
"Dyserythropoietic anemia, congenital type 3",https://en.wikipedia.org/wiki/Congenital_dyserythropoietic_anemia_type_III
Dysexecutive syndrome,https://en.wikipedia.org/wiki/Dysexecutive_syndrome
"Dysfibrinogenemia, familial",https://en.wikipedia.org/wiki/Dysfibrinogenemia
"Dysfibrinogenemia, acquired",https://en.wikipedia.org/wiki/Dysfibrinogenemia#Pathophysiology#Acquired_dysfibrinogenemia
Dysgerminoma,https://en.wikipedia.org/wiki/Dysgerminoma
Dysgraphia,https://en.wikipedia.org/wiki/Dysgraphia
"Dyskinesia, drug induced",https://en.wikipedia.org/wiki/Tardive_dyskinesia
Dysmorphophobia,https://en.wikipedia.org/wiki/Body_dysmorphic_disorder
Dysmyelination,https://en.wikipedia.org/wiki/Myelin
Dyspareunia,https://en.wikipedia.org/wiki/Dyspareunia
"Dysphonia, chronic spasmodic",https://en.wikipedia.org/wiki/Spasmodic_dysphonia
Dysplastic nevus syndrome,https://en.wikipedia.org/wiki/Dysplastic_nevus_syndrome
Dysthymia,https://en.wikipedia.org/wiki/Dysthymia
Dystrophinopathy,https://en.wikipedia.org/wiki/Dystrophinopathy
Echovirus infection,https://en.wikipedia.org/wiki/Echovirus
Ectopic pregnancy,https://en.wikipedia.org/wiki/Ectopic_pregnancy
Egg hypersensitivity,https://en.wikipedia.org/wiki/Egg_allergy
Ekbom syndrome,https://en.wikipedia.org/wiki/Ekbom_syndrome_(disambiguation)
"Emery–Dreifuss muscular dystrophy, dominant type",https://en.wikipedia.org/wiki/Emery%E2%80%93Dreifuss_muscular_dystrophy#Classification
"Emery–Dreifuss muscular dystrophy, X-linked",https://en.wikipedia.org/wiki/Emery%E2%80%93Dreifuss_muscular_dystrophy#Classification
Encephalocele anencephaly,https://en.wikipedia.org/wiki/Anencephaly
"Encephalomyelitis, myalgic",https://en.wikipedia.org/wiki/Chronic_fatigue_syndrome
Encephalomyelitis,https://en.wikipedia.org/wiki/Encephalomyelitis
"Encephalopathy, Fetal Alcohol",https://en.wikipedia.org/wiki/Fetal_alcohol_spectrum_disorder
"Encephalopathy, Hypertensive",https://en.wikipedia.org/wiki/Hypertensive_encephalopathy
"Encephalopathy, Static",https://en.wikipedia.org/wiki/Fetal_alcohol_spectrum_disorder
"Encephalopathy, Wernicke's",https://en.wikipedia.org/wiki/Wernicke_encephalopathy
Encopresis,https://en.wikipedia.org/wiki/Encopresis
"Endocarditis, infective",https://en.wikipedia.org/wiki/Endocarditis
Endocrinopathy,https://en.wikipedia.org/wiki/Endocrinology
Endometrial stromal sarcoma,https://en.wikipedia.org/wiki/Endometrial_stromal_sarcoma
Endometriosis,https://en.wikipedia.org/wiki/Endometriosis
Enolase deficiency,https://en.wikipedia.org/wiki/Enolase_deficiency
Entomophthoramycosis,https://en.wikipedia.org/wiki/Entomophthoramycosis
Envenomization by bothrops lanceolatus,https://en.wikipedia.org/wiki/Bothrops_lanceolatus
Envenomization by the Martinique lancehead viper,https://en.wikipedia.org/wiki/Bothrops_lanceolatus
Eosinophilia,https://en.wikipedia.org/wiki/Eosinophilia
Eosinophilia–myalgia syndrome,https://en.wikipedia.org/wiki/Eosinophilia%E2%80%93myalgia_syndrome
Eosinophilic cystitis,https://en.wikipedia.org/wiki/Eosinophilic_cystitis
Eosinophilic myocarditis,https://en.wikipedia.org/wiki/Eosinophilic_myocarditis
Epidermodysplasia verruciformis,https://en.wikipedia.org/wiki/Epidermodysplasia_verruciformis
Epidermoid carcinoma,https://en.wikipedia.org/wiki/Squamous_cell_carcinoma
Epidermolysis bullosa acquisita,https://en.wikipedia.org/wiki/Epidermolysis_bullosa_acquisita
Epidermolytic hyperkeratosis,https://en.wikipedia.org/wiki/Epidermolytic_hyperkeratosis
Epilepsia partialis continua,https://en.wikipedia.org/wiki/Epilepsia_partialis_continua
Epilepsy juvenile absence,https://en.wikipedia.org/wiki/Absence_seizure
Epithelial-myoepithelial carcinoma,https://en.wikipedia.org/wiki/Epithelial-myoepithelial_carcinoma
Erb–Duchenne palsy,https://en.wikipedia.org/wiki/Erb%27s_palsy
Erosive pustular dermatosis of the scalp,https://en.wikipedia.org/wiki/Erosive_pustular_dermatitis_of_the_scalp
Erythema multiforme,https://en.wikipedia.org/wiki/Erythema_multiforme
Erythrokeratolysis hiemalis ichthyosis,https://en.wikipedia.org/wiki/Keratolytic_winter_erythema
Erythroplakia,https://en.wikipedia.org/wiki/Erythroplakia
Erythroplasia of Queyrat,https://en.wikipedia.org/wiki/Squamous_cell_skin_cancer#Erythroplasia_of_Queyrat
Escherichia coli infection,https://en.wikipedia.org/wiki/Pathogenic_Escherichia_coli
Esophageal disorder,https://en.wikipedia.org/wiki/Esophagus
Esophageal varices,https://en.wikipedia.org/wiki/Esophageal_varices
Esophoria,https://en.wikipedia.org/wiki/Esophoria
Esotropia,https://en.wikipedia.org/wiki/Esotropia
Essential fatty acid deficiency,https://en.wikipedia.org/wiki/Essential_fatty_acid#Essential_fatty_acid_deficiency
Essential hypertension,https://en.wikipedia.org/wiki/Essential_hypertension
Essential mixed cryoglobulinemia,https://en.wikipedia.org/wiki/Cryoglobulinemia
Esthesioneuroblastoma,https://en.wikipedia.org/wiki/Esthesioneuroblastoma
Ethylmalonic aciduria,https://en.wikipedia.org/wiki/Organic_acidemia
Ethylmalonic adipic aciduria,https://en.wikipedia.org/wiki/Organic_acidemia
Eumycetoma,https://en.wikipedia.org/wiki/Eumycetoma
Eunuchoidism familial,https://en.wikipedia.org/wiki/Hypogonadism
Evan's syndrome,https://en.wikipedia.org/wiki/Evans_syndrome
Exencephaly,https://en.wikipedia.org/wiki/Exencephaly
Exercise induced anaphylaxis,https://en.wikipedia.org/wiki/Exercise-induced_anaphylaxis
Exner syndrome,https://en.wikipedia.org/wiki/Serpentine_fibula-polycystic_kidney_syndrome
Exophoria,https://en.wikipedia.org/wiki/Exophoria
Exophthalmos,https://en.wikipedia.org/wiki/Exophthalmos
Exotropia,https://en.wikipedia.org/wiki/Exotropia
Experimental allergic encephalomyelitis,https://en.wikipedia.org/wiki/Experimental_autoimmune_encephalomyelitis
Exploding head syndrome,https://en.wikipedia.org/wiki/Exploding_head_syndrome
Facioscapulohumeral muscular dystrophy,https://en.wikipedia.org/wiki/Facioscapulohumeral_muscular_dystrophy
Factor V Leiden mutation,https://en.wikipedia.org/wiki/Factor_V_Leiden
Factor VII deficiency,https://en.wikipedia.org/wiki/Factor_VII_deficiency
Factor VIII deficiency,https://en.wikipedia.org/wiki/Haemophilia_A
"Factor X deficiency, congenital",https://en.wikipedia.org/wiki/Factor_X_deficiency
Factor X deficiency,https://en.wikipedia.org/wiki/Factor_X_deficiency
"Factor XI deficiency, congenital",https://en.wikipedia.org/wiki/Factor_XI
"Factor XIII deficiency, congenital",https://en.wikipedia.org/wiki/Factor_XIII
Familial cold autoinflamatory syndrome (FCAS),https://en.wikipedia.org/wiki/Cold_urticaria#Familial_cold_urticaria
Familial colorectal cancer,https://en.wikipedia.org/wiki/Colorectal_cancer
Familial dysautonomia,https://en.wikipedia.org/wiki/Familial_dysautonomia
Familial eosinophilia,https://en.wikipedia.org/wiki/Familial_eosinophilia
Familial hyperchylomicronemia,https://en.wikipedia.org/wiki/Lipoprotein_lipase_deficiency
Familial hyperlipoproteinemia type IV,https://en.wikipedia.org/wiki/Familial_hypertriglyceridemia
Familial hypersensitivity pneumonitis,https://en.wikipedia.org/wiki/Hypersensitivity_pneumonitis
Familial hypertension,https://en.wikipedia.org/wiki/Essential_hypertension
Familial multiple lipomatosis,https://en.wikipedia.org/wiki/Familial_multiple_lipomatosis
Fan death,https://en.wikipedia.org/wiki/Fan_death
Farmer's lung,https://en.wikipedia.org/wiki/Farmer%27s_lung
Fatty liver,https://en.wikipedia.org/wiki/Fatty_liver_disease
Fetal alcohol syndrome,https://en.wikipedia.org/wiki/Fetal_alcohol_spectrum_disorder
Fetal methyl mercury syndrome,https://en.wikipedia.org/wiki/Methylmercury
Fibroma,https://en.wikipedia.org/wiki/Fibroma
Fibromyalgia,https://en.wikipedia.org/wiki/Fibromyalgia
Fibrosarcoma,https://en.wikipedia.org/wiki/Fibrosarcoma
Fibrosing mediastinitis,https://en.wikipedia.org/wiki/Mediastinitis
Fibrosis,https://en.wikipedia.org/wiki/Fibrosis
Fibrous dysplasia of bone,https://en.wikipedia.org/wiki/Fibrous_dysplasia_of_bone
Fibrous dysplasia,https://en.wikipedia.org/wiki/Fibrous_dysplasia_of_bone
Fissured tongue,https://en.wikipedia.org/wiki/Fissured_tongue
Flavimonas oryzihabitans,https://en.wikipedia.org/wiki/Pseudomonas_oryzihabitans
Flesh eating bacteria,https://en.wikipedia.org/wiki/Necrotizing_fasciitis
Florid cystic endosalpingiosis of the uterus,https://en.wikipedia.org/wiki/Endosalpingiosis
Fluorosis,https://en.wikipedia.org/wiki/Fluorosis_(disambiguation)
Focal dystonia,https://en.wikipedia.org/wiki/Focal_dystonia
Follicular lymphoma,https://en.wikipedia.org/wiki/Follicular_lymphoma
Forbes–Albright syndrome,https://en.wikipedia.org/wiki/Hyperprolactinaemia#Historical_names
Formaldehyde poisoning,https://en.wikipedia.org/wiki/Formaldehyde#Safety
Fournier gangrene,https://en.wikipedia.org/wiki/Fournier_gangrene
Fox–Fordyce disease,https://en.wikipedia.org/wiki/Fox%E2%80%93Fordyce_disease
Frey's syndrome,https://en.wikipedia.org/wiki/Frey%27s_syndrome
Friedreich's ataxia,https://en.wikipedia.org/wiki/Friedreich%27s_ataxia
Froelich's syndrome,https://en.wikipedia.org/wiki/Adiposogenital_dystrophy
Frölich's syndrome,https://en.wikipedia.org/wiki/Adiposogenital_dystrophy
Fugue state,https://en.wikipedia.org/wiki/Fugue_state
Functioning pancreatic endocrine tumor,https://en.wikipedia.org/wiki/Neuroendocrine_tumor
Fused mandibular incisors,https://en.wikipedia.org/wiki/Tooth_fusion
Galactorrhea,https://en.wikipedia.org/wiki/Galactorrhea
Galactorrhea hyperprolactinemia,https://en.wikipedia.org/wiki/Galactorrhea_hyperprolactinemia
Galactose-1-phosphate uridylyltransferase deficiency,https://en.wikipedia.org/wiki/Galactose-1-phosphate_uridylyltransferase_deficiency
Ganglioglioma,https://en.wikipedia.org/wiki/Ganglioglioma
Gangliosidosis (Type2)(GM2),https://en.wikipedia.org/wiki/GM2_gangliosidoses
Gardner–Diamond syndrome,https://en.wikipedia.org/wiki/Painful_bruising_syndrome
Gas/bloat syndrome,https://en.wikipedia.org/wiki/Nissen_fundoplication
Gastric dumping syndrome,https://en.wikipedia.org/wiki/Dumping_syndrome
Gastric lymphoma,https://en.wikipedia.org/wiki/Gastric_lymphoma
Gastroenteritis,https://en.wikipedia.org/wiki/Gastroenteritis
Gastroesophageal reflux,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease
Gelineau disease,https://en.wikipedia.org/wiki/Narcolepsy
Generalized anxiety disorder,https://en.wikipedia.org/wiki/Generalized_anxiety_disorder
Generalized seizure,https://en.wikipedia.org/wiki/Generalized_epilepsy
"Genetic diseases, inborn",https://en.wikipedia.org/wiki/Genetic_disorder
Genital retraction syndrome,https://en.wikipedia.org/wiki/Koro_(medicine)
Geographic tongue,https://en.wikipedia.org/wiki/Geographic_tongue
Gerstmann syndrome,https://en.wikipedia.org/wiki/Gerstmann_syndrome
Gestational diabetes mellitus,https://en.wikipedia.org/wiki/Gestational_diabetes
Gestational pemphigoid,https://en.wikipedia.org/wiki/Gestational_pemphigoid
Gianotti-Crosti syndrome,https://en.wikipedia.org/wiki/Gianotti%E2%80%93Crosti_syndrome
Giant axonal neuropathy,https://en.wikipedia.org/wiki/Giant_axonal_neuropathy
Giant papillary conjunctivitis,https://en.wikipedia.org/wiki/Allergic_conjunctivitis#Giant_papillary_conjunctivitis
Gilbert's syndrome,https://en.wikipedia.org/wiki/Gilbert%27s_syndrome
Gingivitis,https://en.wikipedia.org/wiki/Gingivitis
Gyrate atrophy of the choroid and retina,https://en.wikipedia.org/wiki/Ornithine_aminotransferase_deficiency
Glanzmann thrombasthenia,https://en.wikipedia.org/wiki/Glanzmann%27s_thrombasthenia
"Glaucoma, congenital",https://en.wikipedia.org/wiki/Primary_juvenile_glaucoma
"Glaucoma, hereditary adult type 1A",https://en.wikipedia.org/wiki/Primary_juvenile_glaucoma
"Glaucoma, hereditary juvenile type 1B",https://en.wikipedia.org/wiki/Primary_juvenile_glaucoma
"Glaucoma, hereditary",https://en.wikipedia.org/wiki/Primary_juvenile_glaucoma
"Glaucoma, primary infantile type 3A",https://en.wikipedia.org/wiki/Primary_juvenile_glaucoma
"Glaucoma, primary infantile type 3B",https://en.wikipedia.org/wiki/Primary_juvenile_glaucoma
Glioblastoma multiforme,https://en.wikipedia.org/wiki/Glioblastoma
Glioblastoma,https://en.wikipedia.org/wiki/Glioblastoma
Glioma,https://en.wikipedia.org/wiki/Glioma
Gliomatosis cerebri,https://en.wikipedia.org/wiki/Gliomatosis_cerebri
Gliosarcoma,https://en.wikipedia.org/wiki/Gliosarcoma
Glomerulonephritis,https://en.wikipedia.org/wiki/Glomerulonephritis
Glossodynia,https://en.wikipedia.org/wiki/Burning_mouth_syndrome
Glossopharyngeal neuralgia,https://en.wikipedia.org/wiki/Neuralgia#Glossopharyngeal
Glucose 6 phosphate dehydrogenase deficiency,https://en.wikipedia.org/wiki/Glucose-6-phosphate_dehydrogenase_deficiency
Glutaricaciduria I,https://en.wikipedia.org/wiki/Organic_acidemia
Glutaricaciduria II,https://en.wikipedia.org/wiki/Organic_acidemia
Goitre,https://en.wikipedia.org/wiki/Goitre
Gonadal dysgenesis mixed,"https://en.wikipedia.org/wiki/45,X/46,XY_mosaicism"
"Gonadal dysgenesis, XX type",https://en.wikipedia.org/wiki/XX_gonadal_dysgenesis
Gonococcal conjunctivitis,https://en.wikipedia.org/wiki/Neisseria_gonorrhoeae
Gottron's syndrome,https://en.wikipedia.org/wiki/Acrogeria
Gougerot–Blum syndrome,https://en.wikipedia.org/wiki/Gougerot%E2%80%93Blum_syndrome
Granulocytopenia,https://en.wikipedia.org/wiki/Granulocyte#Pathology
Granuloma annulare,https://en.wikipedia.org/wiki/Granuloma_annulare
Granulomatous rosacea,https://en.wikipedia.org/wiki/Rosacea
Graves' disease,https://en.wikipedia.org/wiki/Graves%27_disease
Griscelli disease,https://en.wikipedia.org/wiki/Ch%C3%A9diak%E2%80%93Higashi_syndrome
"Growth delay, constitutional",https://en.wikipedia.org/wiki/Constitutional_growth_delay
Gyrate atrophy of the retina,https://en.wikipedia.org/wiki/Ornithine_aminotransferase_deficiency
Gyrate atrophy,https://en.wikipedia.org/wiki/Ornithine_aminotransferase_deficiency
Hagemoser–Weinstein–Bresnick syndrome,https://en.wikipedia.org/wiki/Hagemoser%E2%80%93Weinstein%E2%80%93Bresnick_syndrome
Hairy cell leukemia,https://en.wikipedia.org/wiki/Hairy_cell_leukemia
Hairy palms and soles,https://en.wikipedia.org/wiki/Hairy_palms_and_soles
Hallux valgus,https://en.wikipedia.org/wiki/Bunion
Hamartoma sebaceus of Jadassohn,https://en.wikipedia.org/wiki/Nevus_sebaceous
Hand–foot–uterus syndrome,https://en.wikipedia.org/wiki/HOXA13
Harding ataxia,https://en.wikipedia.org/wiki/Harding_ataxia
Hearing disorder,https://en.wikipedia.org/wiki/Hearing_loss
Heart aneurysm,https://en.wikipedia.org/wiki/Ventricular_aneurysm
Heart situs anomaly,https://en.wikipedia.org/wiki/Dextrocardia
Heart tumor of the adult,https://en.wikipedia.org/wiki/Primary_tumors_of_the_heart
Heart tumor of the child,https://en.wikipedia.org/wiki/Primary_tumors_of_the_heart
Heavy metal poisoning,https://en.wikipedia.org/wiki/Toxic_heavy_metal
HELLP syndrome,https://en.wikipedia.org/wiki/HELLP_syndrome
Hemangioblastoma,https://en.wikipedia.org/wiki/Hemangioblastoma
Hemangioma thrombocytopenia syndrome,https://en.wikipedia.org/wiki/Kasabach%E2%80%93Merritt_syndrome
"Hemangioma, capillary infantile",https://en.wikipedia.org/wiki/Infantile_hemangioma
Hemangiopericytoma,https://en.wikipedia.org/wiki/Hemangiopericytoma
Hematocolpos,https://en.wikipedia.org/wiki/Hematocolpos
Hemochromatosis type 2,https://en.wikipedia.org/wiki/Juvenile_hemochromatosis
Hemoglobin C disease,https://en.wikipedia.org/wiki/Hemoglobin_C
Hemoglobin E disease,https://en.wikipedia.org/wiki/Hemoglobin_E
Hemoglobin SC disease,https://en.wikipedia.org/wiki/Hemoglobin_C
Hemoglobinopathy,https://en.wikipedia.org/wiki/Hemoglobinopathy
Hemoglobinuria,https://en.wikipedia.org/wiki/Hemoglobinuria
Hemolytic-uremic syndrome,https://en.wikipedia.org/wiki/Hemolytic%E2%80%93uremic_syndrome
Hemophagocytic reticulosis,https://en.wikipedia.org/wiki/Hemophagocytic_lymphohistiocytosis
Hemophilia A,https://en.wikipedia.org/wiki/Haemophilia_A
Hemorrhagic proctocolitis,https://en.wikipedia.org/wiki/Colitis
Hemorrhagiparous thrombocytic dystrophy,https://en.wikipedia.org/wiki/Bernard%E2%80%93Soulier_syndrome
Hemothorax,https://en.wikipedia.org/wiki/Hemothorax
Henoch–Schönlein purpura,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura
Hepadnovirus D,https://en.wikipedia.org/wiki/Hepadnaviridae
Hepatic venoocclusive disease,https://en.wikipedia.org/wiki/Hepatic_veno-occlusive_disease
Hepatic veno-occlusive disease,https://en.wikipedia.org/wiki/Hepatic_veno-occlusive_disease
Hepatoblastoma,https://en.wikipedia.org/wiki/Hepatoblastoma
Hepatocellular carcinoma,https://en.wikipedia.org/wiki/Hepatocellular_carcinoma
Hepatorenal syndrome,https://en.wikipedia.org/wiki/Hepatorenal_syndrome
Hereditary angioedema,https://en.wikipedia.org/wiki/Hereditary_angioedema
Hereditary ceroid lipofuscinosis,https://en.wikipedia.org/wiki/Neuronal_ceroid_lipofuscinosis
Hereditary deafness,https://en.wikipedia.org/wiki/Hearing_loss
Hereditary fibrinogen Aα-Chain amyloidosis,https://en.wikipedia.org/wiki/Dysfibrinogenemia#Pathophysiology#Hereditary_fibrinogen_Aα-Chain_amyloidosis
Hereditary hearing disorder,https://en.wikipedia.org/wiki/Hearing_loss
Hereditary hearing loss,https://en.wikipedia.org/wiki/Hearing_loss
Hereditary hyperuricemia,https://en.wikipedia.org/wiki/Hyperuricemia
"Hereditary methemoglobinemia, recessive",https://en.wikipedia.org/wiki/Methemoglobinemia
Hereditary non-spherocytic hemolytic anemia,https://en.wikipedia.org/wiki/Glucose-6-phosphate_dehydrogenase_deficiency
Hereditary peripheral nervous disorder,https://en.wikipedia.org/wiki/Peripheral_neuropathy
Hereditary sensory and autonomic neuropathy 3,https://en.wikipedia.org/wiki/Familial_dysautonomia
Hereditary spherocytosis,https://en.wikipedia.org/wiki/Hereditary_spherocytosis
Hermaphroditism,https://en.wikipedia.org/wiki/Hermaphrodite
Herpes simplex disease,https://en.wikipedia.org/wiki/Herpes_simplex_virus
Herpes viridae disease,https://en.wikipedia.org/wiki/Herpesviridae
Herpes zoster oticus,https://en.wikipedia.org/wiki/Ramsay_Hunt_syndrome_type_2
Herpesvirus simiae B virus,https://en.wikipedia.org/wiki/B_virus
Herpetic keratitis,https://en.wikipedia.org/wiki/Herpes_simplex_keratitis
Heterophobia,https://en.wikipedia.org/wiki/Homophobia#Heterophobia
Hiccups,https://en.wikipedia.org/wiki/Hiccup
High scapula,https://en.wikipedia.org/wiki/Sprengel%27s_deformity
Hip dysplasia (canine),https://en.wikipedia.org/wiki/Hip_dysplasia_(canine)
Hip luxation,https://en.wikipedia.org/wiki/Hip_dislocation
Histadelia,https://en.wikipedia.org/wiki/Orthomolecular_psychiatry#Histadelia
Histapenia,https://en.wikipedia.org/wiki/Orthomolecular_psychiatry#Histapenia
Histidinemia,https://en.wikipedia.org/wiki/Histidinemia
Histiocytosis X,https://en.wikipedia.org/wiki/Langerhans_cell_histiocytosis
"Histiocytosis, Non-Langerhans-Cell",https://en.wikipedia.org/wiki/Non-Langerhans_cell_histiocytosis
Histoplasmosis,https://en.wikipedia.org/wiki/Histoplasmosis
Histrionic personality disorder,https://en.wikipedia.org/wiki/Histrionic_personality_disorder
HIV,https://en.wikipedia.org/wiki/HIV
Hm syndrome,https://en.wikipedia.org/wiki/Hypermobility_(joints)
Hodgkin lymphoma,https://en.wikipedia.org/wiki/Hodgkin_lymphoma
Hodgkin's disease,https://en.wikipedia.org/wiki/Hodgkin_lymphoma
Horner's syndrome,https://en.wikipedia.org/wiki/Horner%27s_syndrome
Horseshoe kidney,https://en.wikipedia.org/wiki/Horseshoe_kidney
HSV-2 infection,https://en.wikipedia.org/wiki/Herpes_simplex_virus
Human monocytic ehrlichiosis,https://en.wikipedia.org/wiki/Human_monocytotropic_ehrlichiosis
Human parvovirus B19 infection,https://en.wikipedia.org/wiki/Parvovirus_B19
Hutchinson incisors,https://en.wikipedia.org/wiki/Hutchinson%27s_teeth
Hydantoin antenatal infection,https://en.wikipedia.org/wiki/Phenytoin
